,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14
10,UBR5,0.9317660320377251,FNIP1,1.8380709302803913,CEBPB,1.2554339038602949,GBX1,1.3020923824032833,ICE1,0.7716406378540264,PPIB,0.7277229121155401,SI:CH211-113A14.16,0.7521645833076095,NOTO,0.8242861274243234,SI:DKEYP-3B12.12,0.6845587898976876,SI:DKEY-186O21.1,0.925836707560352,ENSDART00000129497,1.0445102439144498,CASP8,0.8573695889365586,SI:DKEY-156K2.3,0.900575996129887,WDTC1,0.6205240495060385,TMEM205,0.6075554120866835
11,PCM1,0.9214980624708058,NME2A,1.767113064725681,KRT97,1.2548340797853315,ZNF503,1.2290335376734538,SI:DKEY-11O15.10,0.7638711158662069,SI:DKEY-122C11.4,0.709538789422844,STM,0.7496158251214425,FOXD5,0.8236552002501443,SI:CH211-113A14.16,0.6798256396808358,CPE,0.9145716816981433,SI:DKEY-261M9.15,0.9894974722755453,SESN1,0.8083108133977313,SI:DKEY-30F3.2,0.8990601673749762,SI:CH211-235I11.3,0.6150553926459179,KAZALD2,0.6000596683250562
12,IPO9,0.8856472895828332,HNRNPA0B,1.7353312133373835,KRT8,1.2543571109699156,APOC1,1.144742484509939,NEK2,0.7562785667381946,SI:DKEY-5I16.2,0.7082088904955831,CLIP4,0.7463674415841332,PRDM14,0.8151839820283312,SI:CH211-130H14.6,0.6781988062666648,GBP3,0.8967428694783994,SI:DKEY-108K21.21,0.9143907029422624,CDKN1A,0.7830061595589777,CR391944.1,0.887755321766166,HNF4A,0.6124284071150201,TAOK3A,0.5968080456116193
13,KIF20A,0.8423036703595967,GPRC5BB,1.7248268902734103,SI:CH211-125O16.4,1.2478101450361394,DLD,1.1233405637182454,OTX1B,0.7556635455389586,CR388042.3,0.7069218898190077,SI:CH211-117M22.2,0.7426826219744868,FOXB1A,0.7840223113773305,UBA52,0.6766800197911529,SLC7A8A,0.8885244252442716,SI:DKEY-261M9.11,0.9085822516991545,ZGC:64022,0.7565336256454144,BX324155.1,0.8859210092162871,ZGC:113425,0.5992162026738526,SI:DKEY-221L21.2,0.587097219944691
14,CAPRIN2,0.8363526968692018,ZGC:173587,1.5856473198174292,CLDNB,1.2315578284731539,ZIC2A,1.1152664686849476,BOKB,0.7523535989046882,FXYD6,0.6892359830733886,TMEM258,0.7394692757032633,NET1,0.7771518792778755,KRT97,0.6619513185002915,NFKBIL1,0.8862991572165164,HIST1H4D,0.8187126405332965,EXO5,0.7294936495446008,CR450785.2,0.8653363751012945,SI:DKEY-93M18.3,0.5948535133831833,ZGC:56231,0.5866225019768205
15,VED,0.8305192984251544,PON1,1.5194100059222335,FA2H,1.2253252124833303,VED,1.1113564217225755,KLF2B,0.7428445974758286,EPCAM,0.6887723768268362,SI:DKEY-23A13.4,0.7368056866715479,LFNG,0.7600678286907997,SI:DKEY-23A13.4,0.6615028746075493,SI:CH211-171H4.5,0.8729329912184681,GBGT1L4,0.7889364268844004,SLC4A2A,0.7217999639603347,SKP2,0.8588457815877426,FBXO30A,0.5907862402906771,SI:RP71-45K5.2,0.5667186832211756
16,ABCA5,0.8178813753105572,KLHL22,1.3852578295071165,ZNF185,1.2091925175993277,IM:7138239,1.1073681486138325,BMI1B,0.7367206934790759,SI:DKEY-193H7.5,0.6858807064864855,SI:CH211-194E1.8,0.7310642727386828,SOX2,0.7432303439811425,CNIH4,0.6610716174517095,KCNK4,0.8715128741837563,BX324216.1,0.7616376206133137,SNX11,0.6968282231390002,SI:DKEYP-114G9.1,0.8501849223617918,SLC9A8,0.587294754059077,UGCG,0.5597529627368284
17,KAZALD2,0.8117298175846787,NRXN1B,1.3678575209399289,MGLL,1.208472364078499,NHSL1B,1.0302802578722958,ZGC:158852,0.7345992345101993,SI:DKEY-19C16.12,0.6852401570301826,PSMA4,0.7293182454494753,GSC,0.7415216225495191,RPL6,0.6591867426531446,GRB7,0.8573573614386886,TRIM105,0.7613466750152262,SI:DKEY-204L11.1,0.6834538682797652,PRMT1,0.846933946642146,ANXA1A,0.5865804579623987,ZNF1060,0.5577474157681879
18,VENT,0.7989014985502894,CABZ01001464.1,1.3329318680665647,EVPLA,1.1987050507522572,ATP1B3A,1.0163767482872383,WDR62,0.7218480316462315,DUT,0.6847244555675835,SI:CH211-272F15.5,0.7273213890104319,TDGF1,0.7354830382874056,FAUA,0.6555594030119856,TNFAIP8L2A,0.8472570793402369,SI:DKEY-146C18.5,0.7537234674017608,SI:CH211-239D6.2,0.6751698692232438,RAC1A,0.8248332600554188,SI:DKEY-1D7.3,0.5800586337307728,SI:DKEY-11O15.10,0.5477192097495028
19,HIST1H2BA,0.7945437579850266,SI:CH211-241E1.5,1.3189795537372648,GRHL3,1.178113940889777,SP5L,1.001740973842996,TRIM35-29,0.7171410757092496,IFI30,0.6750351074415295,RPL39,0.7196687630417188,TCF7L1A,0.7285061918566966,ZGC:158463,0.6541000735400042,BAALC,0.8417424528789633,SI:CH211-113A14.18,0.7452003167105233,IGF2A,0.6734726274382614,BX640584.2,0.8182394972461899,MAL,0.5749703874089336,SI:DKEY-261J4.3,0.5409213159052048
20,BAMBIA,0.7894990348035612,CPE,1.2993863769880476,ZGC:193505,1.1713106012279764,SZL,0.9861375570400639,CLDNG,0.7056300319035114,SI:CH211-147G21.5,0.6691152816961957,GTF2H5,0.713811229143476,LRIG3,0.7180817543964967,H2AFX,0.6520785887814576,SCOCB,0.8411309450685865,SI:DKEYP-14F10.3,0.7351458030025544,PLEKHN1,0.6635445759840309,BX901907.2,0.806780764252343,KIF18A,0.5719764260419823,HSP70L,0.5383071519682892
21,PRKAR1AA,0.7804739921965167,DDC,1.2750646142728448,FTR83,1.1625952750056923,HER1,0.979208064132088,CHD6,0.6782159033974744,OTUD4,0.664745216323629,U1,0.7132714443542427,AMOTL2A,0.7143697370331902,SI:CH73-110P20.1,0.6500831685966275,JAKMIP2,0.8391665007947365,BX511215.1,0.7271304130518575,BCL3,0.6621207612298098,FAM78BB,0.8065100824424876,METTL22,0.5718500584697198,CLDND,0.5262619276703837
22,ULK1B,0.7766617095555741,SI:CH211-168H21.2,1.2691744038358572,PLEKHF1,1.1561984815017634,HES6,0.9743837556847449,CNOT4B,0.6774203921620761,SI:DKEY-97L11.1,0.6638771682215701,SI:DKEY-151G10.6,0.7131383524003422,SP5L,0.7137540538179559,CABZ01111915.1,0.6491673604086555,KCTD5,0.8212081498915167,CA9,0.7228422610966829,E2F7,0.6539928769958886,SI:DKEY-1D7.3,0.8060156935622294,CECR1A,0.5603719180539278,ERCC8,0.5234867502079644
23,KRCP,0.769975229538219,ZNF1068,1.2622775499100236,SI:DKEYP-67A8.4,1.1492004417214892,ARL4AB,0.9694666095009736,FHDC3,0.6657525509769635,CR812792.1,0.6635218047893534,RPL27,0.7092434012765776,TIAM1B,0.7116541522943844,FP236812.1,0.6474569236170338,UPK1A,0.8089105401522555,RAB35,0.7203248146079264,ISG15,0.6488864512086752,ZGC:91910,0.8043692682367766,CABZ01002768.2,0.5601561847218001,NPLOC4,0.5232293884656838
24,KLF2B,0.7657863751602645,SI:DKEYP-79B7.4,1.2359869348608459,FUT9B,1.1474709384660609,MSX3,0.9675409623206845,MID1IP1L,0.6608021408491568,SI:DKEY-211G8.5,0.6558165034397108,FTL,0.7087962406898101,TCF3B,0.6756750729664224,PRDX6,0.6448695186234312,CABZ01009880.1,0.8087497757818825,SI:CH73-36P18.5,0.7130538204807746,LNX1,0.6464435406394118,WEE2,0.8036578605354134,DUSP4,0.5579120713675771,TULP3,0.5205199456831121
25,POLR2A,0.7580069348787948,HUWE1,1.235460298426446,PERP,1.129405852328533,PRICKLE1B,0.9563630440971309,VAT1,0.6490888417286566,TMED9,0.6554651213691346,FAM133B,0.7082767537796733,ARID1AB,0.6705648190999888,PFKFB4B,0.6444606838273191,FTR36,0.7854966232865882,SI:CH211-113A14.26,0.7032896344248953,RASL11B,0.6114637049680541,ZGC:173702,0.7922321770829851,SPAW,0.557275398774458,BTG4,0.5194011793759368
26,DPP3,0.7478667793944549,CYR61L2,1.2059960097619484,ELOVL1A,1.1191406897426608,LEF1,0.9561926981492916,PGK1,0.6441732032828298,SI:CH211-105D18.7,0.6543137736236173,LYRM2,0.7051442532001393,DACT2,0.6683468421711319,RPS2,0.6366072013917745,SI:DKEY-58J15.10,0.7823753443929362,FP236812.2,0.6922455041596072,RGS20,0.6025795333192739,RBM4.3,0.7760390485204814,SI:DKEYP-117H8.4,0.5562170729511197,CTH1,0.5173748438771979
27,HER7,0.7473235931477602,CR318603.2,1.2045094792768614,FTR82,1.1056616502412207,VENT,0.918688735590792,MYCLB,0.6405085104620952,CDKN1BB,0.6542794032551602,RPL35,0.7031960581072721,ABCA5,0.6644232433919188,RPS15A,0.6342341895903368,NCOA7,0.7657457187594091,SI:CH211-113A14.16,0.6889982285539757,GADD45AA,0.5877740248853991,TSR2,0.7687968283231235,SI:CH1073-205C8.3,0.5497809352414825,PCXA,0.5108254770598643
28,PALLD,0.7467685167464251,PCNT,1.1944231843109525,ZGC:153911,1.095222161932473,SI:DKEY-261J4.5,0.8951597988702916,SI:RP71-45K5.2,0.6358994200480694,ZNF1125,0.64563999407973,RPL12,0.7025384764219794,SI:DKEY-188C14.4,0.6629131248616212,SI:DKEY-122C11.4,0.6303641952337093,LAMC1,0.7654863747793847,SI:DKEY-261M9.12,0.656374533900189,RPS27.2,0.5816132177254315,ZNF986,0.7675704264062756,FTR82,0.5469695237370725,FHDC3,0.5104072121751375
29,LFNG,0.739444351481773,SETD2,1.172249260286325,KLF17,1.0945072221362164,DRL,0.8915562716016274,ANKRD12,0.6315184881541994,ZGC:173742,0.6447493481508862,RPL23,0.6994430926471432,SI:CH211-139K8.4,0.6546449764583145,ZGC:113984,0.6298417060721783,HCK,0.7647990525726275,ENSDART00000172356,0.646540887519431,ZGC:92360,0.556625310609109,SI:DKEY-16M19.4,0.7656461122463658,CR361561.2,0.5449624059654574,BX511215.1,0.5091124386005829
