,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11
10,BX640584.2,0.9644209208220573,ZGC:173587,1.7394122092865658,FA2H,1.2478167655971675,GBX1,1.2745895641329719,CLDNG,0.8569142769251004,CAMSAP2A,1.048349752558869,STM,0.8360970710585796,NOTO,0.8545609934219641,APOEB,0.7717929569285689,SI:DKEY-238D18.15,0.6391851694580758,ZGC:165555,1.0316990629775138,TP53INP1,0.8257764045050471
11,P4HB,0.9572640897880784,DIABLOA,1.7257482378883073,CEBPB,1.2450626438254182,ZNF503,1.221530779605221,BOKB,0.8463478813855554,FTR36,1.0441021046709864,U1,0.8302466965817848,ZEB1A,0.8180802294771501,POLR3GLA,0.7613955422493179,CABZ01002768.2,0.636550543086575,SI:DKEY-261M9.11,0.9894669544207444,SESN1,0.7908155236569056
12,BZW1A,0.9554021412080668,HNRNPA0B,1.6994738356879877,ZGC:101000,1.2442476929524933,DLD,1.1756532506724318,KLF2B,0.8454626190395057,GRB7,1.033346302164263,RPL12,0.8274865110223754,DACT2,0.7999852800698335,PCDH18B,0.7523085653293681,SI:DKEY-1D7.3,0.6334933588218042,FP236812.2,0.9791004675899442,ZGC:64022,0.7771973950378038
13,CR450785.2,0.9511112658952025,NME2A,1.6094647182048285,CLDN23,1.2426337389407909,IM:7138239,1.1437394156894614,ANKRD12,0.8292101266604823,KCNK4,1.0078506535159537,KIAA0101,0.8153329185462295,FZD8A,0.7866374314611765,SLC38A3B,0.74241482226626,MAL,0.6210461851527682,BX324216.1,0.9248556306374037,CDKN1A,0.7607313184974321
14,MKRN4,0.9443539847997833,GPRC5BB,1.6029535284070526,KRT97,1.2344270780118232,APOC1,1.1072264419174496,OTX1B,0.8114050664169783,SCOCB,0.9942200423472886,CDKN1BB,0.8130522329536629,DDX4,0.7663984522441006,SI:DKEY-95P16.2,0.7420851819500205,SI:DKEY-206L1.2,0.6156982336634262,SI:DKEY-261M9.15,0.9146522399446426,SLC4A2A,0.7304651616623193
15,WEE2,0.9301920664608248,HUWE1,1.4264369237382222,SI:CH211-125O16.4,1.2139918709245314,ATP1B3A,1.0821655634748697,ZGC:56231,0.801731542652702,KCTD5,0.9893539866232525,RNASEP_NUC,0.8124245812110851,GRA,0.7379660153718394,HSPB1,0.7404435137898575,SI:DKEY-85K7.7,0.6110138092842483,SI:CH73-36P18.5,0.9058386318897561,EXO5,0.7249873051435204
16,SI:DKEY-156K2.3,0.923067749707662,PON1,1.3908822887439591,MGLL,1.2013198824239946,ZIC2A,1.0672557860997383,BMI1B,0.7977039873573676,SI:CH211-171H4.5,0.986785476970965,SI:DKEYP-3B12.7,0.8058799712022902,CST3,0.7181743719315017,FAUA,0.7397419305266524,SRRD,0.6021261264366712,ENSDART00000172356,0.9042956841948423,IGF2A,0.6981195842554175
17,ZNF1040,0.9121526602613703,CABZ01001464.1,1.3137495438060907,ZGC:193505,1.1889252611845766,VED,1.0608507074482356,MID1IP1L,0.7964254597105557,NFKBIL1,0.983661714766751,SI:CH211-117M22.2,0.8058265601679354,ETS2,0.7016421430381509,FZD7A,0.737229696107331,MTP,0.6007483533044073,HIST1H4D,0.8929733027997488,PLEKHN1,0.6893735337058239
18,ZNF986,0.8957152365838448,SETD2,1.241495858312988,EVPLA,1.186424090073116,SP5L,1.0542754741978857,RGS14A,0.7840336776712877,SI:DKEY-58J15.10,0.9805834018019216,SI:CH211-194E1.8,0.8026931104780392,SP5L,0.6943266974289243,RPL35,0.7338603221287214,RAB3IL1,0.5969152892808894,ZNF995,0.8879114041240984,SI:DKEY-204L11.1,0.6705251032888347
19,FAM78BB,0.883431106637425,KLHL22,1.2321068373301294,CLDNB,1.1676968424511285,HES6,1.0516815455417057,DDX4,0.7790875176583736,PLECA,0.9668880786218669,SI:DKEY-23A13.15,0.8019700463693289,TDGF1,0.6919424602596609,ZGC:109934,0.7230203102238818,SI:DKEY-206L1.3,0.59402570815942,SI:DKEY-261M9.12,0.8831522946760207,E2F7,0.6667550477958425
20,RAC1A,0.8748255311841989,CYR61L2,1.2287215562783596,FTR83,1.165133978431067,NHSL1B,1.0486738793841606,CHD6,0.7764611505825432,TNFAIP8L2A,0.9661253786616205,SI:DKEY-23A13.4,0.7960351258002443,FAM13A,0.6671431781501239,LSM8,0.7198505512240282,FTH1B,0.591175668565444,SI:DKEYP-14F10.3,0.8829310416702078,SI:CH211-239D6.2,0.6564696320308413
21,SI:DKEY-199M13.4,0.8735557980964008,SI:CH211-241E1.5,1.2124051883806364,FUT9B,1.1609756375598534,PRICKLE1B,1.0244552727216978,ZGC:158852,0.75944295017385,JAKMIP2,0.9657716809384912,SI:CH211-7C8.2,0.7905447224277418,AMOTL2A,0.6447356041373052,SI:DKEY-16M19.4,0.7193378368229866,TSG101A,0.5870336813631283,ZGC:158463,0.8818516238658494,SNX11,0.6503349931572664
22,THY1,0.8707834562332135,PCNT,1.2065413063176889,PLEKHF1,1.1422364375952763,HER1,0.9937021714529307,SLC25A25A,0.7555965167205612,GBP3,0.9602614704143552,TOP1L,0.7805554838926282,SOX2,0.6405971037315082,SOX2,0.7146243364723263,ZGC:152652,0.5826150004351334,SI:DKEYP-3B12.10,0.8597589281128536,ISG15,0.647163312673454
23,OCLNA,0.8696388900220137,SI:DKEYP-79B7.4,1.1881060049384446,GRHL3,1.1390113832066837,MSX3,0.9838295761446829,BCL2L10,0.7445467908535172,RHD,0.9333771962173968,CLDND,0.777704097645746,RASGEF1BA,0.6396616807411569,ADD3B,0.7125634294976293,FTR82,0.5633304469742412,TM4SF19,0.8487490259596411,BCL3,0.6448845763712338
24,MAF1,0.8693864842903724,POLR2A,1.1756043451417726,PERP,1.1266986113326418,ARL4AB,0.9582861352619366,RAD18,0.7216932419345549,UPK1A,0.9283367398187401,CLIP4,0.7725523942817163,KIF26AB,0.6182104049940025,NNR,0.7111224041454707,SI:CH211-117I10.10,0.5569970982525398,OTUD4,0.8454282471549838,RASL11B,0.6432518500519119
25,ZNF1060,0.8677737504505182,NRXN1B,1.1660220792188452,SI:DKEYP-67A8.4,1.1182685863126076,SZL,0.944725258443465,RPAIN,0.7202860290758966,RNF213,0.9192701022922409,EPCAM,0.7699605481507339,SESN3,0.613850293265961,RPLP1,0.7109070245910001,NR0B2A,0.5429513039712844,ZGC:163040,0.8412990309854737,LNX1,0.6262437141537132
26,SKP2,0.8635879749414447,ASPM,1.1626443447855195,ZGC:153911,1.1152730056183664,LEF1,0.9351538927710037,RRBP1B,0.7192280322087234,BAALC,0.9180942157093261,C1QB,0.7697758334813188,NET1,0.6107418955419744,GNL3,0.7107393269207517,FZD7A,0.5428817302191438,SI:CH211-113A14.16,0.8380972440354656,FOXI1,0.6250357511857132
27,SI:CH211-271G18.4,0.8552808291452515,MLXIP,1.1594719204233184,STYK1,1.103259545328826,ZNFL2A,0.935118670287248,FKBP8,0.7174878218110882,RNF220B,0.9057733865871092,SI:DKEY-153M14.1,0.7651051181164734,HIGD1A,0.6105264430042475,SI:DKEY-108K21.27,0.7103216032837724,WDTC1,0.5425825734920877,SI:DKEY-97L11.1,0.8374402100081949,RGS20,0.6170552156925644
28,ASB11,0.8520069346026488,ZNF1068,1.1522850539755236,ELOVL1A,1.10212075892275,WNT8A,0.9043779796572308,SI:RP71-45K5.2,0.7154140511187007,ARID3A,0.9011123110595806,SNRPD3,0.751906709726291,LRIG3,0.6082275054870601,H2AFX,0.7096064896455503,CABZ01117575.1,0.5387813042701235,SI:CH73-36P18.2,0.8370327827574728,RPS27.2,0.6169410409044721
29,DDX17,0.8495864731899365,CPE,1.1457751611310951,CYT1,1.0936683449879196,LAMB1A,0.891866621279433,NCOR2,0.713830459886948,NR6A1B,0.8998115897204448,SI:DKEY-13I19.8,0.7491140102515514,CABZ01084942.1,0.6025890514376703,RPL26,0.7095962715934567,KLF17,0.5369360809889663,ZGC:173652,0.8315780541360223,GADD45AA,0.5795290193274674
