,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15
10,CLUHA,0.8695465792630929,NME2A,1.8927051343213437,FA2H,1.2297454794003346,GBX1,1.3316287915338934,SKA2,0.6925894930371999,CPN1,0.7339493570688331,SI:DKEY-23A13.4,0.7421468232981959,PRDM14,0.8420521727124104,SI:ZFOS-44A5.1,0.7155405716084239,NRXN1B,0.9442096758627477,SI:DKEY-261M9.15,1.0426690327681514,TP53INP1,0.8542677280098427,ZNF1031,0.587237440558536,FTH1B,0.6265388228938916,SKP2,0.892388333426225,ZGC:163077,0.7974692942096474
11,UBR5,0.8609079576404305,FNIP1,1.8586293394520859,ZGC:101000,1.2246859460925843,ZNF503,1.255027168933872,BOKB,0.6913148542033823,CR388042.3,0.6970662968041916,SI:CH211-113A14.16,0.7334719072202701,NOTO,0.8224296081212632,SI:CH211-130H14.6,0.7089254448103438,CAMSAP2A,0.937464712078458,SI:CH1073-159D7.7,1.0355967545083455,SESN1,0.8143880601462257,SI:RP71-45K5.2,0.5807040333787968,WDTC1,0.6259588515577341,SI:DKEY-30F3.2,0.8905536174644537,SI:CH211-234C11.3,0.7970648354356505
12,PCM1,0.8423133338796751,GPRC5BB,1.828444838302355,SI:CH211-125O16.4,1.2213884207302432,DLD,1.1951918174345015,NEK2,0.6728298227062968,IFI30,0.6931074392124137,RPL35,0.7252459865457966,CDH2,0.8008324816760041,ZGC:158463,0.7056600895052421,KCNK4,0.9228251738687056,SI:DKEY-261M9.11,0.9208158492965003,CDKN1A,0.7937581452842334,SI:DKEY-146C18.5,0.5699948844221471,SI:DKEY-93M18.3,0.6216334001729161,PRMT1,0.8904750093172624,MAP3K4,0.7921278426076928
13,VED,0.8078451701676617,HNRNPA0B,1.8083504233972991,CLDNB,1.2166693341869101,ZIC2A,1.1584559914338122,DAZL,0.6702618540621345,CR812792.1,0.6863585148874308,RPL27,0.7244236554451479,FOXB1A,0.7848499753088619,POLR3GLA,0.7011769059314263,TNFAIP8L2A,0.9011479195730429,SI:DKEY-108K21.21,0.8576189443202348,ZGC:64022,0.7705108341728567,GDF3,0.558458357610558,SI:CH211-235I11.3,0.6205353555469635,CR391944.1,0.8880948452283931,MED13A,0.78294785408195
14,KIF20A,0.7819144706855944,ZGC:173587,1.5941172462634456,KRT97,1.215063099990227,VED,1.14406027984432,ZGC:158852,0.6403251780113904,SI:DKEY-19C16.12,0.6817684463381309,SI:CH211-194E1.8,0.7184690745351568,SOX2,0.7825953038362526,CNIH4,0.6911890203680476,BAALC,0.8884557603089367,HIST1H4D,0.8512096545946413,EXO5,0.7413455276947308,KAZALD2,0.5534758712260007,ANXA1A,0.6149744377283644,SI:DKEY-156K2.3,0.8873840066282848,AP2A1,0.7699949552321962
15,KAZALD2,0.7781382956806903,PON1,1.5111273537235435,KRT8,1.1967095343262937,APOC1,1.1311624055331353,OTX1B,0.6385266149834452,SI:DKEY-193H7.5,0.6769371127327969,TMEM258,0.712889936442152,LFNG,0.773721118663335,FP236812.1,0.6909310192574479,NFKBIL1,0.8701683412017533,BX324216.1,0.7640250916544997,SLC4A2A,0.7204974532452753,SI:DKEY-261J4.3,0.5477414887931282,SI:DKEY-1D7.3,0.5979397412407486,RAC1A,0.8752768699092944,RBM27,0.7670074915628375
16,LRRC8C,0.7773218222788366,KLHL22,1.5108135550646207,MGLL,1.1822022994703136,IM:7138239,1.1300463630878466,SEPSECS,0.6378415293194654,SI:DKEY-5I16.2,0.6763649713748137,SI:CH211-272F15.5,0.7114315909310851,TDGF1,0.7506532673494629,PFKFB4B,0.6885128912634225,SI:CH211-171H4.5,0.8698586502848455,GBGT1L4,0.7520758631382389,SNX11,0.6922260748699702,WEE2,0.5258078935344009,ZGC:113425,0.5978808009591395,SI:DKEYP-114G9.1,0.8681337364686864,KIF13BB,0.738024815235878
17,VENT,0.77331313128438,CABZ01001464.1,1.422883208992543,ZNF185,1.1807003572036927,NHSL1B,1.043741322388966,WDR62,0.6327864833132308,ZGC:173742,0.6752961677569774,RPL39,0.7094301133645244,AMOTL2A,0.7426641216302177,H2AFX,0.6861166174948555,GBP3,0.8679633934104548,TRIM105,0.7382669829022792,SI:DKEY-204L11.1,0.6861023436200404,ZNF1060,0.523975980711945,FBXO30A,0.5962281075711618,CR450785.2,0.8633485175908655,MID1IP1L,0.7309080372353743
18,CAPRIN2,0.7722264221855322,NRXN1B,1.4207144948923762,EVPLA,1.1671545904569518,PRICKLE1B,1.0129879500655605,KLF2B,0.6196921685269803,EPCAM,0.6732324688402056,SI:DKEY-151G10.6,0.7092192502310134,TCF7L1A,0.7375919912385366,SI:DKEY-23A13.4,0.679882718011356,FTR36,0.8665111624347411,SI:CH211-113A14.26,0.7351833452290504,SI:CH211-239D6.2,0.6808148716697102,ERCC8,0.5201174325597964,SPAW,0.5897215305634996,WEE2,0.8423767241498693,CABZ01009880.1,0.7286393358822325
19,ACER1,0.770699798644955,SI:CH211-241E1.5,1.3995984419225398,GRHL3,1.1491493252568568,ATP1B3A,1.005487412250554,COIL,0.6161569205189135,FXYD6,0.6712136509331464,FAM133B,0.7088401260173436,NET1,0.7335414012441112,CABZ01111915.1,0.667909725250057,CABZ01009880.1,0.8541606374159751,SI:DKEYP-14F10.3,0.7060546407899652,IGF2A,0.6799321879540967,HSP70L,0.5191042530533634,MAL,0.5792256689711527,ZGC:91910,0.8367285425121158,DUSP6,0.7195240105614494
20,SFRP1A,0.7695263956553928,DDC,1.3550938205837408,ZGC:193505,1.140043997774767,SZL,0.996121078189863,BMI1B,0.6143357962937819,SI:DKEY-122C11.4,0.6699294464711705,GTF2H5,0.702783940172527,GSC,0.7310433661047588,ZGC:113984,0.6669575006179936,SCOCB,0.8503562427291643,SI:CH73-36P18.5,0.7045973865984241,PLEKHN1,0.6752025123214697,UGCG,0.5149228823713892,SLC9A8,0.5764130385241033,RBM4.3,0.8329203773032252,UBN2A,0.7130040331009102
21,ABCA5,0.7660566973787695,ZNF1068,1.3232655624205294,PLEKHF1,1.1391244426926348,ARL4AB,0.9916991188299432,MYCLB,0.5987722187053257,DUT,0.665624171424458,SI:DKEY-261M9.15,0.7018763848608426,FSCN1A,0.7285909367398853,UBA52,0.6667706639216776,JAKMIP2,0.8495408781538173,SI:CH211-113A14.18,0.696569679558623,BCL3,0.664391874853452,SI:CH211-210C8.5,0.5141094600656947,KIF18A,0.5726243936284456,FAM78BB,0.8268208225336912,SLC25A25A,0.7123547439057865
22,BAMBIA,0.7591298001465996,SI:DKEYP-79B7.4,1.2959378385790439,FTR83,1.1298538000986207,SP5L,0.9872721581209081,SI:DKEY-11O15.10,0.595493045088026,SI:DKEY-97L11.1,0.6638866300593657,SI:CH211-117M22.2,0.7006012270603285,TIAM1B,0.722016891672006,ZGC:163040,0.6610751765173779,GRB7,0.8425114983167581,SI:DKEY-146C18.5,0.6710879445542056,E2F7,0.6612676100632844,CU655961.2,0.5111351801615232,METTL22,0.5719322404445817,BX640584.2,0.8096612570292728,BTG4,0.710104981050091
23,HIST1H2BA,0.746027372156436,SI:CH211-168H21.2,1.280161906155696,SI:DKEYP-67A8.4,1.1191440398147383,MSX3,0.9834982639644368,ETS2,0.5943369701549344,OTUD4,0.6625169798844569,LYRM2,0.6950446678184431,LRIG3,0.7138284363603251,KRT97,0.6513594844517474,ARID3A,0.816337620357628,SI:CH211-113A14.16,0.6677676671331803,ISG15,0.6545153738390862,CLDND,0.5108146469666772,DUSP4,0.563553626516518,BX901907.2,0.8094094841731627,CLDN11B,0.7068785904306166
24,KRCP,0.7446142059122891,CR318603.2,1.2378737668422717,FUT9B,1.111809409693122,HER1,0.9765026160375866,TRIM35-29,0.5939086498632268,SI:CH211-105D18.7,0.659407611294098,U1,0.6944067552255402,SP5L,0.7122971898137462,FOXA,0.6482041391876361,ZGC:113176,0.8112020289424462,SI:DKEY-108K21.12,0.6643184008648877,LNX1,0.6535636992870834,NPLOC4,0.4943698469791012,CECR1A,0.5608568129177025,TSR2,0.806868305073426,NCOR2,0.6961854746947224
25,TNS3.2,0.7367234116288054,SI:CH73-46J18.5,1.1672890889468106,ELOVL1A,1.0966616144273784,HES6,0.9725833668668403,CLDNG,0.5747005729225575,TSR2,0.6534668616876975,RPL23,0.6911781946451832,OTX1A,0.6959571849109997,RPL6,0.6444885795212177,KCTD5,0.8059080159074141,SI:CH73-275M14.1,0.6285841994645885,RGS20,0.6008955663675953,CABZ01002768.2,0.4940087493156016,CR361561.2,0.554815438371729,ZGC:173702,0.803719349428173,PCM1,0.6888605996658749
26,SESN3,0.7253274440512281,CYR61L2,1.1647473915218753,KLF17,1.0886959727672874,LEF1,0.9658077547757289,SI:RP71-45K5.2,0.5725869888083112,TMED9,0.6511272670267992,SI:CH211-113A14.10,0.6889193960242632,KIF26AB,0.6803858764920419,ZGC:171759,0.6432426286562816,LAMC1,0.8053408690673088,FP236812.2,0.6211142069171979,RASL11B,0.6000836919089431,ZAR1L,0.49000745182969335,SI:DKEYP-117H8.4,0.5547171929547785,SI:DKEY-16M19.4,0.7835116576847752,MKNK2A,0.6876430108164667
27,POLR2A,0.724854591126611,CPE,1.1596839583016012,PERP,1.0874611236814489,VENT,0.9385063154133945,GSC,0.5671747236988012,BZW1B,0.6505023997248799,SI:DKEY-153M14.1,0.6844704795986752,SI:DKEY-188C14.4,0.6782780061912885,SI:DKEY-122C11.4,0.6427949001786657,SLC7A8A,0.8028210535956233,SI:DKEY-13M3.1,0.6157455050745436,GADD45AA,0.5902625017277113,TAOK3A,0.482476546404529,FTR82,0.5483759013366607,ZNF986,0.7833961875768004,CAPRIN2,0.6867271700059406
28,FGFR4,0.7226177141391996,SETD2,1.158744928623112,ESRP1,1.0776137294581833,SPRY2,0.937811967471558,RRBP1B,0.5653552276323643,SI:DKEY-23A13.15,0.6475091805265502,TOP1L,0.6793945895286965,SI:CH211-139K8.4,0.6688080829837657,PRDX6,0.6347408504852394,PARP6A,0.7958706450695773,SI:DKEY-261M9.12,0.610349766398339,RPS27.2,0.5730163813270163,RNF7,0.4733630107118824,FBP1B,0.5378908141776985,SI:CH211-195B11.4,0.7764724191442077,ZNF710A,0.6850311295192368
29,ACO2,0.7218554595399574,ZNF1080,1.1325462397949468,STYK1,1.0722388094527757,SI:DKEY-261J4.5,0.929642355318033,LPCAT4,0.5620940345541063,NCALDA,0.6427185101945975,RPL11,0.6760762654432892,ABCA5,0.6619839190804451,FAUA,0.6331224957515761,NCOA7,0.7824187598913261,SI:CH211-117M22.2,0.6069295785271452,ZGC:92360,0.5586941383824432,CTH1,0.46719464711569164,CABZ01002768.2,0.5377586167128675,ALDOB,0.7692396178673853,PCNT,0.6837390641419009
