,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15
10,SI:CH211-241E1.5,0.6021130110315174,CYR61L2,0.5157863601042304,AKAP17A,0.638825076075358,SESN3,0.5100722960321746,BMP7A,0.5238555075034379,LYRM1,0.581906495814477,PPL,0.6596065109909932,ZBTB33,0.5479860312190904,FTH1B,0.6226905430377808,SI:CH211-53F16.1,0.6099252017149496,CCDC106B,0.6361833482081717,TTNA,0.5911618783267336,TNFAIP8L2A,0.5339765884106202,LRP6,0.6062433942749156,SI:CH211-113A14.10,0.6024309003036699,CCDC106B,0.5913884779802788
11,WASH1,0.5948505504969744,HS3ST3B1B,0.5057574580083308,SI:DKEY-23A13.15,0.635112101710918,NDUFB4,0.5083560294574256,ADGRL2A,0.5181012734314897,CHD,0.5798436856736184,SLC44A1B,0.6227958144042508,CAMSAP3,0.5465509563901393,ELOVL1A,0.621076488623399,SI:DKEY-13M3.1,0.5924934667037307,AGAP1,0.6286139102529159,SI:CH73-167F18.3,0.5783402841900885,CLDN11B,0.5305290006604597,RRAGA,0.594495349152554,LAMA1,0.5874660317311498,NCALDA,0.5781336066111958
12,TDRD15,0.5879105319131094,SI:CH211-217K17.9,0.5025903953265509,SLC38A5B,0.6079803477040365,PALLD,0.4979214741863324,WNT11,0.5120847156539893,APLNRA,0.5777121679838552,FTR36,0.6206134493940006,ACTL7A,0.5433586080592391,ALOX5B.3,0.6143530169170542,CLUHA,0.5921606939748809,MAP3K4,0.5817680463762153,CCDC186,0.5671813906227421,SMARCD3A,0.5300797314492744,PRRC2A,0.5927744687135836,TMEM131,0.5817263961119251,GMDS,0.5778174802699683
13,SETD2,0.5874762543357861,VENT,0.4816429338942979,PRR12A,0.6013338316846147,DDIT4,0.49025025375622266,ZGC:101000,0.5091682531706911,LRP5,0.5714464790910335,MAL,0.6178234516211426,TAOK1A,0.5306687192247962,MYO3A,0.6017410429993041,NEURL1AB,0.5802631536435054,CR391944.1,0.5810006769851047,SI:DKEY-261J4.3,0.5615237997974809,LASP1,0.5288172724142928,NCKAP5L,0.5824087595088099,CABZ01066717.2,0.5785666398380725,GLT8D1,0.5756974519347594
14,KRT5,0.5658775671556426,SI:DKEYP-75B4.7,0.4721029476469584,ZNF609,0.5937453484473652,KCNK4,0.48843245809939584,GBP3,0.5069660039995386,AGRP2,0.5707723180339497,LPCAT4,0.6059312566202222,PCDH1B,0.5225781450342198,ZNF1065,0.5897742999877215,SI:DKEYP-115E12.6,0.5800871749312422,SNX11,0.5771779354093721,SI:DKEY-27I16.2,0.5395842452560585,SKA2,0.527353283312011,UTP20,0.5809531034613161,CABZ01093075.1,0.5778337531512862,SI:DKEY-16P19.1,0.5714668781115575
15,SI:DKEY-60A16.4,0.5639250843143944,CABZ01001464.1,0.4709859847110407,CPE,0.583672538002318,FTR36,0.4873216543186154,AGRP2,0.5034286972960911,SI:DKEY-11O15.10,0.5648404715487352,FOXD5,0.5658979568545555,ATXN7L2A,0.5192679865359784,HMGA1B,0.5865731958102505,SCPEP1,0.5785160113918613,ZGC:193505,0.5770416145694934,EML2,0.5301299137040507,ZGC:174888,0.5242614848307027,PHYHIP,0.5769470295741296,DIABLOA,0.5748110619338914,SKA2,0.5706895459131107
16,PKNOX1.1,0.5636084311702313,ZIC3,0.4679748109978955,SP5A,0.5734262341660931,RRBP1B,0.4860676967801966,ZNF1064,0.494987659272526,SI:CH211-157C3.4,0.558937764302317,OTUD4,0.5548199065931625,PSMD10,0.5136441198553016,POLA1,0.5685218836170907,CLEC3B,0.5751658537654651,FAM134C,0.5761205908189185,VLDLR,0.5300576962701677,CPE,0.5229412094710556,SI:DKEY-186O21.1,0.5769106417192261,SI:DKEY-58J15.10,0.5730690128302727,IRX7,0.5582022541135274
17,PLEKHF1,0.5624203433481392,CERS2B,0.45554198546711133,CYT1L,0.5706240979680306,BX649497.2,0.4858164849259129,UHRF1,0.48596403002288613,SI:CH211-269I23.2,0.5515819920935873,KDM2AB,0.5527968251058022,ZGC:171775,0.5031949066533559,EPPK1,0.5645254603459888,PRCC,0.5729273502492651,SUCO,0.572210853781244,ATG2A,0.523825633658086,WDR62,0.5196783839253754,MAL,0.5640573744822456,ZGC:173587,0.556816667659583,SI:DKEY-43F9.4,0.5576994908839532
18,PPIAB,0.5545060839952407,TRIM45,0.44926563086693017,ITSN2B,0.5651686554844085,EXD3,0.4832794118239476,ENSDART00000172356,0.4850157908421446,ZEB1A,0.5483464210410159,CLINT1A,0.5485589146803951,MKNK2A,0.49737382074234876,ADMP,0.5560196897656919,ZNF1044,0.5684934180970055,PPL,0.5656606222995383,FZD7A,0.5221651182390226,NDRG1B,0.5157403937061472,RBBP8NL,0.5601565259776659,PLEKHF1,0.5558142245259992,KLF2B,0.5541813814621969
19,SI:DKEYP-75B4.7,0.5525157130209916,MAP2,0.44877850698759164,TMEM110,0.5633490264614475,DEGS2,0.4796773584980548,PEX1,0.47958345033808586,ATP1B3A,0.5458975807205367,CRABP2B,0.5468374643076948,BX324155.1,0.4906299541402009,ARHGEF10LB,0.5506320755930992,PCM1,0.567823857074416,SI:DKEY-48G21.5,0.5608853435149587,ZGC:173587,0.5195669419663881,CHD7,0.5134611620769275,ZNF1057,0.5593190305780635,POLR2A,0.5456204340429909,ETS2,0.5458084252189305
20,SI:DKEY-28A3.2,0.5467707196570891,SI:DKEY-54J5.2,0.44821450529274437,ZGC:111868,0.5626417197182013,MID1IP1A,0.4786228220618849,WWP2,0.46759283439797583,NDUFA6,0.541967631156674,SFT2D1,0.524661817121592,BX511215.1,0.49048904170774293,MUL1A,0.5457579044849162,COLEC12,0.5549744388463048,VAT1,0.5381803016765861,FTR76,0.5173675833594442,ANO9,0.5122860620657862,BAALC,0.5579772839275694,ANKRD30B,0.5440941540242139,COPZ2,0.542262450648906
21,PIN1,0.5463505527803451,CLINT1A,0.4464443344458934,RBM27,0.5593500207427065,WRN,0.47747755308876355,TP53INP1,0.46345874344781307,SP5L,0.5397255405603221,SLC35E1,0.5236514139866174,HIST2H3C,0.484346050716581,BX323023.2,0.5442447183599046,TDRD7A,0.5516822071320927,PERP,0.5367208474543008,PHYHIP,0.5075376058411166,LAMA1,0.5119432983601134,HSP90AA1.2,0.556667461080753,RRBP1B,0.5405532198146807,PGGT1B,0.5374638619909872
22,SI:DKEY-188I13.8,0.5406248382698396,GADD45BB,0.4455390817782197,CR450785.2,0.5540594258237599,HIRIP3,0.4773000338336723,CYR61L2,0.46292605852406876,UPK1A,0.5354720659747172,CASP6,0.5216364677469394,CDC42SE1,0.4670373019069619,MAP7,0.5391518824463752,ZGC:113176,0.5503650927787854,CLINT1A,0.5309491705583372,IGF2BP1,0.5034128336689979,DIABLOA,0.5081659731452561,GDF3,0.5490276741771115,CHD6,0.5400766563914361,ZNF1068,0.5372016181081244
23,SI:CH211-171H4.5,0.5392743224221309,CSF1RB,0.443478701527849,BX324179.3,0.5461608038776675,CPE,0.4735480994809494,MMP17B,0.45966171316003296,ABCA5,0.5341777554123831,PAFAH1B1B,0.5201332600250534,FOXD5,0.4636420926512242,ITSN2B,0.537879376485432,LSM14B,0.5461614947370845,TRIM105,0.5301182784164574,SI:DKEY-163F14.5,0.5028674624441088,ZGC:163030,0.506564174601278,CAPN9,0.54850566203259,SI:DKEYP-79B7.4,0.5400094822953029,SI:DKEY-261J4.4,0.5353120876163147
24,ZNF292B,0.5376187060211165,PRICKLE1A,0.4383876687569445,NCOR2,0.5377630115241872,SI:CH211-276A17.5,0.47351919061339975,MAP3K1,0.4560517150999091,SNAI2,0.5318123384247726,PIK3R2,0.5198782638166664,TBX16,0.46307751479349324,FAM13A,0.5364937734754653,NFKBIL1,0.5440037245691205,SI:DKEY-95P16.2,0.5245541990524706,ZGC:112255,0.49910879218342064,UGCG,0.5060099564761977,FKBP7,0.5443849594302222,GBGT1L4,0.534344569005118,CABZ01009880.1,0.5320299832183539
25,ZNF1063,0.5348618968324683,PRPF8,0.4317187291908344,RHD,0.5270321220648234,DRL,0.4694063313883555,FTR90,0.4555619428565766,UBN2A,0.5280479228024858,CC2D2A,0.5186307284208939,SI:CH211-197H24.9,0.4599081921516862,KRT18,0.5354805335606714,SI:DKEY-159N16.4,0.5404616572122092,ADPRM,0.5167623613946002,CABZ01111915.1,0.49256984013857325,FTR76,0.5043926437350504,ZGC:173856,0.5391948065269174,ATP6V1G1,0.5249404428126041,DRL,0.5301753109994789
26,PPL,0.5336684762896223,ZGC:91890,0.43138792046468133,DDIT4,0.5264356289775446,SUPT4H1,0.4684425036584933,CNR1,0.4548789685197923,SI:DKEY-14O1.14,0.5268976856208242,CNOT4B,0.518507278439669,KRT92,0.4596957219625764,CEP350,0.5316778114998717,POLR2A,0.5388752742153402,NET1,0.5145725644792426,TOP1,0.48518106583645526,MORC2,0.503653503548465,PLEKHF1,0.5335103488129008,KCNK4,0.5239932323684923,ENSDART00000129497,0.5240769086686461
27,CAMSAP2A,0.5322010592531853,PRICKLE1B,0.43107985413742417,ZNF999,0.5260233378032527,CNOT1,0.4642884701334253,MAP7,0.4523895133021111,RASGEF1BA,0.5222446939529463,PRPF8,0.5155812756092835,TOP1,0.4592241108700162,SNX11,0.5266619781931924,FZD8A,0.5326123327843273,SETD2,0.5009021374317414,ZGC:173702,0.4843030744702609,ATP13A1,0.5001049754341201,TPBGA,0.5300046111471372,LAMB1A,0.5222428181705487,GTF3AB,0.5235549029963406
28,PHKG1A,0.5269360407696209,GADD45GB.1,0.4284888511102525,E2F7,0.5257084375371786,TADA1,0.4614332376101617,RNF213,0.45019344286889307,RAB35,0.5183221444548187,DEGS2,0.5144850773619603,ZGC:112977,0.4562713230357063,TRIM45,0.5266363982513083,ARPC3,0.5293617640621796,PARP6A,0.500789001476275,HYOU1,0.4834327948448911,RHPN2,0.49908852168617546,ZGC:162969,0.5218525079819888,ZEB1A,0.5152736017751156,ZNF1063,0.5217973570883344
29,SI:DKEY-146C18.5,0.5255566249718734,POLE2,0.42767014181965074,SI:DKEY-149I7.2,0.518556273343162,MDM2,0.45745690117724797,AGAP1,0.442402619588584,MED18,0.5120447983478434,AK4,0.5123575347310549,UTP20,0.4560624783955391,PLECA,0.524736353125263,SI:DKEY-108K21.17,0.5285128074633492,KLHL26,0.49837359667649356,PIK3R2,0.4796107111127049,GPRC5BB,0.49883373953928056,B3GNT5A,0.520071302976248,LAMC1,0.514960450453142,FUT9B,0.5147494474975715
