,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
12,IPO9,0.8929319550459666,HNRNPA0B,1.7473403223546495,CEBPB,1.2546171410070448,APOC1,1.1915052239870665,CLDNG,0.8118523140865166,EPCAM,0.6902628240770892,SI:CH211-117M22.2,0.7430315606279485,NOTO,0.8249740014673655,PFKFB4B,0.6589539996956308,GBP3,0.9156797623717132,SI:DKEY-261M9.11,0.9843741394013232,CDKN1A,0.7742284947527883,SI:DKEY-199M13.4,0.9203305778909687,ZGC:113425,0.610682718252772
13,PRKAR1AA,0.8686694455273646,GPRC5BB,1.7071151154388071,SI:CH211-125O16.4,1.2432121834789098,DLD,1.1348671543006985,BMI1B,0.8110712593233591,SI:DKEY-5I16.2,0.6893220873874567,CLIP4,0.7429146859057023,CST3,0.8130396093640625,FAUA,0.6578116012639472,SLC7A8A,0.9007926404885332,SI:DKEY-108K21.21,0.966751880247119,ZGC:64022,0.7344890300274522,CR450785.2,0.9074840604146818,SI:DKEY-93M18.3,0.6069182974388935
14,KIF20A,0.856639762799642,ZGC:173587,1.621953394047366,FA2H,1.2430237485996962,VED,1.1272995194886712,RGS14A,0.8034367275498531,SI:DKEY-122C11.4,0.6889465983213688,SI:DKEY-23A13.4,0.7355653916031475,DACT2,0.7611695124116256,SI:CH211-130H14.6,0.6576727766732571,GRB7,0.8807849130430038,HIST1H4D,0.8461060526261621,EXO5,0.7165175921398679,SI:DKEYP-114G9.1,0.9041270533957063,FBXO30A,0.599470494236913
15,ABCA5,0.8523645455851607,PON1,1.4872423921608378,MGLL,1.2266701581551764,ZIC2A,1.1153348036427053,ZGC:56231,0.7752899420711877,FXYD6,0.6857440720470713,TMEM258,0.7273761664959302,TDGF1,0.7549994665727517,RPS15A,0.6530412744960615,SI:CH211-171H4.5,0.8759256753679646,BX324216.1,0.7990052779770744,SLC4A2A,0.715341807919095,WEE2,0.8936639068320686,SLC9A8,0.5978325236135946
16,CAPRIN2,0.8419726779988329,KLHL22,1.37750157873145,CLDNB,1.2235854008011655,IM:7138239,1.1041520760030952,ANKRD12,0.7733192556748342,IFI30,0.6715444066029441,SI:CH211-194E1.8,0.7264102761204186,NET1,0.7537478962990416,RPS2,0.6528827474320272,KCNK4,0.8722980354567922,SI:CH211-113A14.18,0.7785339064584227,SNX11,0.6915132415836704,BX640584.2,0.8807930324115208,HNF4A,0.5954338880619915
17,PALLD,0.8035725044505199,NRXN1B,1.366022446428812,ZNF185,1.1941457475793946,ATP1B3A,1.0530384584913155,ZGC:158852,0.7594057147489397,SI:DKEY-19C16.12,0.6701191131310981,SI:CH211-272F15.5,0.7259148313760754,IER2,0.7304415260347001,RPL6,0.6516028245278922,NFKBIL1,0.8659048928668313,SI:DKEYP-14F10.3,0.7783293806719205,SI:DKEY-204L11.1,0.6755709392736502,PRMT1,0.8720126370039848,SI:DKEY-1D7.3,0.5954108120250473
18,HIST1H2BA,0.7950146684172963,CABZ01001464.1,1.33775638074152,EVPLA,1.1800935199119649,NHSL1B,1.0215351814775198,OTX1B,0.7510947252450462,DUT,0.6673927898100269,PSMA4,0.7239577979475387,AMOTL2A,0.7257794555785805,KRT97,0.6513596742392588,JAKMIP2,0.8499397560526201,CA9,0.7552347911777629,SI:CH211-239D6.2,0.6705278562684615,SI:DKEY-156K2.3,0.8710276707857963,MAL,0.5769766059282482
19,KAZALD2,0.7901812540128546,SI:CH211-241E1.5,1.3130911539632781,PLEKHF1,1.177726904722387,HES6,1.0089497315607427,CHD6,0.7502573272747025,SI:DKEY-193H7.5,0.6669669531345706,RPL39,0.7157830851412376,LFNG,0.7140407187170977,GNL3,0.6467019306826564,KCTD5,0.8462644303433107,GBGT1L4,0.7538273164576286,IGF2A,0.6598787120535466,FAM78BB,0.8706609229884468,KIF18A,0.5763581256754216
20,VED,0.7887866008854568,CPE,1.2923421220954634,ZGC:193505,1.1758407431300806,SZL,0.9939382091902486,KLF2B,0.7475084432252728,CDKN1BB,0.6633873072196644,SI:DKEY-151G10.6,0.7103429843310111,PRDM14,0.7122820635299514,ENSDART00000172356,0.6459230223394081,SCOCB,0.8412379578825536,SI:DKEY-146C18.5,0.7465739566610193,ISG15,0.6566061136122777,SKP2,0.8686032176834334,METTL22,0.572461123883839
21,TNS3.2,0.784020697981209,ZNF1068,1.2720579045928573,GRHL3,1.1706197167928276,SP5L,0.9870227614428148,SLC25A25A,0.738407654595173,ZGC:173742,0.6596466919151485,LYRM2,0.7062504572547209,GRA,0.7011941087186462,PRDX6,0.6430325849057157,BAALC,0.837112296545532,SI:CH73-36P18.5,0.7396920726021885,BCL3,0.6563465704166807,BX005448.2,0.862916271988309,ANXA1A,0.571060210460283
22,VENT,0.7820382043948543,DDC,1.2671504165348122,FTR83,1.1685492962675772,MSX3,0.9858619737884088,MID1IP1L,0.7359408168619692,TMED9,0.6572414624837098,FAM133B,0.7055741191832277,LRIG3,0.6924082803729109,SI:DKEYP-3B12.12,0.6427438600180283,FTR36,0.8358148430134379,SI:CH211-113A14.26,0.7383568667090179,PLEKHN1,0.6541878217015059,ADGRE10,0.8605189600539908,DUSP4,0.5630742917413101
23,KRCP,0.7792795913675699,HUWE1,1.25818256530511,FUT9B,1.1678732588438319,HER1,0.9829958318169733,GRA,0.730660253371558,SI:CH211-147G21.5,0.6558821781569258,U1,0.7032767503440912,SP5L,0.6900156816608372,SI:CH73-110P20.1,0.6421746364429446,CABZ01009880.1,0.8264664228818587,SI:CH211-113A14.16,0.7381973830351202,E2F7,0.6464044754430088,RAC1A,0.8502567905006843,SI:CH1073-205C8.3,0.5611259832709932
24,BAMBIA,0.776870399845381,SI:CH211-168H21.2,1.2574407390621893,SI:DKEYP-67A8.4,1.1484988558001212,LEF1,0.9621565409254388,SI:RP71-45K5.2,0.7288968313028632,CLDND,0.6520688348633469,RPL27,0.7022915015452351,TCF3B,0.6800751465986599,H2AFX,0.6409323012864024,TNFAIP8L2A,0.8210483084632518,RAB35,0.7276921954981194,LNX1,0.642957912070524,SI:RP71-45K5.2,0.8240286188446088,CR361561.2,0.5597399705273483
25,LFNG,0.7744774891867847,CYR61L2,1.2239780339641995,PERP,1.1274768132227935,ARL4AB,0.9600934162585962,RRBP1B,0.7019630977990545,TSR2,0.6453446494913324,RPL35,0.6990828938335146,FAM13A,0.6737685295390975,ALDOB,0.6396447795191801,UPK1A,0.8165819416663258,BX511215.1,0.7229617101556569,RASL11B,0.6238991941376234,ZGC:91910,0.8230525385706386,SI:DKEYP-117H8.4,0.5578904879945872
26,POLR2A,0.7661739290519048,SI:DKEYP-79B7.4,1.2186799807816906,ELOVL1A,1.124143909276896,PRICKLE1B,0.954437662211838,MAP7,0.6959126101937463,EMC6,0.6409110848059922,RPL12,0.6974364137392663,TCF7L1A,0.6734495506174257,CABZ01111915.1,0.6354751033413986,SI:DKEY-58J15.10,0.8114354196665429,FP236812.2,0.7219453006102435,RGS20,0.6005648424119102,ZNF986,0.8205721635474129,CECR1A,0.5528236576791251
27,ANKRD30B,0.7639277441035139,CR318603.2,1.194880111562189,FTR82,1.1182620191434656,VENT,0.9446468014238497,BCL2L10,0.6919613636986397,PRKRIP1,0.6390184322716904,GTF2H5,0.6964293558742767,TIAM1B,0.6615130625460311,SI:CH211-113A14.16,0.6307206277780024,ARID3A,0.8077587327689187,TRIM105,0.6965232408649239,RPS27.2,0.6002702788040034,SI:CH211-271G18.4,0.8184723191351112,TARS2,0.5432340509953103
28,ULK1B,0.7633494454765035,SETD2,1.170779513280726,KLF17,1.1080221896295874,DRL,0.8986701163146813,LPCAT4,0.6767012155344095,SI:CH211-105D18.7,0.6389496029841648,H2AFX,0.6921383513972197,FSCN1A,0.6598847361988619,SP5L,0.6298701431986191,RHD,0.7979851413386708,ENSDART00000172356,0.6962928928819263,GADD45AA,0.5815119429978763,THY1,0.7987838205928086,SPAW,0.5402855329820063
29,FGFR4,0.7598943799646551,ZNF1080,1.1593255945540144,CYT1L,1.1021793095579457,SI:DKEY-261J4.5,0.8867249234390333,CNOT4B,0.6752200756981251,GSTO2,0.6375130216020001,RPL23,0.6916333038561826,SOX2,0.6466974373604356,SI:DKEYP-3B12.10,0.6281609840263399,KLHL22,0.7858881905510362,SI:DKEY-261M9.12,0.6900014550952126,SI:DKEY-117J14.6,0.5502291949909385,MCL1B,0.797287188276259,FTR82,0.5348095510070602
