,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
10,SI:DKEY-108K21.17,0.5962779270971161,NME2A,0.516152665233492,DEGS2,0.5061658735837535,CRABP2B,0.5567059582887208,MAL,0.6374222685841502,SI:CH211-157C3.4,0.5864622823452672,ZNF319,0.6013694071434461,TAOK3A,0.5604680452523684,KCNK4,0.6310110383393829,POLA1,0.5951213680631177,SI:DKEYP-3B12.7,0.5711489247246773,SI:DKEY-261M9.11,0.5770842603603137,MMP17B,0.5004288969070971,ZNF1084,0.6168637544195387,DZIP1,0.5683108108920996,ITSN2B,0.6484111332840856,TRIM105,0.6062270016393513,CLINT1A,0.6175607309397914
11,LSM14B,0.5932893709557908,SRSF5B,0.5158347514731279,MDM2,0.49502992162162235,NDRG1B,0.5501414293868223,KAZALD2,0.6301270123379089,WASH1,0.5864544220308183,ZGC:152652,0.5778618785729572,TAOK1A,0.556481620614048,EPPK1,0.6232678663908575,ALOX5B.3,0.5913717241026593,NDUFB4,0.5610962779092369,FTR76,0.5711040656593689,BMP7A,0.5002751441000549,CLDN11B,0.606304764001998,AGAP1,0.5659800386233623,TBX6L,0.6234895897206232,SH3GL1B,0.6035296490800532,SI:CH211-103E16.4,0.6161057208046403
12,ADPRM,0.593255669820269,VENT,0.5077173858896129,BX649497.2,0.4927945657651934,OVOL1,0.5401407688188319,CYT1L,0.6022747070922563,UPK1A,0.5851171681737358,ZNF1031,0.5727705827094496,CAMSAP3,0.5510185002307698,LRP6,0.6205095404649682,ZNF1065,0.5834994599180722,LAMA1,0.5536008889503284,SI:DKEY-27I16.2,0.5689036826254527,GBP3,0.4995103577320208,RBBP8NL,0.6002977878177117,MCHR2,0.5635343721157606,HNRNPA0B,0.6207102031163385,POLA1,0.5957643435153092,HSD17B14,0.6086914302611117
13,ZGC:153911,0.5921523253330865,ZIC3,0.48736332306834623,KRT97,0.4922999742112096,ZGC:173587,0.532962518585616,BMP4,0.5990268407278951,LRP5,0.5766546414533397,KIF18A,0.5726198744447599,UTP20,0.5247762337955505,GLT8D1,0.620070427366652,ELOVL1A,0.5782295890178917,SI:CH211-113A14.26,0.5406636016425111,ATG2A,0.5519729177675641,WWP2,0.4928118661826699,IL6ST,0.5980542548340669,SI:CH211-69B7.6,0.5608507847032836,NFKBIL1,0.6188393300212643,DDX4,0.5926245204775419,OTX1B,0.6050688339255504
14,COLEC12,0.5776648128919168,HS3ST3B1B,0.4867805394124833,CR388042.3,0.49121207095804303,CHD7,0.5214831061366116,PRICKLE1B,0.5857638361500093,KLF17,0.572124144664543,BMP7A,0.5548188286686574,ACTL7A,0.5219814399342307,SI:DKEY-186O21.1,0.6183994126024405,EPPK1,0.5638788774836198,ZGC:112255,0.5400560144807643,CCDC186,0.5335555787605717,PEX1,0.4860288991179178,CR318603.2,0.5938135131041952,FOXI1,0.5587384754183499,CDKN1BB,0.5919082509954675,ZGC:193505,0.5743246181060795,LPCAT4,0.6050517319153483
15,LLGL1,0.5767125010017542,PRICKLE1A,0.4855552133902152,CLDNB,0.4901345989212144,RN7SK,0.5183903674071543,TNKS1BP1,0.5773000857550731,MLXIP,0.5677722756718934,CHD8,0.5547039120854684,BX324155.1,0.5178162004581142,UTP20,0.5888519359362642,MUL1A,0.5595355378615741,SLC44A1B,0.521646737843047,BX511215.1,0.5327106025203439,AGAP1,0.4809341062734999,FUT9B,0.5878083691294432,HSD17B2,0.5532091599589067,SI:DKEY-60A16.4,0.564170301694052,BDP1,0.5656742325725067,ZNF185,0.6042071025817737
16,SCPEP1,0.5713186775625281,SI:CH211-217K17.9,0.4723652964624848,PALLD,0.48912457923268143,HUWE1,0.5179853000021156,TAOK1A,0.5633603717945086,SP5L,0.563092766883908,MYO9AB,0.5363682042266471,CDC42SE1,0.508932846909,MKNK2A,0.5658231717414243,ARHGEF10LB,0.5506979136186698,ZNF1074,0.5193067643204046,CABZ01084942.1,0.5313337303090825,CABZ01009880.1,0.4805741900668275,ELOVL1A,0.5806184294294613,GDF3,0.5493466773680559,ZNF609,0.5572200592253659,EPS8L1,0.5597451826183886,CDK13,0.6006167315680564
17,SLC11A2,0.5703135719861607,CERS2B,0.4530756924531427,TADA1,0.4867324700985368,SKA2,0.5165903928361281,SI:CH73-275M14.1,0.5599448519141347,TNNI2A.2,0.5628543194497375,GBGT1L4,0.5345017874051987,PCDH1B,0.5083777350049242,ACER1,0.5609960738363777,JAG1B,0.542004665147554,SI:DKEY-261M9.11,0.5167223107067112,PGPEP1,0.5232988431739335,SI:DKEY-16P19.1,0.4751630139424007,RASSF3,0.5785004474191717,SI:DKEY-261J4.3,0.5399340584643129,SI:DKEY-13M3.1,0.554852768465566,PLEKHM1,0.5472419554335617,CASP6,0.5877537950006607
18,PDXDC1,0.5700203029196274,GADD45BB,0.4518702187410208,SLC44A1B,0.4832586752612965,CDH2,0.5068101181215018,HSP90AA1.2,0.5571203840314735,NDUFA6,0.5461679929120524,TA,0.5339923926326006,HIST2H3C,0.4951365861160367,PON1,0.5606804007040836,KRT18,0.5408865189825279,RND1L,0.5153362560304858,SI:CH211-196P9.1,0.5225134678659321,FTR90,0.4684277722447456,CABZ01009880.1,0.5681895472170484,RHD,0.5357841386398883,SI:DKEY-15H14.4,0.5498951186361075,PERP,0.546120117678716,CABZ01111915.1,0.5834133555584486
19,CLDN11B,0.5675818654702417,PRICKLE1B,0.45072848362037526,CPE,0.48017095843852503,ELOVL1A,0.5067759280682483,SI:DKEY-58J15.10,0.5483532304310726,KLHL8,0.5442295127005199,WEE2,0.5275072135952628,PDCL3,0.49168417721167035,RBMS2B,0.5605900435754722,BX323023.2,0.5404797732932383,SI:DKEY-58J15.10,0.5129929867978771,EML2,0.5154717389782665,UHRF1,0.4671293199685612,CDX4,0.5534323613700985,PARP6A,0.5224661406424621,SLC35E1,0.5460681156333609,PPL,0.5448790781275807,SI:RP71-45K5.2,0.5787461406256167
20,NEURL1AB,0.5548930174537936,CLINT1A,0.4474292278392484,ACTL7A,0.4784550191445388,ABCA1B,0.5015735028175953,APAF1,0.5394339804088318,ZEB1A,0.5370461703110216,HIST2H3C,0.5265260588065325,SI:CH211-197H24.9,0.48865803591677087,RAB34B,0.5586907252673909,ITSN2B,0.5397927215750781,CLIP4,0.5123166077405729,PRRG3,0.5134497022799898,UBP1,0.4636403336800463,NOTO,0.5481207177703368,BTG4,0.5059654864709816,BAG6,0.543543152418718,ATP6V1D,0.5250561828045499,FOXD5,0.5706992593517203
21,KCTD5,0.5536029899317563,APAF1,0.44659140399522007,LYE,0.47534782819398264,SI:CH211-217K17.9,0.5009936257550209,TRIB3,0.5363275858731892,SI:DKEY-11O15.10,0.5347919536188853,CABZ01066717.2,0.5256836698241163,CPE,0.4876183989462786,SLC2A12,0.5469746861621128,KLHL22,0.535036473157475,FAM13A,0.5107649624258919,HUWE1,0.5099701165860715,TP53INP1,0.45869912039748845,MMP17B,0.5471869215754629,TRIM35,0.505175882711775,LAMB1A,0.5429504487556129,SUCO,0.5088011039143072,CC2D2A,0.5647994980642878
22,KRT5,0.5441591529304091,ZGC:91890,0.446320926579269,PRKAR1AA,0.470057675538571,AK3,0.5004552913027035,DDIT4,0.5291340572700785,ATP1B3A,0.5321837230618771,ATP6V1G1,0.5218828615114007,VPS13A,0.48043088993689687,RRAGA,0.5374513260320054,NRXN1B,0.5277726081649771,HUWE1,0.5105873865529053,SI:CH1073-303D10.1,0.5044595308985759,ENSDART00000172356,0.45824438528541334,ADGRD1,0.543509891969647,SI:CH211-212K5.1,0.5042015425936306,SI:CH73-195I19.3,0.5400136317050689,SI:DKEY-108K21.21,0.503076060897696,SI:DKEYP-14F10.3,0.5532627060297031
23,SI:CH211-125O16.4,0.5352239991294907,CSF1RB,0.435700507022934,EXD3,0.4682250039524574,POLR2A,0.4979398970724572,AK4,0.5258548056083818,APLNRA,0.5292452228470481,APITD1,0.5151668969764763,SLBP2,0.4789737007906055,SETD2,0.5371565607607006,ZGC:171775,0.521904028378803,TOB1B,0.5082576588862113,WWP2,0.5033689412046056,ZGC:101000,0.45823865073442216,ZGC:112977,0.5304972142188398,GBP3,0.4897881561276472,PPIAB,0.5365488747225235,SCOCB,0.4988598675442199,RIPK4,0.5529338921498751
24,SI:DKEY-206L1.3,0.5287744508372415,NCOA7,0.4346134548649455,HIRIP3,0.4669532561927068,SI:DKEY-54J5.2,0.49610179942956156,PRKAR1AA,0.5245523870920733,LRRC8C,0.5231338790759823,CSF1RB,0.5139000570245843,MKNK2A,0.476986766828219,WDR62,0.5270843085230316,FAM13A,0.5182852579853843,PKDCCA,0.49655099420676113,RNF213,0.5014136526635823,ZGC:173705,0.44794283029293935,ZNF1082,0.5273991557859139,SI:DKEY-157L19.2,0.4845052043679622,ZGC:111868,0.5358790941847013,ZNF1125,0.497748746565757,MUL1A,0.5504971946290624
25,SI:DKEYP-115E12.6,0.5242629250768956,MAP2,0.4285967356997057,KCNK4,0.4657967091353667,KIF13BB,0.4959723613502553,RAB3IL1,0.5231632905444141,MDM2,0.5175561222371936,GRIN2AB,0.5122301296977839,TBX16,0.4761029903715149,KRT5,0.5206098959495069,PLECA,0.5158418391535278,LSM14B,0.4910992243037828,SI:DKEY-261J4.3,0.49460329358622,SI:DKEY-261J4.3,0.447108815769018,SKA2,0.5271939181959161,SI:CH211-113A14.15,0.4833271229776347,SI:CH73-274K23.1,0.5323434346509494,CR812792.1,0.49573063233398074,SI:DKEY-247I3.6,0.5400409454052061
26,RN7SK,0.5229945153206256,ZGC:101000,0.42294835528314356,LAMA1,0.45982416545212884,CABZ01117603.1,0.4926454935628291,FZD8A,0.5173546693794748,BMP4,0.5161048033547938,IGF2A,0.509666016217141,SI:DKEY-108K21.27,0.47492788653285317,CAPN9,0.5180984089151996,ENSDART00000129497,0.508811489700732,KRT4,0.48862523473601105,VLDLR,0.48338072125935644,PDLIM5A,0.4449922171076169,DAZAP2,0.5229160596642476,SETD2,0.4730867382952752,PRR12A,0.5287429875019451,SI:CH211-241E1.5,0.4938070994093333,EMC1,0.5385083626756305
27,TIAM1B,0.5224282963158708,TFAP2C,0.42288748456351194,PAX7A,0.4590045811027458,SRCAP,0.49077300512479877,DUSP6,0.5149187578940188,SCARNA6,0.5130128531966776,KCNK4,0.5089039177430769,KLHL8,0.4742657939832673,POLR2K,0.5160941214436772,ADIPOR2,0.4932841971490426,SI:CH211-125O16.4,0.4850111882092555,PIK3R2,0.4828301661193938,ZNF986,0.43717846491984225,GMDS,0.5227834921236302,POLA1,0.4724119577232801,SI:DKEY-149I7.2,0.5268736486510783,TMEM8C,0.491941830793356,BX901907.2,0.53458689323049
28,PCM1,0.5146100938225072,SOX2,0.42047108984839576,WRN,0.45898315296641595,ZGC:163030,0.4904256254678774,TRIM45,0.5145018769725793,ZNF1057,0.511250441659368,WASF2,0.5033768627876036,ATXN7L2A,0.4718849154050825,PRRC2A,0.5110668572458926,ZCCHC7,0.49241457504822805,MAP7,0.48492809524703456,ZGC:173702,0.48057314394024697,SI:DKEY-54J5.2,0.4359967907891307,POLR2A,0.5211026749134156,SI:CH211-242H13.4,0.47233506640157136,PON1,0.5207760034413711,SNX11,0.4883282305387571,NR6A1B,0.53429214119081
29,CLUHA,0.5111977893144636,GADD45GB.1,0.4186275182046546,MLXIP,0.45616077956011875,WNK4B,0.4834201595191831,ZNF1064,0.5142291905135579,VPS72,0.5049807254021843,MCM2,0.4961354158518139,SI:CH211-113A14.10,0.4659036149569963,ATP13A1,0.5070295070270309,MAP7,0.48472747085075824,ZNF1080,0.4836227442935218,FYNRK,0.4752312039080816,RNF19A,0.4342926114030404,NANOS3,0.5175337712840544,PTTG1IPB,0.4709282357667817,ZNF999,0.5164185328401553,CR391944.1,0.4862024162697631,EVE1,0.5274519844281625
