,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6
14,SI:CH211-168H21.2,0.778106930892315,SI:CH211-194E1.8,0.5608722690549636,TAOK3A,0.5575756281204512,FSCN1A,0.5483435203101349,NEDD4A,0.6660713402080675,SMARCD3A,0.6687139130252944,KLF2B,0.6189002960948795
15,SI:DKEY-16P19.1,0.7712555675393505,SI:CH211-130H14.6,0.5607162815222055,NEU3.3,0.5464375517820088,SIN3AB,0.5448057982087577,SI:CH211-185A18.2,0.6634856047631777,THEMIS2,0.6551666823379373,MLXIP,0.6089166095229208
16,KDM2AB,0.7640872873775615,ZBTB33,0.5538786423771959,RGS3B,0.5446087825331285,SI:DKEYP-79B7.4,0.5421106435503201,BDP1,0.6630816004124819,TRIM25L,0.6203657562585144,POLR2A,0.6048023269912781
17,PRICKLE1B,0.7594660515175986,CENPE,0.5450240155259535,SI:DKEY-234I14.20,0.5442921154080275,PON1,0.5418054822468851,ZGC:158463,0.6566142711652506,SI:DKEY-48G21.5,0.6154373805798494,PLEKHD1,0.6038644317482527
18,PKDCCB,0.7577630259695076,RBM27,0.5389635484485127,ZGC:171775,0.5404311113730079,HMGA1B,0.5342205975531065,GMDS,0.6427419169160735,SI:DKEYP-3B12.7,0.6149380290609376,MCHR2,0.6011605776273617
19,BX323023.2,0.7523150668808165,UBN2A,0.5342482847668396,NRXN1B,0.5372729075364704,LAMB1A,0.5333985940581923,SI:ZFOS-44A5.1,0.6426638599751784,KMT2CA,0.6107714679150096,OCLNA,0.6000821268379092
20,ADIPOR2,0.7489357821942191,PGAM1A,0.5333023289766877,CLDNB,0.528587626839978,SI:DKEY-63J12.4,0.5295227147933832,NCOR2,0.6290466655060676,CU655961.2,0.6103945518708372,JAKMIP2,0.5897778195295018
21,CHD8,0.7433382390181562,CYT1,0.5290644130368614,STARD14,0.5270080752246709,TAOK1A,0.5223865643724748,SI:CH211-113A14.8,0.6279235976482378,SI:DKEY-269O24.6,0.608245738675274,NCOA7,0.5875161862465428
22,POLA1,0.7425545312182263,TOP1,0.5273633240553047,BZW1A,0.5249269641993516,AKAP17A,0.5160475226919311,KRT92,0.6269974013305013,SPTBN1,0.601527151276741,CPE,0.5837774838264904
23,HUWE1,0.7406522631182713,HAS2,0.5220866103533038,ZNF1001,0.5241968223880891,SI:CH211-235I11.3,0.5153414657882673,HMGB3A,0.6219162648002096,GRB7,0.5994860837380958,WDR21,0.5837010624499023
24,CHD7,0.7361758654059611,ZGC:193505,0.5195497804899047,SI:CH211-113A14.25,0.5217608942004921,MID1IP1A,0.5108134203687416,POLA1,0.6209135645932482,KRT97,0.5974731132446309,ANKHD1,0.5768046114980151
25,RGCC,0.7358856938209235,SI:CH211-234C11.3,0.5190643790148198,SI:DKEY-19C16.12,0.5205884377866923,ITSN2B,0.5089603963853465,DDX4,0.6179691916149942,PGAM1A,0.5927797579310832,LPAR2B,0.5765778751007719
26,PCNT,0.7350277752540599,PERP,0.5133266756316309,IPO9,0.5191905956457528,H2AFX,0.5064539366118411,RFC4,0.6152719086569008,ARHGEF10LB,0.5910817487007638,PRR12A,0.5764520282711558
27,UBAP2B,0.7337944116906276,ASPM,0.5127020549268115,CHD7,0.5190610226079727,TCF3B,0.5051407506743646,RPS27.2,0.6136914928654548,PPL,0.580685410635644,CR388042.3,0.5752579560587968
28,SI:DKEY-206L1.3,0.731680342775927,LPCAT4,0.5036584602180847,APOC1,0.5180432272372582,CU570684.4,0.5043600512205487,MKI67,0.6127187983973135,ASPM,0.5773460484892492,LRP6,0.5688416898709716
29,SI:CH211-212K5.1,0.7316790384718783,FAM13A,0.49958537492126165,RBMS2B,0.5171631912733745,FAM13A,0.5003864694023878,SDC3,0.6058456710980064,DCTN4,0.5762459017382019,SI:CH211-171H4.5,0.5645090960432189
