,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7
18,LAMA1,0.6408388747946666,ZBTB33,0.5384499783027304,SI:DKEY-19C16.12,0.5451198254502866,LFNG,0.5805004741600498,SIN3AB,0.5336878288537824,GRB7,0.6193864098617399,SI:CH211-185A18.2,0.6428636065229597,ATXN7L2A,0.6707446231645344
19,CYR61L2,0.6402609810815475,SI:CH211-130H14.6,0.5336316087692615,CDK13,0.5448908069580387,CPE,0.5792042999053364,LAMB1A,0.5223479501576268,THEMIS2,0.618214604601869,SI:ZFOS-44A5.1,0.6410259278901126,SULT6B1,0.6703302115684053
20,CR318603.2,0.6388396848082583,SI:CH211-234C11.3,0.5306818922938696,BZW1A,0.5430301028531888,KLF2B,0.5791290802775144,HMGA1B,0.5152988158932006,GBP3,0.617973323965686,DDX4,0.6329339890763813,LAMB1A,0.6605025652984949
21,HIF1AL,0.6372714613817158,HAS2,0.5219562427829176,SFT2D1,0.5415699797451332,SI:CH211-171H4.5,0.5764906793652727,AKAP17A,0.5150440637683484,ZGC:64022,0.6112767604520112,SI:CH211-113A14.8,0.6253732374466652,SI:DKEY-193H7.5,0.6564409838643729
22,CHD7,0.6294249425489971,ZGC:193505,0.5209052263777711,PTGS2B,0.5381091643045958,PLEKHD1,0.5748700485123112,SI:CH211-235I11.3,0.5129600811541195,ANKRD12,0.5924169891773351,HMGB3A,0.6181650476156935,POLA1,0.6530664325359974
23,SI:DKEY-261L7.2,0.6181755902529972,UBN2A,0.5195652697745503,CLDNB,0.5374619109246037,POLR2A,0.573787269677613,MID1IP1A,0.510830847634403,SCARNA6,0.5833338752368978,POLA1,0.6170905224940775,ZAR1L,0.6514039009420715
24,ADIPOR2,0.6178832919838854,CYT1,0.5181202247718919,SI:CH211-69B7.6,0.5323100282921058,JAKMIP2,0.5665768156115422,TAOK1A,0.5106058952067123,SI:DKEY-269O24.6,0.58168747373952,RPS27.2,0.6122622571839496,SI:CH211-168H21.2,0.6479957683673686
25,CHD8,0.6162785515109471,TOP1,0.50997910239347,ZGC:193505,0.5260065565948012,PRR12A,0.5654216522602877,H2AFX,0.509129557182836,SPTBN1,0.5728896565199754,MED13A,0.6119769681241567,SI:DKEY-87O1.2,0.6426543020071577
26,POLR2A,0.6139425060856546,ASPM,0.5057830160278243,SI:DKEY-234I14.20,0.5258243285644753,CR388042.3,0.5642951834877253,CU570684.4,0.508738241433772,KRT97,0.5676597518781189,MKI67,0.6089593026546349,ALDH9A1A.2,0.6417210699575712
27,KDM2AB,0.6138077217118229,IGF2BP1,0.5041406508997571,GRA,0.5250247120866377,LPCAT4,0.563047426250825,KCNK4,0.508627755242735,DCTN4,0.5668603840646128,CR361561.2,0.6084340508046238,RPAIN,0.6371664875749493
28,LPAR2B,0.6123154280966312,DPP3,0.5017096825759537,IPO9,0.522608622099667,SI:DKEYP-75B4.7,0.5535979266506865,SI:CH211-276A17.5,0.5080795455461413,SIN3AB,0.5634996511761299,SDC3,0.6079773414847597,PPIG,0.6322475157424713
29,SI:CH211-125O16.4,0.6100856691462869,ITSN2B,0.49548485698525424,NEU3.3,0.5224406874383947,CYT1L,0.549426724579227,NDUFA6,0.5062361039924519,SI:DKEYP-3B12.7,0.5620413543924953,RFC4,0.606941712099447,SI:CH211-221J21.3,0.6295425575743712
