,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
15,POLR2A,0.5828238275059935,VENT,0.48465154760943624,ZGC:112977,0.5365998074285215,DRL,0.5037368102611063,NCALDA,0.5668251398242867,LSM8,0.6268631791080223,CABZ01066717.2,0.5858754678577283,ZNF1064,0.500400149728372,ZNF1065,0.5775662891094995,VLDLR,0.5451694223759459,PERP,0.590763980031166,CASP6,0.5811708508303577,ZEB1A,0.548900888129597,NCKAP5L,0.5965990067028482
16,CLEC3B,0.5778047022512772,CABZ01001464.1,0.47134938913049074,ZBTB33,0.5350984040289314,NDUFB4,0.5015501965701032,GMDS,0.5576001513340954,SI:DKEY-149I7.2,0.6181030200526542,TOP1,0.5834885492618773,NDUFB8,0.49485916129982543,ITSN2B,0.5774380212085026,ZGC:173587,0.5405580140060164,MAP3K4,0.5788605762856829,SLC35E1,0.5809959473960278,KLHL8,0.5484534436119723,LRP6,0.5857943866592323
17,SI:CH211-53F16.1,0.5765187161627587,SI:DKEYP-75B4.7,0.46930321444311185,SI:CH211-166A6.5,0.5336223322996931,RRBP1B,0.4944666546819215,ZNF1063,0.5478264254253886,PPIAB,0.6106886980165455,TMEM131,0.5834279590179272,ENSDART00000172356,0.49455067243002415,HMGA1B,0.5691995943574107,SI:DKEY-23A13.15,0.5377189719475214,FAM134C,0.5720195683922331,FOXD5,0.5760170284464423,APLNRA,0.5476209680313654,CSF1RB,0.5812902304466586
18,CLDN11B,0.5702508349342155,CERS2B,0.466880938170377,ATXN7L2A,0.532764214476475,MID1IP1A,0.49155726595352656,SI:DKEY-43F9.4,0.5378454249385484,TNFAIP8L2A,0.6089258459113782,CABZ01001464.1,0.5794334015389071,FTR90,0.49245441606382273,KRT18,0.5641992597248913,SI:DKEY-261J4.3,0.5330687520213973,SUCO,0.5598549801118354,LPCAT4,0.5747371235662383,RASGEF1BA,0.5448861328093153,MAL,0.5777612420305795
19,NFKBIL1,0.5674470135837729,SI:DKEY-54J5.2,0.4609190671562672,BX511215.1,0.5198087583514679,EXD3,0.4894719325165302,TCF3B,0.5370959129810348,ITSN2B,0.6032772124264095,ATP6V1G1,0.5759194586971168,MAP3K1,0.4910683616543346,BX323023.2,0.5546244638571436,FTR76,0.5323911228032362,CR391944.1,0.5577893578201972,SLC44A1B,0.5716558454989782,SP5L,0.5381420519643829,PRRC2A,0.5753548860500622
20,LSM14B,0.563012433363557,MAP2,0.45939925063490117,PSMD10,0.5043694631919289,XRN1,0.48655881396143075,SKA2,0.5313536934647984,KRT4,0.6010063202221043,ZNF1031,0.5665648141726916,CNR1,0.48888950622321514,ZCCHC7,0.5505628653954622,ZNF1057,0.5323875886725439,ZGC:193505,0.550646924584416,KDM2AB,0.5698620838142479,BMP4,0.5378916400376432,SI:CH211-103E16.4,0.55326382638192
21,RALBP1,0.5617334429902591,SOX2,0.4550949857264418,PCDH1B,0.4994968475834466,KRT97,0.48428241148106127,FUBP1,0.5270308644688714,SI:DKEY-188I13.8,0.5796831436281875,RRBP1B,0.5593285050211823,ZGC:101000,0.48831036340601097,POLA1,0.5480233101213406,CNNM1,0.5315188078686001,SI:DKEY-48G21.5,0.5467053005078794,CC2D2A,0.5612441539041366,SI:CH211-269I23.2,0.5374107992050122,CAPN9,0.5530122511944529
22,LFNG,0.5538897776897098,VPS13A,0.4518790743340066,HIST2H3C,0.49374820526537594,PALLD,0.4821624020377554,GLT8D1,0.5264201374834995,KRT5,0.5740166349370452,GBGT1L4,0.5575630692237025,UHRF1,0.4837157762255811,MUL1A,0.5322767709079762,JAG1B,0.5275272262420179,GBP3,0.5436835144212011,PRPF8,0.5523197719235559,NDUFA6,0.5364613625774394,PHYHIP,0.5457306914322917
23,KRT5,0.5505212529544314,PRICKLE1A,0.44226544076376045,SLBP2,0.4793643148427647,CLUHA,0.4747473850856178,FTR36,0.5255903082372965,SI:DKEY-23A13.15,0.5669132794875874,ZGC:173587,0.5535678664746647,TP53INP1,0.48084747147612994,ZIC3,0.5230629038080364,SI:CH211-157C3.4,0.5258992990645276,SI:CH1073-205C8.3,0.535271761464861,SI:DKEY-7J22.4,0.538359936786387,UPK1A,0.535485019962858,TPBGA,0.5447611786578013
24,TDRD7A,0.5407800201060862,PRICKLE1B,0.43909081876335526,SI:CH211-160O17.6,0.47117552648922295,SUPT4H1,0.47272475841420847,SI:DKEY-58J15.10,0.5245937926103407,PPL,0.5607873177368253,CHD8,0.548665054802299,PEX1,0.47528235215375847,ARHGEF10LB,0.520714039912515,SI:CH73-167F18.3,0.5255913366854744,SETD2,0.53470353270149,MORC2,0.5357039907546427,SI:CH211-157C3.4,0.5338576959465776,GDF3,0.544141361957538
25,ARPC3,0.5392333770094802,PRPF8,0.4368671103067322,KLHL8,0.4674516234068448,CNOT1,0.47206236127072215,PGGT1B,0.5238585633772892,ZNF1035,0.5586132944243467,KCNK4,0.5484111294937716,ZGC:173705,0.4684647315438245,SNX11,0.5149187648875372,ZGC:112255,0.5176957415015346,VAT1,0.5289796426438036,SI:RP71-45K5.2,0.5344446494946622,MCM6,0.5307763263553982,ZGC:173856,0.5432272240707318
26,FTR82,0.5302106060398679,GADD45GB.1,0.43453340854301215,SI:DKEY-108K21.27,0.4648235963554914,HIRIP3,0.47072668456067573,TMEM110,0.5196584625711944,SI:CH211-113A14.26,0.5577574516540159,PLEKHF1,0.5442032861870015,EPPK1,0.46743993950750384,ADIPOR2,0.5141439891780137,TA,0.5170810573678272,EPS8L1,0.527062576313312,DEGS2,0.5255375753724967,SI:DKEY-14O1.14,0.5296712320138979,PLEKHF1,0.5412648174414436
27,SI:DKEY-108K21.17,0.5290759783441732,ZGC:91890,0.4323495209535742,BX324155.1,0.46295024311262345,RASGEF1BA,0.4693280759641455,CABZ01009880.1,0.519546612936163,ZGC:174888,0.557081025946453,LAMB1A,0.5440968594407575,RNF213,0.4596676056784854,ENSDART00000129497,0.5124750632606302,CABZ01111915.1,0.5157088251951988,SI:DKEY-95P16.2,0.5262808536675568,CNOT4B,0.5215828716053335,SI:CH211-130H14.6,0.5266840157444964,HSP90AA1.2,0.5406745074530436
28,SI:CH211-242H13.4,0.5285410184061649,LSM8,0.4322561412238287,PDCL3,0.46011108004442774,SLC25A51B,0.4682783480250878,COPZ2,0.5193874091614402,KLF17,0.5475067613081479,ZEB1A,0.5389514932707237,ZNF986,0.4580638828945931,HSPE1,0.5032403624508578,SPTBN1,0.5116102502490947,SI:CH1073-80I24.3,0.5260172507688771,CLINT1A,0.5206617509416775,UBN2A,0.5246061497939587,FKBP7,0.5397046098691294
29,EGLN3,0.5269494512657327,ZGC:101000,0.43162099281545946,FOXD5,0.45991739670228704,SESN3,0.46653314716891525,SI:CH211-234C11.3,0.5191868634407115,CDKN1BB,0.5452948846515812,SI:CH73-110P20.1,0.5387340699791948,MMP17B,0.4574967467481009,MYCN,0.5028994907327711,ATG2A,0.5103717390689222,SI:CH211-241E1.5,0.525611697045017,SLC38A5B,0.5205685114249219,ATP1B3A,0.5199754203962715,ZGC:162969,0.5327887375391681
