,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18,Module 19,Weights 19
14,SZL,0.8401519684779004,GPRC5BB,1.5940420088532639,SI:DKEYP-67A8.4,1.1851689310988693,IM:7138239,1.15930045801482,CT573263.1,0.5831356832130445,CLDND,0.6701631056523855,TMEM258,0.697935321190574,NOTO,0.8044663150456253,SI:DKEY-108K21.21,0.8945291087593271,NR0B2A,0.5686100611845741,HIST1H4D,0.7398845929255162,EXO5,0.7518064756355759,RAB34B,0.8568690409277487,FGF17,0.5718638633581236,HSP70L,0.5407677330006869,BOKB,0.7073192236657603,SI:CH211-269I23.2,0.568452540369521,JAG1B,0.830305787010438,SI:CH1073-416D2.4,0.5360613144754045,RBBP8NL,0.5800791082556795
15,SFRP1A,0.8362783215540603,PON1,1.4635857808943173,CLDNB,1.1671638171981675,VED,1.156116975880056,RHEBL1,0.5813331662735324,SI:DKEY-13M3.1,0.6543555476733888,U1,0.6932438268846748,FOXD5,0.8030296026521331,SI:DKEY-108K21.27,0.8858018721728785,IDE,0.5648674321814138,GBGT1L4,0.6858129919781127,SLC4A2A,0.7386574859217316,SI:CH73-1A9.3,0.8318123510921863,SI:DKEYP-117H8.4,0.559165104366584,SI:DKEY-11O15.10,0.5364910329218865,BMI1B,0.6892343207819799,CNNM1,0.5610247020026461,KCNK4,0.8285739296781552,FOXI1,0.535030539038617,CNNM1,0.5746602630141107
16,FGFR4,0.8356348885909434,KLHL22,1.3529307484700936,FA2H,1.163728408641626,SP5L,1.118167921189933,ZNF1125,0.5813118219316483,RND1L,0.6501341775021151,UQCRH,0.6911254263673866,FOXB1A,0.7968264736323171,SI:CH211-113A14.25,0.8784397541818901,SI:DKEY-7J22.4,0.5631720327024636,BX324216.1,0.6260868526421182,IGF2A,0.7275174716700428,WEE2,0.8256922144567692,TARS2,0.5547076823561168,SI:RP71-45K5.2,0.53189068240024,TRIM35-29,0.6861007395167817,ZNF644B,0.5541118271406428,SI:CH211-171H4.5,0.8259907601637367,LEF1,0.5160783348045095,KLHL22,0.5743843176631762
17,BMP2B,0.8323975424286602,CABZ01001464.1,1.3243095020291535,MGLL,1.1484424471441446,ZIC2A,1.0905769219669195,BIRC5B,0.5797801896965107,SFRP1A,0.6338621517207316,RPL35,0.6904126315237864,EFNB2A,0.7792324310705588,ZGC:163040,0.8676396894492131,SLC3A2B,0.5540669644560774,SI:DKEY-13M3.1,0.5989035871932871,E2F7,0.7048523499686882,SI:DKEY-16M19.4,0.8203728093097612,CECR1A,0.5536094106841661,ERCC8,0.5312686005888938,CHD6,0.6803242878796498,ESRP1,0.5463602544103846,ARID3A,0.810076506392567,OTUD4,0.5115635606271518,KCTD5,0.5663284087786169
18,PCDH18B,0.830098933193631,HUWE1,1.3105965651797746,ZGC:193505,1.1464949440938583,ATP1B3A,1.0715696729331647,PGAM1A,0.57689894864994,SI:CH73-240M14.2,0.6336215813138211,EGFRA,0.690250004894962,EPHA2A,0.7624040864480467,SI:CH211-113A14.15,0.8618864938174937,SI:DKEY-47K16.4,0.5504533450450227,SI:DKEY-146C18.5,0.5968145435588853,SI:DKEY-204L11.1,0.7016209519460042,SI:CH211-105D18.7,0.8095726255789375,KLF17,0.5478184125784998,ZNF1060,0.527942730705635,ANKRD12,0.6746150262742432,SI:DKEY-234L24.10,0.5454012111624301,CPE,0.7992099249652973,TM4SF19,0.5109658193982125,NFKBIL1,0.5612206337021052
19,SOX3,0.808079475013536,SI:CH211-241E1.5,1.2766535493191595,FUT9B,1.140569960703171,NHSL1B,1.0708728161602197,SI:RP71-45K5.2,0.5751823194724548,ITSN2B,0.6282388075420783,OTUD4,0.6825970697004068,OTX1A,0.7584609001010933,SI:CH211-195B11.4,0.8485968755370638,ZGC:92287,0.5482585571663391,CA9,0.5872780627230069,SI:CH211-239D6.2,0.6922480626168739,RAC1A,0.808494521948121,B3GNT8,0.545314016297597,TAOK3A,0.5275573160046773,WDR62,0.6713995409703651,ZGC:91849,0.5341757538757493,NCOA7,0.7935925286252102,IRF2BPL,0.5100821303031885,ZGC:171775,0.5602612727177604
20,SI:CH211-170D8.2,0.7873064801363274,SETD2,1.244576419429218,ZNF185,1.1354885864806104,HER1,1.056922683154787,SI:CH211-190K17.31,0.574584660387493,GOLGA4,0.6248548743664755,RPS17,0.6770932844067632,FZD8A,0.7524523931094276,SI:DKEY-108K21.17,0.8446771440670159,ZNF999,0.5475901845345806,SI:CH211-113A14.26,0.5793541750107004,PLEKHN1,0.6876288580306558,CDKN1BB,0.8013658661627533,DUSP4,0.5368760980691855,FHDC3,0.5223284838710086,DAZL,0.6625691495389823,PPL,0.5336961009711206,GBP3,0.7918173581031659,HUWE1,0.5091906677019253,OVOL1,0.5595879863179615
21,FZD7A,0.7836957187294983,CYR61L2,1.2334425808310345,FTR82,1.1119702747754023,PRICKLE1B,1.054684124748044,CLDN11B,0.5728422347774986,ZGC:173742,0.6230791482864904,SI:DKEY-151G10.6,0.6769786586306774,CST3,0.7156068771215441,MAP3K1,0.8287697725824622,BX640584.2,0.5454945843857556,BX511215.1,0.5676216817548726,ISG15,0.685001760363651,SI:CH211-267E7.11,0.7901061034673127,FTR82,0.5365708148975538,CLDND,0.5212161571981753,NEK2,0.6216245881491556,TRIM25L,0.5332944466765094,NRXN1B,0.776329860005765,PGAP1,0.506602600937518,SI:DKEY-234L24.10,0.5331230981195316
22,SI:DKEY-221L21.2,0.7804593522452332,MLXIP,1.2049964850996413,FTR83,1.1103317700967108,HES6,1.014623562930554,ZGC:77112,0.5552118165448177,IFI30,0.621924251753511,RPL28,0.6712532274478786,TIAM1B,0.7076843232908551,SI:DKEY-261M9.12,0.827386752446968,TMEM205,0.544847240588061,TDRD15,0.5639976975167789,BCL3,0.6768529468553031,SRSF1A,0.7895797371236669,ANKRD16,0.5360039876399744,SLC25A25A,0.5173688776195545,COIL,0.6198244390295851,UPK1A,0.5297656722211964,TRIM45,0.7706228747394377,SI:RP71-62I8.3,0.505968786155329,SI:CH73-195I19.3,0.5311530750239429
23,TIAM1B,0.7656976909717931,SI:DKEYP-79B7.4,1.1712589428673643,ZGC:153911,1.1055505073153087,ARL4AB,1.0002704355445016,DNMT3BB.1,0.5535373368454328,BLF,0.6186526689740833,GTF2H5,0.6708916798643776,FGFR4,0.6987738035581174,SI:DKEY-97L11.1,0.8196565585765964,SI:DKEYP-114G9.1,0.5434055803110082,ZNF985,0.555549712901176,LNX1,0.6679776674019033,ZNF986,0.7868742169541928,ELP4,0.5358933205613575,BTG4,0.512000378333283,MYCLB,0.6191901547556243,SI:DKEY-28A3.2,0.5293703995424357,GRB7,0.7578478055074528,HSD17B2,0.5018018187775496,SCOCB,0.5245862632546492
24,ADD3B,0.7631000273474411,NRXN1B,1.1604535901399262,STARD14,1.0889439428776857,MSX3,0.9988048796517982,ZNF981,0.5422011715753894,MAP7,0.6168373233888277,LYRM2,0.6685958582458568,RASGEF1BA,0.6930863484157092,SI:DKEY-261M9.19,0.8087941771545158,CABZ01002768.2,0.5403287314957681,SI:CH211-113A14.18,0.5502174782564629,SNX11,0.6627218583817236,ENSDART00000133990,0.7858183463775055,PALLD,0.5297162984130898,NPLOC4,0.510878521146127,ZGC:158852,0.6181205284541411,ALDH9A1A.2,0.5280788824769451,BAALC,0.7576248431348893,SI:CH1073-205C8.3,0.5011220180588103,CLINT1A,0.5226894792317519
25,SI:CH1073-80I24.3,0.757259027204515,POLR2A,1.1409406770365254,CYT1,1.0861059039685381,SZL,0.9933646134241335,NDRG3B,0.5411181797422162,SI:DKEY-13I19.8,0.6097191578700696,SI:CH211-117M22.2,0.6661330090043183,AMOTL2A,0.6806848045848672,SI:CH73-36P18.3,0.7985853442971776,SOX32,0.5378489515748243,SI:DKEYP-115E12.6,0.5486528177046522,RGS20,0.6318321053140522,PRMT1,0.7631244284483145,ZNRF2,0.5271546497043387,ZNF1031,0.5101165782402675,VAT1,0.6111748093125849,GBP3,0.5259955391686632,CNNM1,0.7478104797181269,SI:CH211-209J10.5,0.5000040043462608,SI:CH211-160O17.6,0.5195095026117584
26,RND1L,0.7544060990155099,PCNT,1.127906679416865,GRHL3,1.0787348888077868,SI:DKEY-27I16.2,0.9866850982489022,IDE,0.538578120529188,DRL,0.6085756569209144,PHF5A,0.6647402000971171,PKDCCB,0.6804433895802589,SI:DKEY-23A13.4,0.7854082869541716,SI:DKEY-30F3.2,0.5364631426412934,SI:DKEYP-14F10.3,0.5482222197365602,GADD45AA,0.6052247229228578,ZGC:91910,0.7618555324118637,AK4,0.5251898129852125,CTH1,0.5064382009028017,FHDC3,0.605531999115221,CABZ01064859.1,0.5205609932875803,SCOCB,0.7379811352067556,CYP4T8,0.49547885655540674,CABZ01064859.1,0.5193255875513992
27,MID1IP1B,0.7542471955159135,CR318603.2,1.1193935377341393,CYT1L,1.077977683280577,LAMB1A,0.9836509095365328,SI:DKEY-1D7.3,0.5369801363228915,ZNF644B,0.5972773848266063,SI:DKEY-108K21.27,0.6627054032933598,MIDN,0.6796489859895075,SI:DKEY-108K21.26,0.7852562844286947,ASB11,0.5342062588359175,RAB35,0.5447583798952509,RASL11B,0.5882292600058839,MCL1B,0.7507146861119572,SI:DKEY-1D7.3,0.5198955312311994,MAP7,0.5038987185456504,CLDNG,0.6050818327599168,RHD,0.5173634804712945,CABZ01009880.1,0.7356425380873546,APOC1,0.48620613475366065,DIABLOA,0.5169235637721784
28,CITED4B,0.7533738983795776,SI:CH211-168H21.2,1.1034062317018989,CLDNF,1.0755520947175528,VENT,0.9322311490870774,BX511215.1,0.5329069120332686,SI:DKEY-122C11.4,0.5965165726452201,RPL11,0.6619787388007603,NET1,0.666302633937827,SI:DKEY-188I13.8,0.7840373749191009,CR450785.2,0.5314227130752253,SI:DKEY-108K21.21,0.5436277893443618,SI:DKEY-117J14.6,0.5702234503283405,SI:DKEY-54J5.2,0.7479274175586598,SI:CH1073-205C8.3,0.5184360428352807,CLDNG,0.5028972893324603,LSM4,0.5962631824079373,TMEM8C,0.5094255013494011,NFKBIL1,0.7306653214467443,SI:CH211-113A14.10,0.48411318168554246,EPPK1,0.5141902226206636
29,KLF2B,0.7533692230391479,ZNF1068,1.1032854832183043,KLF17,1.0717508427467126,ADGRL2A,0.9291189500630952,CR391944.1,0.5306714064528623,SI:DKEY-261J4.4,0.5927244134156845,SI:CH211-113A14.10,0.6616853680629595,PPIAB,0.655162596846497,DDX3B,0.7818374966120187,ZNF1031,0.5312041899054489,P4HB,0.5376552788181342,ZGC:92360,0.56488865652216,HNRNPK,0.7476243894963671,TDRD7A,0.5069189816708923,GTF3AB,0.5028253192458756,SEPSECS,0.5933450999341999,RAB35,0.507107623743673,HCK,0.7225454170158047,ASIC1A,0.4824304237986484,ANO9A,0.508743297249399
