,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18
10,NR0B2A,0.5889090425468385,DIABLOA,1.6909006364290655,KRT8,1.2368953981486701,GBX1,1.2994682978960097,ICE1,0.7864698566224902,CPN1,0.7086929427124773,RPL27,0.7389515838370202,GSC,0.7855056118061186,TM4SF19,0.8508183481442473,PHYHIP,0.8380075346400598,SI:DKEY-108K21.14,0.8235319129523757,CASP8,0.8500487329124977,POLR3GLA,0.8097236732843605,WDTC1,0.5923486556006634,UGCG,0.5520618061225113,SI:DKEY-199M13.4,0.636410697314161,ZNF185,0.6170271061712755,NME2A,0.6834759158693976,BX000364.1,0.6342373309396399
11,SI:DKEY-56M15.3,0.5793232777371699,HNRNPA0B,1.6346593305249908,SI:CH211-125O16.4,1.2228599489334329,ZNF503,1.2171453716245866,KLF2B,0.7703030816162943,TSR2,0.7018944223634419,SI:CH211-194E1.8,0.7301595774749288,SP5L,0.7309097920975077,SI:DKEY-261M9.12,0.842369637725916,JAG1B,0.8321715151443886,HIST1H4D,0.7860635356615641,SESN1,0.8095451118775654,CRABP2B,0.8087610307064377,ZGC:113425,0.578397745383337,SI:RP71-45K5.2,0.5453573001579167,ZNF1063,0.6213378727654321,CPE,0.6075089044904799,ZGC:171775,0.6534595060817595,ULK1B,0.6203011131697387
12,SLC7A8A,0.5787097749086247,ZGC:173587,1.6345516686093584,EPS8L1,1.2184121197566242,DLD,1.1516556851537378,SI:DKEY-11O15.10,0.7685736705341637,SI:CH1073-190K2.1,0.6959701028232538,EGFRA,0.7112881723056442,ZEB1A,0.7153398813408385,SI:CH211-113A14.15,0.8413009434516404,GBP3,0.8259312828386562,SI:CH1073-159D7.7,0.7504337173792195,CDKN1A,0.7804645674908115,SLC38A3B,0.806309947859493,METTL22,0.5749379096175248,ZNF1060,0.5395344522508312,ZGC:173702,0.61911156474202,VPS13A,0.5858228438206565,KLHL22,0.6524703114365866,SI:CH211-113A14.26,0.6127250727119883
13,IDE,0.5779012607093795,NME2A,1.5655961637312659,CLDN23,1.2026433457417078,IM:7138239,1.1250318391341532,SKA2,0.7592802809593198,ZGC:173742,0.6910987083228994,UQCRH,0.7047246767100919,FZD8A,0.7103093657541965,ZGC:173652,0.8380698341329098,SI:DKEY-186O21.1,0.8232745437381684,P4HB,0.7117685669256408,ZGC:64022,0.7801403228961317,SI:CH73-1A9.3,0.8058829297909849,SI:DKEY-93M18.3,0.5665568175972133,ZNF1031,0.5246016259764008,BX324179.3,0.6190080776105663,SI:CH211-217K17.9,0.5684746163428347,RBBP8NL,0.6364334206151718,FP236812.1,0.5933846564141609
14,BX324155.1,0.5765134608259053,GPRC5BB,1.546490776053989,CLDNB,1.18497736186063,APOC1,1.0993420250596913,BOKB,0.7553608585497088,VGLL4L,0.6867440938482815,SI:CH211-113A14.16,0.7016427584552353,KIF26AB,0.7087595598235659,SI:DKEYP-3B12.12,0.8320347482101431,KCNK4,0.8174504830767778,TRIM105,0.6743229324907837,EXO5,0.7261041893141322,APOEB,0.8044400201001379,FGF17,0.5586976556749644,ERCC8,0.5225173657850981,RHEBL1,0.6169660905909845,ZNF644B,0.560235997282197,SI:CH211-276A17.5,0.6348133029856188,WDR77,0.5670660635501691
15,ZNF999,0.5750013306695138,PON1,1.393360298312695,SI:DKEYP-67A8.4,1.164511170203682,ZIC2A,1.074706366740374,BMI1B,0.7212821328190547,CLDND,0.6845186346274462,SI:CH211-117M22.2,0.6972420794352012,SOX2,0.6918327036118864,FP236812.1,0.8301645729408677,FTR36,0.7988392322739103,SI:DKEY-261M9.11,0.6532587999510003,SLC4A2A,0.706852914189954,ALDOB,0.7982248805743913,TARS2,0.5573506201802921,GDF3,0.5222167766304742,SI:CH211-190K17.31,0.6162857478719774,CNNM1,0.5565704193777528,SI:CH73-195I19.3,0.6322745193683599,BMP4,0.5555845949087818
16,CABZ01002768.2,0.5735138950765684,HUWE1,1.3002419522137074,FA2H,1.1560224244745105,ATP1B3A,1.0546606823657159,TRIM35-29,0.7175690251378586,SI:DKEY-13I19.8,0.678006241979902,RPL39,0.6971049041413921,TDGF1,0.6849184116905975,ZGC:171759,0.8294852682984482,ARID3A,0.7972172604611812,GBGT1L4,0.6232673053117809,SNX11,0.6891724168221006,MAP2K6,0.7893166194239906,CECR1A,0.5558666060857259,HSP70L,0.5208628892798978,RPAIN,0.6068691091329862,GBP3,0.5532806152557663,ANO9A,0.6148372807706513,HUWE1,0.5258247734494818
17,AFP4,0.5676940769922484,CABZ01001464.1,1.2794397568540377,ZGC:193505,1.1433565544047022,VED,1.0515332448819548,WDR62,0.700829424586439,PRKRIP1,0.6772291118880532,TMEM258,0.6924483633148073,PRDM14,0.6653183174166105,SI:DKEY-108K21.17,0.8256556909074684,SI:CH211-171H4.5,0.7851624002765114,SI:CH211-113A14.26,0.6203327340137915,IGF2A,0.6766219143825474,SNRPD2,0.77883529455964,FTR82,0.5553230868497725,TULP3,0.519385478129763,CT573263.1,0.6008753121597068,SI:DKEY-234L24.10,0.542896038167668,SI:DKEY-234L24.10,0.6134767970754614,SI:CH211-113A14.10,0.5234527304714358
18,BX640584.2,0.5676531212560244,KLHL22,1.211544292225619,MGLL,1.1421024138698266,NHSL1B,1.0513271812008194,CHD6,0.6970117192339678,IFI30,0.6690296372539498,RPL35,0.6878924881329509,OTX1A,0.6287711611950779,SI:DKEY-188I13.8,0.8235225336084738,TNFAIP8L2A,0.7817081290636337,BX324216.1,0.6148229405356974,SI:DKEY-204L11.1,0.6759124061734549,PFKFB4B,0.7744881677909511,SI:DKEYP-117H8.4,0.548720979858031,SLC25A25A,0.50466404242457,SI:RP71-45K5.2,0.5946549167490686,PTPRFB,0.5408115611599703,ADAM15,0.6105039373469257,NET1,0.5183956979468108
19,SLC3A2B,0.5625609335085114,SETD2,1.1923406852104586,FUT9B,1.1267428825252868,SP5L,1.0476872524878669,ANKRD12,0.6674544402699581,ATP5B,0.6684579344942638,SI:CH211-113A14.10,0.6800912557987223,NET1,0.6274569141119682,SI:CH73-36P18.3,0.8190628030569708,CPE,0.7808329564339602,SI:DKEY-108K21.12,0.6018953902595249,E2F7,0.6705399617347323,SI:CH211-170D8.2,0.7732230640391543,ZNRF2,0.5333998281162661,SI:DKEY-221L21.2,0.5026346736919586,SI:CH211-197H24.9,0.5812628321819929,ESRP1,0.5408057683178726,OVOL1,0.6093300597490198,HSD17B2,0.5173544340970397
20,ASB11,0.5562950991429587,SI:CH211-241E1.5,1.188483766268435,ZNF185,1.1265033521756067,HES6,1.0239897345268087,ZGC:158852,0.662574857074376,FTL,0.6659411819423192,NNR,0.6798777952611752,RASGEF1BA,0.623226494052747,SI:DKEY-122C11.4,0.8077233843215067,LAMA1,0.7767519766215408,SI:DKEY-146C18.5,0.5994528502626458,SI:CH211-239D6.2,0.6664331358628227,UBA52,0.7687221344057312,ANKRD16,0.528815979478454,SI:DKEY-11O15.10,0.49620304959516054,DNMT3BB.1,0.5798878011555108,ALDH9A1A.2,0.5397638559819433,CABZ01064859.1,0.6046116267627839,HER7,0.5100795269401973
21,SI:DKEY-30F3.2,0.5546675641049227,SI:DKEYP-79B7.4,1.1699539626878177,FTR82,1.1075344701274021,PRICKLE1B,1.0061624692313986,MID1IP1L,0.6581547240805056,MKRN4,0.6657380654151076,SI:DKEY-151G10.6,0.6714057587606628,IER2,0.617291535951388,SI:DKEY-193H7.5,0.8062543142420848,TRIM45,0.7676995692816474,SI:DKEY-13M3.1,0.5856442516210874,ISG15,0.6585025818690857,SOX2,0.7565622568389381,DUSP4,0.5274968903416177,TAOK3A,0.4942256716734258,SI:DKEY-15H14.4,0.5742889197139024,SI:DKEY-28A3.2,0.53884637851231,DIABLOA,0.5932275540675035,HIST1H2BA,0.5087895409349155
22,HNRNPA0A,0.5453839842178154,PCNT,1.1460185764193345,FTR83,1.1041012032446544,HER1,0.993443139437671,NEK2,0.657013457613951,NUDT4A,0.6493614245925833,U1,0.6679746238793223,LRIG3,0.6111360001652805,CNIH4,0.8052370853159369,SCOCB,0.7673848792585185,SI:CH211-117M22.2,0.5497695312582226,BCL3,0.6583618006842514,SOX3,0.7484681908307803,ELP4,0.5270343923214522,DESI2,0.4925419680916588,SI:DKEY-1D7.3,0.5742240472506478,PPL,0.5383047943558994,FNIP1,0.5875240021457484,SI:CH1073-416D2.4,0.5086438562963531
23,SUPT4H1,0.5452385200702888,MLXIP,1.1321057276405988,ZGC:153911,1.07941562079065,MSX3,0.9688555185673655,CLDNG,0.6517868002292956,FXYD6,0.6458633250689446,LYRM2,0.6658954538443588,SESN3,0.6107951220716501,ZGC:113984,0.8039281957742693,NCOA7,0.7669522746996638,BX511215.1,0.5458643766365022,PLEKHN1,0.654487169692681,ADD3B,0.742161840625953,KLF17,0.5255062231906961,FHDC3,0.4902761078737489,NDRG3B,0.5687815956669946,SI:CH211-269I23.2,0.5376678607320821,PON1,0.5857337772632517,TM4SF19,0.5017691968975247
24,SI:DKEY-261J4.3,0.5440644213353953,SI:CH211-168H21.2,1.1218344738413224,STARD14,1.0761741737645563,ARL4AB,0.9663229197413588,MYCLB,0.6473899744101755,GTF2H5,0.6433576179595353,GTF2H5,0.6654752757250234,FAM13A,0.6094172823281557,ZGC:111868,0.8001462758603209,NFKBIL1,0.758005149854991,SI:CH73-275M14.1,0.535294567702883,LNX1,0.644215793997773,FAM78BB,0.7393689392954094,SI:DKEY-1D7.3,0.5244773826810118,CLDND,0.48849546737439914,EAF2,0.5683716455090256,ZGC:91849,0.5249997462357266,TOP1,0.5794273769262263,SPATS2,0.5010044198438515
25,SI:DKEY-221L21.2,0.5438858106285361,ZNF1068,1.1072723369738555,CYT1L,1.073561022950668,SZL,0.9313192847194434,FHDC3,0.6379341687851207,SI:CH211-147G21.5,0.6431184587404607,SI:DKEY-153M14.1,0.6648865131709296,EPHA2A,0.6027381191780945,SI:CH211-113A14.16,0.7978309784338372,NRXN1B,0.7473358697441596,MCHR2,0.53397118163836,RGS20,0.6132529788281945,TSR2,0.736881920832094,MAL,0.5237107896313445,RNF7,0.482088336519043,CR391944.1,0.5658423256931616,TRIM25L,0.5082136299774394,CR318603.2,0.5789868020038124,ASIC1A,0.5007920618890285
26,VGLL4L,0.5394078979096997,DDC,1.106972749448808,GRHL3,1.0714046978090042,LEF1,0.9205140474287665,COIL,0.6151440499406905,WEE2,0.6398226454563445,PHF5A,0.6626449455030146,AMOTL2A,0.5996767428216688,SI:CH211-212K5.1,0.7974150071620881,GRB7,0.7445098123827476,SI:DKEYP-114G9.1,0.5324108393260343,RASL11B,0.5959729692715834,RPS6,0.7224856547879307,SI:CH1073-205C8.3,0.5194907845179929,MYCN,0.48178681708231225,ZNF1125,0.5599172074783284,CABZ01064859.1,0.5075919133689495,SI:CH211-160O17.6,0.5605984809583768,SI:RP71-62I8.3,0.49834920117612935
27,CR450785.2,0.5383163171657837,ASPM,1.1044058318979761,ELOVL1A,1.065195164868738,ZNFL2A,0.9074290515866859,VAT1,0.6149722620539304,CR388042.3,0.6367962459961297,SI:CH211-7C8.2,0.65888067603623,DACT2,0.5985541069740284,SI:DKEY-108K21.14,0.7937145065531958,PKDCCB,0.7353086017115312,CA9,0.5299385009800693,GADD45AA,0.5852773121393597,SI:DKEY-56M19.5,0.7184700455060161,TDRD7A,0.5177966850868176,KAZALD2,0.4766919065320189,SI:DKEY-156K2.3,0.5587507234381103,RAB35,0.504276537675849,CNNM1,0.5569523914814183,PGAP1,0.4958985290765185
28,ZGC:92287,0.5369452995485474,ZNF1057,1.103078663825086,KLF17,1.0649296808081008,SI:DKEY-27I16.2,0.8967953541444275,SEPSECS,0.6124916578008119,SI:CH211-268B13.3,0.635647788383149,GPX4B,0.6576763416553493,HIGD1A,0.5854992141591174,SI:DKEYP-14F10.3,0.7878200914310527,CABZ01009880.1,0.7352269011063348,ZNF985,0.5295942358702677,RPS27.2,0.5802497656711485,RPS18,0.7183935029963981,PALLD,0.5162034777479739,BCL2L10,0.4762442573230584,ZAR1L,0.5555560330060015,RNF220B,0.503941469246306,CLINT1A,0.5459574957066139,OTUD4,0.49500160263281495
29,SI:DKEYP-114G9.1,0.5364376313495941,CYR61L2,1.0977721716809141,CLDNF,1.061294502335823,SI:DKEY-149I7.2,0.8954576308597142,LSM4,0.6014482501144802,RND1L,0.6334622054643951,RPL28,0.6544003419904337,ARG2,0.5764831440935252,SI:CH211-113A14.10,0.785535666307253,BAALC,0.730622316459712,SI:CH73-36P18.5,0.5214929050429246,SI:DKEY-117J14.6,0.5538830544149883,RASL11B,0.7159257444169708,B3GNT8,0.5151090635243306,ZGC:56231,0.47565033121901734,ALDOAA,0.5489952133852228,UPK1A,0.502497317583668,CHD,0.5455987384863639,LIN52,0.4946153303085789
