,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17,Module 18,Weights 18
13,SI:DKEY-261J4.3,0.5510526849637378,CYR61L2,0.4897109363637141,ZGC:158463,0.509213171698181,PAX7A,0.4956968486760431,NCOR2,0.46358421209464845,MUL1A,0.6095394028899757,DIABLOA,0.5789626981521334,KCNK4,0.567731930968303,IL6ST,0.5856902172450341,MAL,0.5809645931315855,RASSF3,0.5648297977403889,APITD1,0.5883135719207279,DDX4,0.5817298864787973,PHYHIP,0.55238777590972,CLUHA,0.544608398565626,BX546500.1,0.5501915260331088,LPCAT4,0.5894384802515201,KLHL22,0.5213111326048767,LRRC8C,0.5407816980633765
14,SI:CH211-212K5.1,0.5481655667166877,PRICKLE1A,0.4894279032875696,CAMSAP3,0.5075684651751645,BX649497.2,0.49513872426915356,DIABLOA,0.46026534789281764,TDRD7A,0.6092007318051466,PPIB,0.5749827213172841,NFKBIL1,0.5589542487428566,NCOR2,0.5764500823865676,SI:CH211-103E16.4,0.5577551424346874,SI:DKEY-238O14.7,0.5529918703923244,KLF2B,0.5827469352063045,ZNF644B,0.5618782836715481,SI:DKEYP-3B12.6,0.5445480947447182,RN7SK,0.5375233672440265,CDH2,0.5431344738448478,SFT2D1,0.5660516209083251,SI:DKEY-28A3.2,0.5185726239959765,APLNRA,0.5397674265404737
15,NET1,0.5385545670318711,WNT11,0.4797616930681876,NDUFB8,0.5069208277907623,WRN,0.4845783554698979,UHRF1,0.46019596087847314,SI:DKEY-261M9.15,0.6007148943078502,ARL13A,0.5737791418661929,FAM162A,0.5483822355846222,MLXIP,0.5723491858759617,DDT,0.545046261081658,NANOS3,0.5489208998533737,GBP3,0.5780938074969604,POLA1,0.5522375546903139,IGF2BP1,0.5422689002399379,JARID2B,0.5372177195396719,COPZ2,0.5400716726746547,HSD17B14,0.5653982442484874,EVI5B,0.5176540911605889,FGF17,0.5266827783257365
16,DZIP1,0.5331826828399305,SZL,0.47865479447669124,KCTD5,0.4970183837324186,TADA1,0.4843643109439929,TP53INP1,0.45739191219594943,CENPE,0.589057561335799,LRP6,0.5673846589583136,FHDC3,0.5447575399406276,FYNRK,0.5700334983443686,PON1,0.5435266702389641,KLHL22,0.5480071033130459,AGAP1,0.5702158288157386,SCOCB,0.5384906541483766,OTUD4,0.5397724075790085,CLEC3B,0.5362111030756149,RBBP8NL,0.5389618958523363,KDM2AB,0.555411082888508,ZNF703,0.5117490325675738,RELT,0.5207991026423956
17,PTGS2A,0.5275906218194121,HS3ST3B1B,0.4699204532273741,WDR62,0.493684293224923,SESN3,0.48390470203122293,UBP1,0.4561091095531886,SI:CH211-160O17.6,0.5883471066176704,TOB1B,0.5562897896885355,SI:DKEYP-79B7.4,0.5358608491253306,PRR12A,0.5584781913795953,TFAP2A,0.5414217766840105,GABRD,0.5461196118227687,SI:DKEY-11O15.10,0.5688742883811352,SDK1B,0.52835061087217,SI:DKEY-16P19.1,0.5370188485947742,GOLGA4,0.5357790855073554,LLGL1,0.5385607314331674,SLC38A5B,0.5545006945334288,CPE,0.5048623782076834,SI:CH211-269I23.2,0.5188476324751959
18,HS3ST3B1B,0.5033785079435263,CLINT1A,0.46845736881454786,ATXN7L2A,0.48952003177104325,GRHL3,0.4760192384154409,ECHS1,0.4521503417979513,SI:DKEY-234L24.10,0.5514689804981936,RALBP1,0.5538599914518311,MCM2,0.53394608447303,EFEMP2B,0.5490308960590781,GLT8D1,0.5409872632338772,ZNF1082,0.5409827557194509,ZGC:173587,0.5583446039207971,ZGC:193505,0.5228271911302091,STYK1,0.536875839872908,COLEC12,0.5354900431556512,ZGC:112977,0.5374804098478337,CRABP2B,0.5541804581406276,PRKAR1AA,0.4998106265756117,MLXIP,0.5145941661427034
19,FOXI1,0.497642267952672,MAP2,0.4661065188987937,TBX16,0.48891250562785055,DEGS2,0.4755473797948644,AGAP1,0.45077846692617546,SI:CH211-196H16.12,0.548578028474489,SI:CH211-217K17.9,0.5537090433568771,CABZ01093075.1,0.5303927515174155,SI:DKEY-60A16.4,0.5465357276895934,SI:DKEYP-3B12.8,0.537135457959269,CHMP5A,0.5338101622708601,BMP2B,0.5580014880531166,SI:CH211-212K5.1,0.520374529357263,SI:CH73-275M14.1,0.5361675828611445,ZGC:162969,0.5345654740551466,HSPA4A,0.5363974104973765,SI:DKEYP-14F10.3,0.5538800355039846,HNRNPA0B,0.49468228475809445,VPS72,0.5143192660538008
20,RHEBL1,0.4940361180990656,GADD45BB,0.46582916324490775,SETD2,0.4854530460236358,HIRIP3,0.47521027443041186,BMP7A,0.4496185652163236,SI:CH211-210C8.5,0.5475625958110157,CABZ01002768.2,0.5494486396075696,ATP6V1G1,0.523907230996801,SI:CH211-113A14.26,0.5418309680350492,TNKS1BP1,0.5346815148268222,SI:CH73-195I19.3,0.5323771494062599,SI:DKEY-261M9.17,0.557647066973079,PCNT,0.5093109312888023,ASPM,0.5185667094787945,ZNF1064,0.5318804108598321,MSX1B,0.532059359251235,DLD,0.5507106639180305,AK3,0.49434092215859626,ZNF999,0.514167329058788
21,NDRG1B,0.4930035569921038,POLE2,0.4615228925309481,JAKMIP2,0.4850198279634349,SLC2A12,0.475010386746682,PCNT,0.44649470613828196,MAP7,0.5283520620866055,CSF1RB,0.5345261390195005,PLEKHF1,0.5223336744250564,AKAP17A,0.5386205061009725,RYR1A,0.5285448283249614,ZGC:173587,0.5226247536378937,MAP2,0.5570670981907262,ZNF1125,0.4947394802098017,ZGC:173587,0.5175880287791975,RALBP1,0.5262030971002251,TOP1,0.5215798261258763,CASP6,0.5452056418210662,LAMA1,0.4942262393525332,SI:DKEY-93M18.3,0.5097749017925212
22,PARP6A,0.4923749596105194,CEP290,0.4578787004248254,VPS13A,0.4816332602635345,JAKMIP2,0.474456268770988,ZNF1064,0.43959693195821686,PCM1,0.5192699033300503,SI:CH73-167F18.3,0.53196271739316,WEE2,0.5190932343221012,SI:DKEY-149I7.2,0.5343423554136387,BX901974.1,0.527767693134598,PRICKLE1B,0.5223609630532082,KLF17,0.5557488424827948,SI:CH73-44M9.2,0.4872711880382689,JAG1B,0.5148340239065726,SI:DKEY-206L1.3,0.519033439116262,BMP4,0.5184663108176438,MORC2,0.536170356536499,SCO1,0.4922361483900066,ATP1B3A,0.5078593297521288
23,NEU3.3,0.4915007860461514,PRICKLE1B,0.45533025493918944,ABCA1B,0.47531687757140584,KCNK4,0.4631321312881456,CLIC3,0.4381939858840348,CNIH4,0.5164348666138604,HSD17B14,0.5318800418402407,ADIPOR2,0.5187638424193814,KLHL22,0.5279524901181571,CNOT4B,0.5241628601533088,MMP17B,0.515140202588426,SI:DKEY-188C14.4,0.5460599145068263,TMEM8C,0.48680248093680656,PRRG3,0.5095851670646756,SLC3A2B,0.509223740816695,WEE1,0.5180603523666432,HSPE1,0.5357372021773685,PCNT,0.4890688610176814,MED18,0.5032183731536382
24,SI:DKEY-261M9.19,0.48857705877779617,SI:DKEY-199K11.6,0.4402731416394969,TAOK1A,0.47493898540979873,MID1IP1A,0.4605038613675654,ACTL7A,0.43615706088942635,POLR2K,0.5158084731608058,ACER1,0.5289984593409557,LAMB1A,0.5166828885933651,ASIC1A,0.5244844660281711,SLC44A1B,0.5140229306310329,ELOVL1A,0.5014040830795365,NOTO,0.5453646392196732,SUCO,0.47605318945669395,CABZ01111915.1,0.502442393942022,SI:DKEY-186O21.1,0.5079309599325634,TAF15,0.5088592256873271,CNOT4B,0.5310788723099149,TNFAIP8L2A,0.4862311296101363,RAB35,0.5019280803583595
25,SI:DKEY-108K21.17,0.48634615615066057,GADD45GB.1,0.4363945121259445,HUWE1,0.47053660733350494,SLC44A1B,0.45916403912534587,ZGC:163040,0.4359848762259226,HUWE1,0.5090571656297257,DDC,0.522200583435789,KIF18A,0.513339780085175,NR6A1B,0.5241206362768549,KAZALD2,0.5127338539306019,CU655961.2,0.4995626224125692,CDX4,0.5424181586622264,TA,0.47038706674015807,HYOU1,0.5014927889820108,SFRP1A,0.4989965436458541,HIF1AL,0.5052100300820487,DEGS2,0.5131210842336399,POLR2A,0.48378275223209216,POLA1,0.4940066838301367
26,MCHR2,0.4843247249868021,SI:CH211-217K17.9,0.4355539797469875,SI:CH211-197H24.9,0.4676961390708989,SI:CH73-195I19.3,0.4588464097384236,PDLIM5A,0.4356111120112984,CEP350,0.507912635566331,SI:CH211-269I23.2,0.5200879864865748,UBN2A,0.513256747835603,DDIT4,0.5224182033324383,SI:CH73-275M14.1,0.5113388623579324,FUT9B,0.4987907698580894,SI:CH73-275M14.1,0.5410911297913031,PERP,0.4668185391266232,GADD45BA,0.4965882928186342,SI:CH211-103E16.4,0.49823010663821166,SI:CH73-240M14.2,0.5004574296357995,PRPSAP1,0.51173718776649,SI:DKEY-186O21.1,0.4815199056180416,KLHL8,0.4884505091491597
27,DSPA,0.48408368273415137,HIST1H4D,0.43466264069114613,PCDH1B,0.4643480082992783,EXD3,0.45675240294803543,SI:DKEY-261J4.3,0.43489962827528056,SUCO,0.5061257222783666,VPS13A,0.5150939495839373,SI:CH73-36P18.5,0.5123590732562464,TSTA3,0.5195512528228279,ANKRD30B,0.5098875697618778,SFRP1A,0.49843482029010533,CLIP4,0.5402036132656066,ACVR1L,0.46037488535383275,GTF3AB,0.49594380710502856,NEURL1AB,0.49311322757447823,CABZ01117603.1,0.497272060450124,BX901907.2,0.5056943569270625,RYR1A,0.4786175014916737,MCM6,0.4875732600469613
28,HCK,0.4833579224023155,CSF1RB,0.4334315991828019,TMEM209,0.46254290605345494,TA,0.45537220450705934,CNR1,0.4293454300964905,CABZ01001464.1,0.5051735442588111,SLC35E1,0.5134359984348207,ITSN2B,0.5091512935592748,ZNF1035,0.5186925763647593,DIP2BA,0.5075913433505652,ZGC:112977,0.4974230864441908,NDUFB4,0.5342890502262276,SI:CH73-266F23.1,0.4583152890926473,TNKS1BP1,0.4957162699082683,HNRNPA0B,0.49256182962966466,AP2A1,0.49632371026690314,ZNF1068,0.5049408637704407,SI:CH211-217K17.9,0.47616360764204235,CHD6,0.48606491642716043
29,KAT5A,0.48304787515648123,GSTO2,0.43307231953192593,ZBTB33,0.461903135918644,SZL,0.4547060125221547,SI:CH211-171H4.5,0.4286977490236932,CABZ01009880.1,0.5046909551590395,POLR2K,0.5109773612400274,ELOVL1A,0.5074590848199727,CR450785.2,0.5099478300515652,CABZ01093075.1,0.5055468327458894,ZGC:173702,0.4959353846223852,PLEKHM1,0.5313864367180506,EPHA2A,0.4576032165090654,STARD14,0.4916279816980683,CERS2A,0.49250003657037045,TMED9,0.4956236714203033,SI:DKEY-247I3.6,0.5012643044654196,NDRG1B,0.47518338573034263,C7ORF50,0.4853199803584717
