,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12
10,SI:DKEY-261M9.17,0.6377589429732762,CYR61L2,0.5063868292187766,CPE,0.5590085553602765,DDIT4,0.5369374765127557,CYR61L2,0.665593546859672,FTH1B,0.5912710646271573,PPL,0.6463212513986866,ZNF1070,0.5799018981809924,ALDH9A1A.2,0.6547283446875034,GMDS,0.6263623477388868,PTGS2B,0.6984946652048326,ZNF319,0.637924951210318,TNNI2A.2,0.6309204791271679
11,TRIM25L,0.6368744034523153,PRPF8,0.4998758569683373,LYRM1,0.5549815481667576,XRN1,0.5367543545705956,CCDC106B,0.6408463252749078,ITSN2B,0.5781092252241397,PON1,0.6435904636097393,CABZ01009880.1,0.5718511676330248,POLR2A,0.6286104304397463,ITSN2B,0.6251858647676033,SCARNA6,0.6812568630804555,KIF18A,0.632560028542475,WEE2,0.6266399042802235
12,LSM8,0.6220769274281827,CERS2B,0.49838606844846617,ABCA1B,0.549247328898987,MID1IP1A,0.5311657758589249,SI:DKEY-95P16.2,0.6214921230761284,ZNF1065,0.5757091044303833,SLC35E1,0.6385557955707127,GBP3,0.5635903938925515,MSX1B,0.6264958743149871,RYR1A,0.6210150732348505,GATA2A,0.6797453582625294,ZGC:152652,0.6285370610593328,SP5L,0.5950472843284348
13,DIABLOA,0.6183093083300214,ZIC3,0.49684342877205384,PSMD10,0.542699293052432,SLC44A1B,0.5309156518624704,PERP,0.6168998642531872,HMGA1B,0.5754776879903051,MLXIP,0.6121067905019565,EPPK1,0.5253001460528539,ZNF1082,0.6219606848843727,TA,0.618019337719203,ZNF644B,0.6639842572707652,ANKRD30B,0.6185012469324265,SI:DKEY-11O15.10,0.5917761551607991
14,ZNF703,0.6106105667503028,VENT,0.4842302519191071,CR450793.1,0.5408739620895023,SZL,0.5283322945755334,PPL,0.6166945231589561,KLHL22,0.562435691233658,DIABLOA,0.6109362264548337,ZNF1064,0.5251956933106386,GOLGA4,0.6090459892629485,CNNM1,0.5967033520229617,UTP20,0.6437349907646359,APITD1,0.6119066328093835,SI:CH211-269I23.2,0.5916107523117982
15,SI:CH211-276C2.4,0.6094678492011041,GADD45GB.1,0.483336238551327,KRT8,0.5385037159746341,LAMA1,0.5270727449017282,SUCO,0.5936434305217653,POLA1,0.5590854595528701,FGF17,0.6054286335922364,MMP17B,0.5194127825372402,ZGC:112977,0.5944391722471284,MYLK4B,0.5934822508259704,MAL,0.6333518705965255,BMP7A,0.610809211083789,SI:DKEY-122C11.4,0.5847481843015362
16,KRT96,0.5992641746885017,GADD45BB,0.4799939934222927,BX511215.1,0.5355684662163339,EXD3,0.5241015188818076,SI:CH1073-205C8.3,0.5801741537464362,MYO3A,0.5581327151864293,SI:CH73-347E22.8,0.5992095637573529,SI:DKEY-16P19.1,0.5035879944937692,ZNF1084,0.592252738168958,ATG2A,0.5925758166381819,CNOT4B,0.6285120803699198,CHD8,0.5850940705905261,WASH1,0.5784392247951737
17,ZDHHC16A,0.5879210652594332,APAF1,0.47957532656242186,ZBTB33,0.5299094944423092,HER7,0.517113180381081,MAP3K4,0.5789777652282501,PLECA,0.5563222999452246,PPIAB,0.5942505035833668,UHRF1,0.5004787524381309,TAF15,0.5653477032670209,SI:DKEY-23A13.15,0.5924492448152585,SNAI2,0.627763489289039,WEE2,0.5757670108989856,VPS72,0.5778266080456671
18,CHD7,0.5863122738324226,NME2A,0.470948451688651,ANO9,0.528165073342365,KRT97,0.5165856564963608,CR391944.1,0.5754167949314164,ZCCHC7,0.5501873475855809,NFKBIL1,0.5922947548675672,APAF1,0.49899959122394716,CPE,0.5583008206464211,SI:DKEY-261J4.3,0.5879510796144864,HSP90AA1.2,0.6024265066968839,ATP6V1G1,0.5673902993609605,LRP5,0.5773901896282426
19,GBP3,0.5855081913557372,PRICKLE1B,0.46815429497907624,CHD6,0.5266684248504688,TA,0.5054750983243638,VAT1,0.5663001405944182,KRT18,0.5469344145562106,TBX6L,0.5844810937111868,PON1,0.492625661501551,BX901907.2,0.5537046422708805,ZGC:173587,0.5690777316359253,OTUD4,0.5982557576791638,TMEM131,0.5666735185584618,RASGEF1BA,0.575018269479136
20,CLDNE,0.5814199939579375,MAP2,0.46010543309991897,ACTL7A,0.5224885725730127,BX005448.2,0.5003407316059598,SNX11,0.5651309673034408,ELOVL1A,0.5435372512399865,SI:CH211-103E16.4,0.5822693173353819,NDUFB8,0.49171300782743965,CEP350,0.5529763003367462,MAPK12B,0.5636778878263423,ZNF1057,0.5924810681042184,APAF1,0.5528780174645107,LRRC8C,0.5636732194782371
21,ZGC:163030,0.5750686538714275,POLE2,0.45800292267578274,KCTD5,0.5022063162611166,SESN3,0.4994575697913037,CLINT1A,0.5646404206310248,CLDNB,0.5420463504799977,KRCP,0.5762979009855269,MAP7,0.49102131143373756,ELOVL1A,0.550241434868891,SI:DKEY-261M9.11,0.5633968108747861,SI:CH73-275M14.1,0.591581766148698,SI:DKEYP-79B7.4,0.5511431006477241,APOC1,0.5630905397232211
22,SI:DKEY-254E13.13,0.5737825698126926,SESN3,0.4566572034094278,BX324155.1,0.5007641622369314,RRBP1B,0.49278503600818196,GBP3,0.5546095022089683,EPPK1,0.5350756300716023,LRP6,0.5746022556425607,ENSDART00000172356,0.4772699899701338,PRCC,0.550031411500609,ESRP1,0.5557334349455884,TNKS1BP1,0.5904610390220421,RRBP1B,0.548529006541715,SI:DKEY-211G8.5,0.5487862000209327
23,PDXDC1,0.5686651362074091,CLINT1A,0.4536498495789721,JAKMIP2,0.494018129832385,BX649497.2,0.48769844193219863,ZGC:193505,0.5532693718226173,MYCN,0.533576535816187,CR759907.1,0.5622105476202117,EGLN1B,0.4772546001671359,CHMP5A,0.5492256375953414,ASIC1A,0.5477102313636933,WNK4B,0.5879083263892132,DIABLOA,0.5482030962741129,CLDNG,0.5470367003114851
24,SI:CH73-46J18.5,0.5684143614623505,TRIM45,0.44035443817600395,NEDD4A,0.4922548443483018,PRKAR1AA,0.4858089400388562,FAM134C,0.5509493993891406,MUL1A,0.5285184991202068,SI:RP71-45K5.2,0.5593978471763837,SI:CH211-171H4.5,0.47449053654553947,SI:DKEY-16P19.1,0.54719227198941,EML2,0.540600835110025,SLC44A1B,0.5817824931165179,SI:CH211-53F16.1,0.548201112273474,ABCA5,0.5435326596943512
25,TIAM1B,0.5669832726161853,ADGRL2A,0.43710672970393794,ATG2A,0.4860266846709575,HIRIP3,0.48134744927374035,SETD2,0.5488431351357166,HSPE1,0.5249713798371495,HAS2,0.5483176315538345,DDC,0.47147577464595775,FA2H,0.5433297976145146,SI:DKEY-163F14.5,0.5354696780390231,GLT8D1,0.5777708772241278,PDLIM5A,0.5481484607340159,NDUFA6,0.5396082751178435
26,EPB41L2,0.5656554258579116,SOX2,0.43698250241879727,FKBP15,0.48110576032101926,SNAI2,0.48024852531717255,PARP6A,0.5444385812505372,ENSDART00000129497,0.506498425544288,TPI1A,0.5378542863278375,MAP3K1,0.4698377549273152,SI:DKEYP-67A8.4,0.5416428904617068,SI:DKEYP-79B7.4,0.5332452442696464,PAFAH1B1B,0.5695476760549963,TXLNA,0.5476021601036063,BMP4,0.5394103036972229
27,AGRP2,0.564098371167319,TRMT6,0.43627051160267644,FOXD5,0.4786357330004277,WDR77,0.47618124558627467,FAM101B,0.537957094313366,TRIM45,0.5062245714861016,SCARNA6,0.5371820271538629,CYR61L2,0.4665462125024395,IRF2BPL,0.5384404072839968,FYNRK,0.5231781322937408,PGAM1A,0.5689428290801916,ZNF1031,0.5455649682717394,AKAP17A,0.5393723027978542
28,SI:DKEYP-75B4.7,0.5596270070758078,CSF1RB,0.4358058356214467,TBX16,0.4719764673467932,GATA2A,0.47585887607850824,EPS8L1,0.5335569455876024,ZIC3,0.5041235172663219,TOP1,0.5361045860055855,ZGC:101000,0.4641870135593364,FUT9B,0.529132026412611,SLC25A51B,0.52192137705922,SI:DKEY-261L7.2,0.5676240323670777,APLNRB,0.5429016522464721,ZEB1A,0.5364999590040241
29,LSM14B,0.5592525950339406,ZGC:101000,0.43514567402277854,CAMSAP3,0.4711908220837036,KCNK4,0.4745069324912953,KLF2B,0.5311893830743751,GPRC5BB,0.5033940918203766,LYRM1,0.5340500644322799,IGF2BP1,0.45954790556116765,DAZAP2,0.5283106630142159,SI:DKEY-188I13.8,0.5195918157554174,FKBP7,0.5673878423269995,CABZ01066717.2,0.5396351058912686,SI:DKEY-63J12.4,0.5309151386225899
