,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
10,VED,0.8222445302866543,DIABLOA,1.8141138710446778,EPS8L1,1.267501296010835,GBX1,1.3215205720106402,CR450785.2,0.750543870468222,CR388042.3,0.7060511396886354,RPL35,0.7219425483007625,SESN3,0.7983904405179221,SI:CH211-113A14.16,0.885504360742291,HSD17B2,0.8770070272944821,SI:CH211-113A14.15,0.8328753268224556,TP53INP1,0.8673221641858256,NCALDA,0.8537967578901986,FGF17,0.6107733611767596,ERCC8,0.5680915596067135,KLF2B,0.7705540612864947,MIDN,0.8478612981697904,VPS13A,0.647881801730547
11,PCM1,0.820233308593215,HNRNPA0B,1.756392690894405,CLDN23,1.2503067982665061,ZNF503,1.2553415784080528,SI:DKEY-199M13.4,0.7482134495559805,EPCAM,0.7049059022751932,RPL27,0.7091155427920984,CDH2,0.779815847375562,FP236812.2,0.8852853090118239,CPE,0.8665877781175417,GBGT1L4,0.805954512285443,SESN1,0.8341801178507429,SI:CH73-1A9.3,0.8259765048961227,SLC3A2B,0.599285734563395,ZGC:56231,0.5625117081000823,OTX1B,0.7596201637100061,OTX1A,0.8376895576566704,CPE,0.6362582565530729
12,BAMBIA,0.789570887916721,NME2A,1.704356519488857,CEBPB,1.2266652415783041,APOC1,1.185688400723375,CT573263.1,0.7437164382923045,CLDND,0.7003062544076667,SI:DKEY-153M14.1,0.7087626216058123,ZEB1A,0.7768645658226542,SI:DKEY-97L11.1,0.8776716175512889,CNNM1,0.8554371545574795,TRIM105,0.7684211869062122,ZGC:64022,0.8294627207668578,BIRC5B,0.813376933612665,SLC9A8,0.5981944176813058,KAZALD2,0.5618898434266799,SI:DKEY-11O15.10,0.7560899687012518,ADD3B,0.8192553258122661,CNNM1,0.6208783852599353
13,PRKAR1AA,0.7712775011575589,ZGC:173587,1.6915627670077984,SI:CH211-125O16.4,1.2176672115191216,DLD,1.1753387203459842,SI:DKEY-47K16.4,0.7378836537906984,VGLL4L,0.6848257228066416,SLC35A4,0.7050621754347244,FZD8A,0.7486902644001873,FP236812.1,0.855811829733309,KCNK4,0.8429929148109937,SI:CH1073-159D7.7,0.7344441645070386,CDKN1A,0.8116542296611893,SI:DKEY-16M19.4,0.8092660684648375,KIF18A,0.597083768658204,ZNF1031,0.5615673048231724,SKA2,0.7442907006638019,TIAM1B,0.8049947356998115,ESRP1,0.6040008555867733
14,CRABP2B,0.7560563646089907,GPRC5BB,1.6750221923261157,CLDNB,1.2172390829921371,IM:7138239,1.168297986746025,SI:RP71-45K5.2,0.7325617305741738,SI:DKEY-13M3.1,0.6839892369655416,NNR,0.6950599558580505,RASGEF1BA,0.7451855033582878,ZGC:173652,0.8466688728667061,SI:CH211-171H4.5,0.8419366298434374,HIST1H4D,0.71458549808289,EXO5,0.7436546966962744,TSR2,0.8067011220870923,SLC7A8A,0.576191668185791,TMEM205,0.5615017689328453,BOKB,0.7407262662042717,FGFR4,0.7966124462924901,RHD,0.6014833212795809
15,VENT,0.7290058540090664,PON1,1.5000426359237375,SI:DKEYP-67A8.4,1.1716924896465495,SP5L,1.1080532678921717,NCALDA,0.7301392266279145,ZNF1125,0.6821595945187908,SI:DKEY-261M9.15,0.6894660475493236,CST3,0.7384180430118692,SI:DKEY-47K16.4,0.8425943897327813,NRXN1B,0.8395601071950243,SI:DKEY-261M9.11,0.6920506018783541,SLC4A2A,0.7424083676878691,RAB34B,0.786115502033608,METTL22,0.5730952649238767,CU655961.2,0.561027663719668,TRIM35-29,0.705342234562155,PKDCCB,0.7623189220991675,SI:DKEY-234L24.10,0.5991608015714392
16,HER7,0.7093586374096142,CABZ01001464.1,1.393755318041084,FUT9B,1.1702077585320154,NHSL1B,1.0805937765355822,SI:CH211-271G18.4,0.7244650733459223,IFI30,0.6805890955699185,LYRM2,0.6877658969675245,NET1,0.7331172588151921,OTUD4,0.8402705519850477,GBP3,0.8309295329426293,SI:DKEY-146C18.5,0.6294932001022988,IGF2A,0.7079348912768594,SI:DKEY-15H14.4,0.7700454686866915,ZGC:113425,0.56745332513913,NPLOC4,0.5564644314263514,WDR62,0.6880306514872622,IRX7,0.7587440099047632,SI:CH211-276A17.5,0.5983703084357391
17,KLF2B,0.7004937898108158,KLHL22,1.37999340868168,ZGC:193505,1.161654801418408,ZIC2A,1.0776769543533624,BX901907.2,0.71402269689591,ZGC:173742,0.6791383718918119,RPL39,0.6867135366007233,TDGF1,0.7291664942976237,SI:DKEY-108K21.27,0.8283004980771714,JAKMIP2,0.830604832829013,SI:DKEY-13M3.1,0.6218791372564626,SI:DKEY-204L11.1,0.7031042714426312,ENSDART00000133990,0.746077224873154,SI:DKEYP-117H8.4,0.5608407996285902,SI:DKEY-11O15.10,0.5532352322774402,BMI1B,0.6702985721764969,RGCC,0.7462304626646415,CABZ01064859.1,0.595275838736749
18,KIF20A,0.6957880482946646,SI:CH211-241E1.5,1.2911436240784324,MGLL,1.1602528007436226,PRICKLE1B,1.0583490488960146,BIRC5B,0.7066229521498074,NUDT4A,0.6728396618864056,SI:CH211-194E1.8,0.685730012530631,DACT2,0.7266238058601271,ZGC:163040,0.8253299682498112,GRB7,0.8217752467483544,BX511215.1,0.621853361144855,SI:CH211-239D6.2,0.6966769047958912,RAC1A,0.7438192132427652,CECR1A,0.5595816819171073,SI:RP71-45K5.2,0.5456765133349945,CHD6,0.6624153035848285,CERS2B,0.7458454900440735,PPL,0.5941991862847699
19,UBR5,0.6954921132041334,HUWE1,1.2599865239832704,GRHL3,1.1526753265960514,VED,1.0536432069354995,SI:DKEY-56M15.3,0.7053900351124632,SI:DKEY-13I19.8,0.6688130473887207,SI:DKEY-151G10.6,0.6817860151740004,TIAM1B,0.6609704510747367,SI:CH211-113A14.25,0.8248369540363237,BAALC,0.814467020594386,BX324216.1,0.604326132279768,BCL3,0.6793625549201842,CDKN1BB,0.7402357855301278,SI:DKEY-93M18.3,0.5580856058997372,TAOK3A,0.5428008918297068,ANKRD12,0.6523402090600475,SFRP1A,0.7368434800650332,TRIM25L,0.5893319824345059
20,DUSP6,0.6895929526324469,NRXN1B,1.2567598831880096,FTR82,1.1330590135035952,ATP1B3A,1.0332876885495181,THY1,0.6914137081107167,SI:CH73-240M14.2,0.6682089592459707,SI:CH211-272F15.5,0.6751908844763266,AMOTL2A,0.6563771155526632,SI:CH211-113A14.15,0.8213077064604857,NFKBIL1,0.7919726131002869,SI:CH211-113A14.26,0.6027127300675003,E2F7,0.6787721962454537,PRMT1,0.7351896059002409,FTR82,0.5575427462414551,BTG4,0.5391854151647941,MYCLB,0.6520965323956429,SP5L,0.7362298396368679,FA2H,0.5741163668360214
21,PALLD,0.6871162078781275,SETD2,1.202435278076285,ZGC:153911,1.12951871726869,HER1,1.0162935447834949,EAF2,0.6885988488152314,PRKRIP1,0.6402151934221552,SI:DKEY-108K21.27,0.6749618706414862,FAM13A,0.6440197646872347,SI:DKEY-261M9.12,0.8094835846222019,FTR36,0.7891924441304128,P4HB,0.5900476247643808,PLEKHN1,0.6757724459954223,WEE2,0.733179328603139,CABZ01002768.2,0.5427189510043235,CLDND,0.5391323056395816,DAZL,0.6341161187527252,SI:CH1073-80I24.3,0.7231526346568162,UPK1A,0.5740834048556411
22,ARID1AB,0.678980141327933,ZNF1068,1.1999332208763323,ZNF185,1.123784086412319,HES6,0.9900713363978682,SI:DKEY-156K2.3,0.6877446501473684,RND1L,0.627954511593958,RPS17,0.6728421352388688,ETS2,0.6330123691415435,SI:CH73-36P18.3,0.8058918194633663,PHYHIP,0.785636926167651,CA9,0.5802880742830773,ISG15,0.675573918457078,SRSF1A,0.729247729362517,HNF4A,0.5417144237403421,CLDNG,0.532189498396351,SEPSECS,0.6281504133999517,MYCN,0.7183015136733669,TMEM8C,0.5613485875080375
23,KAZALD2,0.67250817959464,MLXIP,1.1976338563191715,FA2H,1.1206975440338267,SI:DKEY-27I16.2,0.986747566524885,SUPT4H1,0.6827072413784183,ITSN2B,0.6257476292866709,STM,0.6695799736170895,SLC38A5B,0.6307302439383436,TM4SF19,0.7860800376975805,SI:DKEY-58J15.10,0.7752678867319724,SI:CH211-113A14.18,0.5637249192120252,LNX1,0.6669238290077606,SI:CH211-105D18.7,0.7282390980168092,SI:DKEY-1D7.3,0.5397056038198892,HSP70L,0.5286246457942451,COIL,0.6265002356057858,SI:CH211-170D8.2,0.7059947558524893,RNF220B,0.553601459113423
24,IPO9,0.6664550737842991,SI:CH211-168H21.2,1.1939724881429126,FTR83,1.1192557717586287,ARL4AB,0.9783566295276251,WDR21,0.6747398206019273,FXYD6,0.6225274928767714,RPL11,0.6623361937176422,LFNG,0.6173341397682485,SI:DKEY-188I13.8,0.7854053156574983,RNF213,0.7695059242611434,RAB35,0.5618528776368094,SNX11,0.6617657931724006,SI:CH211-267E7.11,0.725232829110239,KLF17,0.5329556755956226,SI:DKEY-221L21.2,0.5277387381283499,ZGC:158852,0.6233949665247291,TNS3.2,0.7034974267252618,SI:CH211-217K17.9,0.540472303042784
25,SI:DKEY-261J4.3,0.6658848413346371,SI:DKEYP-79B7.4,1.1886703839398256,GATA3,1.1042374624743396,MSX3,0.9696472273309973,SPAW,0.6746326982945848,CDKN1BB,0.6220021975356178,RPL23,0.660781810262015,GRA,0.6126392785017164,SI:DKEY-153M14.1,0.7841343453370403,HCK,0.769141859873238,ZNF985,0.5511461445569885,RGS20,0.6128349584758978,RPS18,0.7215687914273836,TARS2,0.5315592778392393,ZGC:77112,0.5272015305605872,VAT1,0.6181101015253223,CDH2,0.6887814254326711,SI:CH211-166A6.5,0.5360363060462818
26,SI:DKEY-206L1.2,0.6584949104735354,DDC,1.1757866956172773,PLEKHF1,1.095879263196305,ADGRL2A,0.9338502045552943,ASB11,0.6707716495294415,SFRP1A,0.6155974339387766,TMEM258,0.6569157527470476,GLT8D1,0.6091258445408467,SI:CH211-195B11.4,0.7811240380742035,SCOCB,0.7691184416435927,MID1IP1L,0.5466622152824915,GADD45AA,0.6035563039999698,ZGC:91910,0.7147722310855164,MAL,0.5312709287205748,SI:DKEY-261J4.3,0.5265532668186121,FHDC3,0.6170785039608971,PSMA4,0.6870141236705893,SI:DKEY-28A3.2,0.5356687858693703
27,SI:DKEY-261J4.4,0.6562523901430447,CYR61L2,1.165740469658349,PERP,1.0948473472800415,LEF1,0.9321187187830989,ZNF1125,0.6693390729619699,BLF,0.6090742960496474,PSMA4,0.6554191657426209,TCF3B,0.6081160207738594,DUPD1,0.7808762706264728,CABZ01009880.1,0.763658218125906,SI:DKEYP-14F10.3,0.5451917171534459,RASL11B,0.5804083961176187,ELAVL1,0.7085222954651489,DUSP4,0.5306158565511218,UGCG,0.5254274834071346,CLDNG,0.6165334484902891,PPIAB,0.6839582932363006,CSF1RB,0.5352204435276486
28,ANKRD30B,0.6558397063292235,CR318603.2,1.1639728770200986,ELOVL1A,1.0875753206971592,LAMB1A,0.9209774240689209,SI:DKEYP-114G9.1,0.668893561282654,GSTO2,0.6077726199957466,RPLP1,0.6549523014594594,SP5L,0.5928168514327136,SI:DKEY-108K21.17,0.7763169905898791,TRIM45,0.7540131724834142,CEP135,0.5242251980724975,SI:DKEY-117J14.6,0.5706603345494042,FTL,0.7076955808289821,ZNRF2,0.5303017749997994,CTH1,0.5130516442211853,NEK2,0.6162639916587302,SLC38A3B,0.6652480567262693,MYLK4B,0.5352193483891324
29,LRRC8C,0.6510674219922135,CPE,1.1558348573272388,CYT1,1.0850339788451562,SI:DKEY-261J4.3,0.8996306430350001,IDE,0.668773643344492,SI:DKEY-19C16.12,0.6033066503883768,UQCRH,0.6483725941703512,HIGD1A,0.5865494879488978,SI:DKEY-261M9.19,0.7689476285716954,KLHL22,0.7473226194039266,SI:DKEY-108K21.21,0.5240460578994773,ZGC:92360,0.5604462771505014,ADGRE10,0.6852860530460795,B3GNT8,0.5276042863413455,TULP3,0.5116402923985808,RRBP1B,0.6100813805036648,SOX3,0.6587319480337729,HSD17B2,0.5280866266903914
