,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
10,CLUHA,0.83825212156236,NME2A,1.9020594412354026,CLDNB,1.246437235964883,GBX1,1.3512070283603723,SI:DKEY-30F3.2,0.7923045655526914,SI:DKEYP-14F10.3,0.780424960094494,SI:CH211-113A14.16,0.7263071543494029,NOTO,0.8274318991538686,CABZ01111915.1,0.708431567755174,SI:DKEY-186O21.1,0.8884984978017451,SI:DKEY-108K21.14,0.8731427801368489,TP53INP1,0.8315397617120442,MALAT1,0.8393264334647165,SLC3A2B,0.6073124747701186,ZNF1031,0.5859868217516492,NRXN1B,0.6415885980810211,DAZL,0.6585211505111558,PCNT,0.8271758417372133
11,CRABP2B,0.8199157753151367,FNIP1,1.834053650574807,CEBPB,1.2401302201698934,ZNF503,1.2797048006700713,SI:DKEY-1D7.3,0.7878567767592113,CR812792.1,0.7661136020539663,RPL35,0.7155621556521107,NET1,0.8004717052612967,FAUA,0.7069082287637594,KCNK4,0.879409566273885,SI:CH1073-159D7.7,0.867324119742055,SESN1,0.8136333832116971,BIRC5B,0.821852040499352,FBXO30A,0.6034568489977687,SI:DKEY-221L21.2,0.5623643744653293,SI:CH211-276A17.5,0.6328649517958135,BOKB,0.6583562373234046,NCOR2,0.8014691590102899
12,BAMBIA,0.8182008199955795,GPRC5BB,1.8220565347543505,KRT8,1.2261236032419898,DLD,1.1794107599209604,BX901907.2,0.7629509183719755,SI:DKEY-211G8.5,0.7482868849006513,SLC35A4,0.708287828300178,PRDM14,0.8003496768617966,SI:DKEYP-3B12.12,0.6985089106234031,CNNM1,0.8783527248434719,HIST1H4D,0.8139845935950927,CDKN1A,0.7881873962898357,SI:CH73-1A9.3,0.8126103062568876,FGF17,0.5878091747484718,SI:DKEY-146C18.5,0.5548468335753021,CNNM1,0.6142249301183369,SKA2,0.6545283567290691,AP2A1,0.7982529887792144
13,IPO9,0.8168148692324672,HNRNPA0B,1.819116920161756,EPS8L1,1.2138745890039382,ZIC2A,1.1726651894912252,BIRC5B,0.7624899797905387,SI:DKEY-193H7.5,0.7473441032418584,RPL27,0.6904954501480124,CST3,0.7833791077586644,SI:DKEYP-3B12.10,0.69803825392571,HSD17B2,0.8763542883446163,SI:DKEY-261M9.11,0.7746536900051227,ZGC:64022,0.7872412652153571,RBM4.3,0.809815532905796,AFP4,0.5872828180534679,HSPA4A,0.5501470392146699,CPE,0.6068052483491759,OTX1B,0.6341130658922158,MED13A,0.7706442867010391
14,ARID1AB,0.778753494818364,ZGC:173587,1.6158177566535892,SI:CH211-125O16.4,1.2027189070441893,VED,1.1502278863006268,SI:DKEY-156K2.3,0.7616013369706314,ZNF995,0.7434552533463167,SI:CH211-194E1.8,0.6796646260317573,TDGF1,0.7770389122191104,H2AFX,0.6976344543440197,CABZ01009880.1,0.8528971863264854,GBGT1L4,0.768875264049733,EXO5,0.7409455998763776,SI:CH211-242H13.4,0.805019967299465,ZGC:113425,0.5741246331935056,ERCC8,0.530545047443198,TRIM25L,0.6007641139850075,NEK2,0.6324502015038208,ZGC:152977,0.7679639246938605
15,UBR5,0.7762297599006399,PON1,1.4830223802433782,SI:DKEYP-67A8.4,1.1740110148576557,IM:7138239,1.1166560131653616,SI:CH211-271G18.4,0.7238483003029473,TMED9,0.7331465598697338,STM,0.6777251777398448,SOX2,0.7697099177583759,ZGC:158463,0.6871618919622987,ARID3A,0.8447072575377367,TRIM105,0.7503078043560185,SLC4A2A,0.7235579408344968,WEE2,0.7854459058481512,METTL22,0.5724520742940324,NPLOC4,0.5295026515868907,ESRP1,0.5966074391020727,COIL,0.6217436500699255,ARID3A,0.7671952356513374
16,ACER1,0.7621221686494167,KLHL22,1.4791996012930815,FA2H,1.1422125873336817,APOC1,1.1130149183734048,CT573263.1,0.72178055642005,SI:DKEYP-3B12.10,0.7325857784661159,LYRM2,0.6765058933571263,TCF7L1A,0.7649720684730322,FP236812.1,0.6866368466704613,BAALC,0.8446246120181317,SI:CH211-113A14.26,0.6706750456313841,SI:DKEY-204L11.1,0.6865420928676472,SEL1L3,0.7828050420658965,SI:DKEY-1D7.3,0.5717547115642202,HSP70L,0.5226320342251561,CABZ01064859.1,0.5811005335293857,SEPSECS,0.6137587180159222,FGFR4,0.7630577628301581
17,LRRC8C,0.7496149842127581,CABZ01001464.1,1.4197539313220928,MGLL,1.1414242276555757,NHSL1B,1.0565284143554665,SI:DKEY-47K16.4,0.7175427608006207,ZGC:111868,0.7217557855819055,SI:DKEY-261M9.15,0.6751109046267869,CDH2,0.7590351543057137,SI:DKEY-23A13.4,0.6847279924496454,PHYHIP,0.8322684934663935,SI:DKEY-146C18.5,0.6583019165382937,SI:CH211-239D6.2,0.681460300613261,ZGC:173742,0.7733134629720863,SI:DKEY-93M18.3,0.5689906680554536,CABZ01002768.2,0.5212119012826628,RNF220B,0.5728433157671265,BMI1B,0.613507370896075,TNKS1BP1,0.7551193041019031
18,SFRP1A,0.7410941289342683,NRXN1B,1.416875538853081,ZGC:193505,1.1367803748762286,PRICKLE1B,1.0510229731495435,ZGC:173702,0.7124776261022889,SI:CH211-268B13.3,0.7165859039062551,ZGC:158463,0.6669138388099195,SLC38A5B,0.7548524029598522,UBA52,0.6827405412299415,NFKBIL1,0.8226699580710771,BX324216.1,0.6457776357726851,PLEKHN1,0.6811225031556732,SOD2,0.7578363873489099,FTR82,0.5636872322746038,SI:RP71-45K5.2,0.5185952817687529,SI:DKEY-234L24.10,0.571236092126624,KLF2B,0.6115242352850001,FHDC3,0.7536619075656473
19,KAZALD2,0.7254905307172843,SI:CH211-241E1.5,1.37108430749779,FUT9B,1.1280205797194756,ATP1B3A,1.0252472732089664,ALDOAA,0.7122585637620941,CR388042.3,0.7125483053990112,SI:DKEY-151G10.6,0.6651686983308157,AMOTL2A,0.7466363891641116,CNIH4,0.6823264043120782,GBP3,0.8213776930573444,P4HB,0.6415670498793696,IGF2A,0.6709173956694926,PHO,0.7403357991909368,CECR1A,0.5570369091006884,HSPE1,0.5182326075823135,PPL,0.5700737116935409,TRIM35-29,0.5944880794780768,MYCN,0.7507269511616347
20,FGFR4,0.7241409461790725,DDC,1.3687712060089596,ZGC:153911,1.1118899336643384,MSX3,1.0011046395109857,BX640584.2,0.7078579820270706,ZNF1136,0.7038720790024157,SI:CH1073-159D7.7,0.6590661228885795,GSC,0.7348545934331276,ZGC:113984,0.6806791846135082,SI:CH211-171H4.5,0.8173529373988548,SI:DKEY-108K21.12,0.6301295245648535,E2F7,0.6639440408498593,GTF2H5,0.7313607192113655,SI:DKEYP-117H8.4,0.5473221806081261,SI:DKEY-85K7.7,0.5082243540740061,RHD,0.565053086184722,SI:DKEY-11O15.10,0.5921269094417024,KIF4,0.7438581963548806
21,VENT,0.7216101370277621,SI:CH211-168H21.2,1.308879229799715,GRHL3,1.0995224228224694,ARL4AB,0.9942252514907011,SUPT4H1,0.7052819422144961,AL627305.1,0.6965605869684216,DUT,0.6534964621611639,LFNG,0.7239429051899302,SOX2,0.6742482998812392,RNF213,0.8121736145027352,SI:DKEY-108K21.21,0.6281933665233143,SNX11,0.6626160566003589,NCALDA,0.730621752544334,SLC7A8A,0.5469964050544928,CLDND,0.49822512314825773,TMEM8C,0.5578324911469045,WDR62,0.5846247490338576,TTLL4,0.7325002241410523
22,SI:CH211-170D8.2,0.7195412082625781,ZNF1068,1.3054869475199615,PLEKHF1,1.0912397763019814,HES6,0.9866190511833456,SI:DKEYP-114G9.1,0.7004911953433637,CR361561.2,0.6947153890338644,NNR,0.6523592666399892,TIAM1B,0.7206337807956429,RPL6,0.6705295243742524,GRB7,0.8058868252992673,SI:DKEY-13M3.1,0.6129278197687332,BCL3,0.6617193143855135,PRKRIP1,0.7238339263468168,TARS2,0.5417130557170977,ZAR1L,0.4974391425034545,UPK1A,0.551223153309593,ZGC:158852,0.5735859496066378,SKA2,0.7178420077827683
23,BMP2B,0.7170696961031344,CR318603.2,1.254876891180204,FTR82,1.0845143948151093,HER1,0.9847172196839574,BX005448.2,0.7003137466710094,DRL,0.6874869037941324,RPL39,0.6519782550286229,LRIG3,0.7054033209849734,SI:ZFOS-44A5.1,0.6689454957468156,NRXN1B,0.8021643400101814,SI:CH211-113A14.18,0.6068779553371172,ISG15,0.6560249682225958,PGAM1A,0.7036578104886212,HNF4A,0.5393731754900232,SI:CH211-271G18.4,0.4967779028406001,SI:CH211-166A6.5,0.5472272799003797,MYCLB,0.5710727107304963,DDIT4,0.7098046489550585
24,HER7,0.7084260736358309,SI:DKEYP-79B7.4,1.2312147533830373,FTR83,1.080023946915073,SP5L,0.9834005204404392,SI:CH211-195B11.4,0.6979068806936557,OTUD4,0.683114414223853,SI:CH211-272F15.5,0.6507524409525329,OTX1A,0.6998973380893566,ZGC:171759,0.6654450039289808,FTR36,0.8010439991720824,SI:CH73-275M14.1,0.5993261517098663,LNX1,0.6516769309974542,UBE2V2,0.7000316879553584,ZNRF2,0.5372707071815697,CU655961.2,0.4934983433670759,FA2H,0.5266520678222171,GNAS,0.5666349189290977,KIF13BB,0.7081916566442613
25,KIF20A,0.7022460552709704,ZNF1057,1.1464830116711515,KLF17,1.0775654678987174,SZL,0.9620957335878622,SI:RP71-45K5.2,0.6958924270395305,ZGC:158463,0.6819562809186239,RPL11,0.6506380575005913,SP5L,0.6863043242322712,CIRBPB,0.6653275605442299,SCOCB,0.7998721800025607,SI:CH211-117M22.2,0.5938714811600806,RASL11B,0.6126652105413618,SKP2,0.6988856061085084,KLF17,0.5358398148534691,RNF7,0.48957176002549363,MYLK4B,0.5256585341292532,LSM4,0.5577064172134184,SI:CH211-234C11.3,0.7035664218477952
26,SESN3,0.7011372198580962,CPE,1.1447111851906044,ARL13A,1.0629548048297235,LEF1,0.9590627903180812,GDF3,0.6957281923420613,PPP1CBL,0.676539223820268,SI:DKEYP-3B12.10,0.6451594544508786,RASGEF1BA,0.6846718938720813,KRT97,0.6632643697859049,JAKMIP2,0.7988056764723988,SI:DKEYP-14F10.3,0.581173919870818,RGS20,0.6001927366468486,RPL7L1,0.6896089152607244,MAL,0.5304316924455638,ZGC:56231,0.48716486899687383,PTPRFB,0.5207528471701354,ETS2,0.5501710748405979,CLUHA,0.6990364977638186
27,CITED4B,0.7008039063909278,MLXIP,1.1198873655287889,ZNF185,1.0608362553535722,VENT,0.9161752450984062,ZGC:91910,0.6896289751896854,CPN1,0.6737120220186491,RPS17,0.6435807958602708,FAM13A,0.6770227975433101,RPS15A,0.6627732730617237,HCK,0.7784347947981303,SI:CH73-36P18.5,0.5781836820677237,GADD45AA,0.5889363498832088,CFL1,0.6819968315089369,DUSP4,0.5280852692104775,KAZALD2,0.4849549690155812,SVOPL,0.5200041413149401,SI:RP71-45K5.2,0.5492980827099615,ZNF710A,0.6947152486458049
28,TNS3.2,0.6923757841835939,ESF1,1.118948302985113,ELOVL1A,1.0571311919094275,SI:DKEY-261J4.5,0.9154872774191325,DDX17,0.6841008324870766,CYP2AA12,0.6719163448571562,SI:DKEY-108K21.27,0.6432567250284156,SI:DKEY-188C14.4,0.6682517546314026,SI:DKEY-122C11.4,0.6575099882875648,LAMC1,0.7732049327312027,SI:DKEYP-114G9.1,0.5727734380300741,RPS27.2,0.5870005138106228,IRF2A,0.6805659506606335,B3GNT8,0.5278278394801826,ZNF1060,0.4791989102226181,DNAI2,0.5166173246828556,VAT1,0.5442229694497389,MAP3K4,0.6941956639841723
29,POLR2A,0.6880138684626652,CR759907.1,1.1123022572053658,CYT1,1.054396941577315,SPRY2,0.9042613579936992,WDR21,0.6794273139415228,WDR21,0.6681981820925081,TMEM258,0.6398830735097344,ALCAMB,0.653029774469125,NNR,0.6537975686849467,ZGC:113176,0.7715139354187021,BX511215.1,0.5715804573954703,SI:DKEY-117J14.6,0.5519440839398456,ZGC:91910,0.6703318754423377,CABZ01002768.2,0.5248715369489293,PNP4A,0.47518140598668945,ZGC:91849,0.5063648750255545,RRBP1B,0.5426471070818137,PSMD10,0.6937034825698571
