,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
10,PPIB,0.9248248361342939,HNRNPA0B,1.7150188911698385,ZNF185,1.1793392718818196,GBX1,1.3438993630491274,OTX1B,0.7556241277248918,ZNF1125,0.711883826486202,SI:DKEY-23A13.4,0.692140494288617,SP5L,1.01488366566032,ZGC:171759,0.8847813234974929,HSD17B2,0.8437131827656431,SI:DKEY-261M9.15,0.8654406986250328,CASP8,0.8590869229517522,ZNF1031,0.5877033323907397,KIF18A,0.608870025276349,SI:DKEY-30F3.2,0.752265516101791,SI:CH211-139K8.4,0.9850330116354645,LYE,0.7417286773124935,CNNM1,0.7704828785864689
11,SI:DKEY-16M19.4,0.8749457442322455,TOP1,1.699521284130095,KRT18,1.1616701167694568,ZNF503,1.2532876739551289,SI:DKEY-11O15.10,0.7446591685980821,SI:DKEY-13M3.1,0.6960523353489907,SI:CH211-194E1.8,0.6890071731192979,CDH2,1.0102972986181031,SI:DKEY-108K21.21,0.8783706065839235,PHYHIP,0.8369906078361524,GBGT1L4,0.7894469942153748,SESN1,0.8333665158354566,CLDNG,0.5826459850477513,FBXO30A,0.606450321947819,RHEBL1,0.7432250153827665,RGCC,0.9802964669340603,ZGC:101000,0.7402167841056664,AIM1B,0.7193710199756138
12,TSR2,0.8602112721627764,DIABLOA,1.6907837853095606,STYK1,1.1583792228533747,DLD,1.2054722128985775,SKA2,0.7326139594141062,VGLL4L,0.6868056979636125,LYRM2,0.688288261069714,TIAM1B,0.9836050375450789,ZGC:163040,0.8770395146517379,SI:DKEY-186O21.1,0.8302240610381227,SI:CH1073-159D7.7,0.7769098061837981,ZGC:64022,0.8115354762755138,CLDND,0.5814387826587788,SLC3A2B,0.6025524164253303,NCALDA,0.7254341684753965,SI:DKEY-188C14.4,0.9719138373268529,SI:DKEY-157L19.2,0.7059407464041737,MYO3A,0.7120726901226492
13,RAB34B,0.8495979604425056,NME2A,1.6614227984795293,PONZR5,1.1371207630273235,IM:7138239,1.1814861013275095,BOKB,0.7247738919595115,EPCAM,0.6836866887671124,RPS17,0.6875048404862758,EFNB2A,0.9749616928187276,SI:DKEY-108K21.26,0.8520909520500914,TNFAIP8L2A,0.8288018244368001,TRIM105,0.736365845869585,CDKN1A,0.8098146783539052,SI:RP71-45K5.2,0.5776625732664693,SLC9A8,0.5978205782969623,SI:RP71-45K5.2,0.7252183774924063,KAZALD2,0.9305273720985401,ABCA1B,0.7045066155904914,RHD,0.7068964593510882
14,SI:CH211-105D18.7,0.8470094976433089,GPRC5BB,1.6309953307026994,MID1IP1A,1.1369521631315664,SP5L,1.147354513374584,KLF2B,0.7095331510361997,NUDT4A,0.6803803625787732,RPL39,0.6862986331947036,OTX1A,0.9419229568941504,SI:DKEY-261M9.12,0.8497924876937462,SI:CH211-171H4.5,0.8186440083252852,SI:DKEY-261M9.11,0.7310097696713855,SLC4A2A,0.7484927393671168,SI:DKEY-11O15.10,0.5701880352435438,METTL22,0.5786837308759626,BX901907.2,0.7217574412162547,KLF2B,0.915374418039307,KRT8,0.7010948045662659,LYRM1,0.6981487195490252
15,CDKN1BB,0.8433492660714184,PON1,1.4144983480399287,MGLL,1.1298121344911582,NHSL1B,1.1082011335694961,BMI1B,0.7094580522588555,CLDND,0.6774347048901751,TMEM258,0.6855027092069182,ZEB1A,0.9209299594142081,SI:DKEYP-3B12.6,0.8490883567675032,KCNK4,0.7942333769073918,HIST1H4D,0.7248047818216906,EXO5,0.7397902168039431,BTG4,0.566928997509206,ZGC:113425,0.5728266738692989,IDE,0.7202994869941086,SI:DKEY-221L21.2,0.9117241574408423,SULT6B1,0.7009337692971341,SI:CH211-178N15.1,0.696008025197349
16,SI:CH73-1A9.3,0.8369852950412764,HUWE1,1.3765377156886984,CLDNE,1.1284240403081482,APOC1,1.0980711410052961,WDR62,0.6948717938443306,IFI30,0.6477181379212885,PSMA4,0.6833084935510144,PKDCCB,0.879214113139971,HIST1H2BA,0.8431512413108398,CPE,0.7706019713761242,BX324216.1,0.623368450941729,IGF2A,0.6990030721296457,ZGC:77112,0.5599171593617037,CABZ01002768.2,0.5727996156378495,SI:CH211-271G18.4,0.7102881922744373,BMP2B,0.9097175177121075,TUBA8L2,0.6883676840802608,RAPGEF6,0.6801508134856806
17,SI:DKEY-15H14.4,0.8243544846664344,CABZ01001464.1,1.3477393450969766,LYE,1.1249282137137562,VED,1.0978489923511248,TRIM35-29,0.6938186084378948,ZGC:173742,0.6407694378120246,SI:CH211-113A14.10,0.6804826963682584,PCDH18B,0.8786836812386976,OTUD4,0.839086670394603,AFP4,0.7689043431320275,SI:DKEY-13M3.1,0.6195051478072797,SI:CH211-239D6.2,0.695663983211145,MYCN,0.5555719433392998,FTR82,0.5701031873163015,ACO2,0.7095014630060206,APOEB,0.9026829731773816,GRHL3,0.6834502983228592,SI:DKEY-186O21.1,0.6675866109997
18,ZNF986,0.8156792565543713,KLHL22,1.3417521148076592,SVOPL,1.1225000981935584,PRICKLE1B,1.0712175889847118,CHD6,0.6705362869051636,ITSN2B,0.6334169601513833,STM,0.6787940313346471,KIF26AB,0.8762577546633628,SI:DKEY-261M9.19,0.8388559463056231,GBP3,0.7582962263403752,SI:CH211-113A14.26,0.6076822597147341,E2F7,0.6955972696674009,TAOK3A,0.5433975069119957,SLC7A8A,0.5659869158904915,EGLN3,0.7080074554656155,CBFA2T2,0.8915520230719509,CLDN7B,0.6689393946280825,SI:DKEY-28A3.2,0.6637436519085567
19,SI:CH211-267E7.11,0.8121456615095751,SI:CH211-241E1.5,1.2972503404987121,ACER1,1.11871199995478,ZIC2A,1.0700956592472297,DAZL,0.6649910589485745,SI:DKEY-19C16.12,0.6333835541086394,SI:DKEY-261M9.15,0.6756755392455084,FZD8A,0.8647601092391184,SI:DKEYP-3B12.12,0.8266490833527386,CNNM1,0.7526066976709236,SI:DKEY-146C18.5,0.6022871763813455,SI:DKEY-204L11.1,0.6931211432826292,CTH1,0.5431592534413404,CECR1A,0.5612672703864634,DDX17,0.6973809199149426,MID1IP1B,0.8848617268148508,FTR82,0.6638763558548512,HSD17B2,0.6554394175143287
20,BIRC5B,0.8092554409570789,SETD2,1.2828279771138515,CLDNF,1.1182421972860837,ATP1B3A,1.04522176608119,ANKRD12,0.6589434535865091,SI:DKEY-13I19.8,0.6307116594928741,SI:CH211-113A14.16,0.6754108651592381,LHX5,0.8470033848372612,SI:CH73-36P18.2,0.8245946668807711,GRB7,0.7494643316477687,SI:CH211-113A14.18,0.5953863217308063,PLEKHN1,0.692311928429601,CU655961.2,0.5402104082393143,SI:DKEY-93M18.3,0.5571603942968849,ASB11,0.6958837921316856,RND1L,0.8797763974703099,CLDN23,0.6600532228794926,SYNGAP1A,0.6475515348479807
21,RAC1A,0.8064351964216573,MLXIP,1.2297400208006661,TRIM25L,1.1173505697292485,HES6,1.0212782592546432,COIL,0.6435139929122997,PPIB,0.6305181568385793,SI:DKEY-151G10.6,0.672620416252781,MIDN,0.8007239572076111,ZGC:110434,0.8241955688668284,TRIM45,0.7489496910428639,CA9,0.5884244698264367,BCL3,0.6762631484327339,HSP70L,0.5400597695731736,SI:DKEYP-117H8.4,0.5509368997399405,WDR21,0.69342629784174,SFRP1A,0.8512565927874383,PFN1,0.6569742475650268,CHS1,0.6466293022199238
22,WEE2,0.7972108511009356,POLR2A,1.214477629622125,SI:CH211-217K17.9,1.1093204137431552,HER1,1.0164631565587867,NEK2,0.639112799749635,SFRP1A,0.617453149790497,RPL11,0.6700348604356364,FGFR4,0.7993361106397119,SI:CH73-368J24.14,0.8214222175832617,JAG1B,0.7431878553693191,SI:DKEY-108K21.21,0.574468365189015,ISG15,0.6725534843557343,ERCC8,0.5365179616003554,SI:DKEY-1D7.3,0.5445034961261906,BX640584.2,0.6921399615442246,INSM1B,0.8287892929218486,SI:CH211-125O16.4,0.6567479359470335,OVOL1,0.6459646978304855
23,ENSDART00000133990,0.7810495482025868,CYR61L2,1.188879726150695,ZGC:101000,1.1063047893409395,LAMB1A,1.0060800004790282,CLDNG,0.6377397248149222,ZNF644B,0.6148814627036802,UQCRH,0.6695915895533643,IRX7,0.7727469184305338,SI:CH211-113A14.10,0.8213454294404351,NR6A1B,0.7399083496822974,BX511215.1,0.5715721839972334,LNX1,0.662925899900371,UGCG,0.5352586537080845,HNF4A,0.5401716813402794,SI:DKEY-238O14.7,0.6863609889491888,LAMA1,0.7986928302189737,ALOX5B.3,0.653669688846885,SCOCB,0.6403817940236601
24,SRSF1A,0.775695474668022,SI:DKEYP-79B7.4,1.1827798502376214,HSD17B14,1.1032671479219232,ARL4AB,1.0041128527062668,ZGC:158852,0.6254499575481429,GSTO2,0.6147829095389822,OTUD4,0.6672533116532264,PPIAB,0.7579936051435023,ZGC:173552,0.8206932828841155,ARID3A,0.7374132179672414,SI:DKEYP-14F10.3,0.5689610263050563,SNX11,0.6603463908838354,ZGC:56231,0.530874810347401,ZNRF2,0.5358319539573373,MKRN4,0.6861968840718384,VENT,0.7924242649141887,KRT4,0.6496840335951478,GBP3,0.6344160115388571
25,PRMT1,0.7736751033235609,NRXN1B,1.169358197138446,LCP1,1.1018705843262544,SI:DKEY-27I16.2,0.9826257750115681,VAT1,0.6232287255619399,BLF,0.6128404040042356,GTF2H5,0.6634924753706939,EPHA2A,0.7564502227082589,CNIH4,0.8149270410577741,HCK,0.7273776971393309,P4HB,0.5665887530813924,RGS20,0.6273802804352786,KAZALD2,0.5252998666549316,DUSP4,0.5289817428673746,ZNF995,0.6859482478730649,LAMB1A,0.7910123433058115,TFAP2A,0.6452169303681236,CYR61L2,0.632495046019807
26,ADGRE10,0.7706276151508699,PCNT,1.1578811318842634,KRT8,1.0958883204324965,MSX3,0.9672675746951439,FHDC3,0.6199872585997346,SI:DKEY-122C11.4,0.6073609292965128,RPL23,0.6605326208956698,LFNG,0.7381386661499101,SI:CH73-36P18.3,0.8074155639350152,NRXN1B,0.7264514823729922,SI:CH73-36P18.5,0.5566725883150505,GADD45AA,0.6043207176865208,NPLOC4,0.5238472134414606,B3GNT8,0.5239263033216673,BIRC5B,0.6851842193649497,SOX3,0.7660736020835518,CST3,0.6423898217760132,CABZ01084942.1,0.6317207291166343
27,MCL1B,0.7581122441471154,CR318603.2,1.118876021955135,CLDN23,1.093136951209189,LEF1,0.9224917068985672,RRBP1B,0.6131797989973786,SI:CH211-268B13.3,0.6066223893149358,U1,0.6510604476411287,RASGEF1BA,0.7270500279266969,SI:DKEY-153M14.1,0.8027614089585945,NCOA7,0.7228213300031979,RAB35,0.5528378636694832,RASL11B,0.5704472775228789,GTF3AB,0.5223788967957876,AK4,0.5238250825848543,NFYC,0.6817865878179848,FGFR4,0.7492475311239171,RIPK4,0.6389871360162201,TMEM177,0.6272803402140922
28,SI:DKEY-54J5.2,0.7556573115731877,ASPM,1.1165407457635899,CABZ01073832.1,1.0790841963296134,ADGRL2A,0.9167079663387526,MID1IP1L,0.602621484470056,MAP7,0.6062010647859642,SI:CH211-272F15.5,0.6467641295035241,ADD3B,0.7258043492814018,DDX3B,0.7974354867390696,NFKBIL1,0.7214392342979248,ZNF985,0.53336078617231,SI:DKEY-117J14.6,0.56410892980881,THY1,0.5212254415530075,TARS2,0.5232013680838492,SUPT4H1,0.6793396122843509,CITED4B,0.7439779931681749,GATA3,0.6367788385351563,CSF1RB,0.6251985151776626
29,HNRNPK,0.7539742659463818,ZNF1068,1.1056103136047468,SI:CH211-125O16.4,1.0777341242706584,SZL,0.8932006339907123,MYCLB,0.5930385544698731,GOLGA4,0.6033142993069354,FAM133B,0.6460507746594237,CERS2B,0.7216432918865556,SI:DKEY-47K16.4,0.7925311416222753,CABZ01009880.1,0.7187737468682064,TDRD15,0.5300946064792518,ZGC:92360,0.5632279874554199,TULP3,0.5209264317415885,KLF17,0.5221656103775824,MAF1,0.6741902930576015,TNS3.2,0.7418952663604603,DEPDC7,0.6349009123741617,SI:DKEY-247I3.6,0.6223905789342175
