,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14
11,PCM1,0.9214985235363267,NME2A,1.7671137349233923,KRT97,1.2548341389192437,ZNF503,1.2290336974074216,SI:DKEY-11O15.10,0.7638711673683457,SI:DKEY-122C11.4,0.7095381599474869,STM,0.7496153977394597,FOXD5,0.823655032645616,SI:CH211-113A14.16,0.6798260565521949,CPE,0.9145712106423468,SI:DKEY-261M9.15,0.9894974943791619,SESN1,0.8083108517407617,KAZALD2,0.6000594656581797,SI:CH211-235I11.3,0.6150546998614261,SI:DKEY-30F3.2,0.8990592954240288
12,IPO9,0.8856494047921456,HNRNPA0B,1.735331359080124,KRT8,1.2543571361794823,APOC1,1.1447431265190926,NEK2,0.7562785834352012,SI:DKEY-5I16.2,0.7082090018685387,CLIP4,0.7463671926428677,PRDM14,0.8151851889928563,SI:CH211-130H14.6,0.678199684895588,GBP3,0.8967424953918137,SI:DKEY-108K21.21,0.9143914165198386,CDKN1A,0.7830062340234505,TAOK3A,0.5968078862497685,HNF4A,0.6124278017259043,CR391944.1,0.8877543504691584
13,KIF20A,0.8423060395038376,GPRC5BB,1.724827528279853,SI:CH211-125O16.4,1.2478101588807486,DLD,1.1233405939027097,OTX1B,0.7556634573790407,CR388042.3,0.7069215115535643,SI:CH211-117M22.2,0.7426821743590444,FOXB1A,0.784021943229654,UBA52,0.6766805569234272,SLC7A8A,0.8885249865959376,SI:DKEY-261M9.11,0.9085829304347861,ZGC:64022,0.756533789078828,SI:DKEY-221L21.2,0.5870964431186514,ZGC:113425,0.5992155642126328,BX324155.1,0.8859197450946128
14,CAPRIN2,0.8363542652148644,ZGC:173587,1.5856475059136352,CLDNB,1.2315577618928089,ZIC2A,1.1152668903915066,BOKB,0.7523534862985899,FXYD6,0.6892363406856333,TMEM258,0.7394690212641716,NET1,0.7771518536012203,KRT97,0.6619522880453812,NFKBIL1,0.8862990251551053,HIST1H4D,0.8187127539906492,EXO5,0.7294936871264984,ZGC:56231,0.5866226683749752,SI:DKEY-93M18.3,0.5948529925478336,CR450785.2,0.8653357866384825
15,VED,0.8305201487646945,PON1,1.5194105467998202,FA2H,1.225325269628226,VED,1.1113568598807921,KLF2B,0.7428445528538674,EPCAM,0.688772116573747,SI:DKEY-23A13.4,0.7368052326870167,LFNG,0.760069517456105,SI:DKEY-23A13.4,0.6615035232648692,SI:CH211-171H4.5,0.8729327440449178,GBGT1L4,0.7889360424086211,SLC4A2A,0.7218000040274117,SI:RP71-45K5.2,0.566718533940255,FBXO30A,0.590785680170765,SKP2,0.8588443127361555
16,ABCA5,0.8178828197427521,KLHL22,1.3852582735064827,ZNF185,1.2091923997750846,IM:7138239,1.107368130975756,BMI1B,0.736720982900328,SI:DKEY-193H7.5,0.6858808818029435,SI:CH211-194E1.8,0.7310638471365747,SOX2,0.7432314000780165,CNIH4,0.6610719149259509,KCNK4,0.8715125196326852,BX324216.1,0.7616378360059711,SNX11,0.696828266907699,UGCG,0.5597527350770891,SLC9A8,0.5872940111936055,SI:DKEYP-114G9.1,0.8501843432938454
17,KAZALD2,0.8117303239768318,NRXN1B,1.3678581768214906,MGLL,1.2084725160707606,NHSL1B,1.0302802122796135,ZGC:158852,0.7345988350596415,SI:DKEY-19C16.12,0.6852399483859095,PSMA4,0.7293176505634492,GSC,0.7415213085420241,RPL6,0.6591877585091948,GRB7,0.8573570509293463,TRIM105,0.761346439384487,SI:DKEY-204L11.1,0.6834538618994617,ZNF1060,0.5577466369785072,ANXA1A,0.5865799073100335,PRMT1,0.8469321916462631
18,VENT,0.7989024158181687,CABZ01001464.1,1.3329322897693583,EVPLA,1.1987051522990373,ATP1B3A,1.0163767647305662,WDR62,0.721848213261375,DUT,0.6847245534680559,SI:CH211-272F15.5,0.7273210200517845,TDGF1,0.7354836825620926,FAUA,0.6555593263950349,TNFAIP8L2A,0.8472568404976293,SI:DKEY-146C18.5,0.7537236162385281,SI:CH211-239D6.2,0.6751698701257197,SI:DKEY-11O15.10,0.5477196192266772,SI:DKEY-1D7.3,0.5800578976213953,RAC1A,0.8248323954219539
19,HIST1H2BA,0.7945451650225039,SI:CH211-241E1.5,1.3189800380439258,GRHL3,1.1781141142954628,SP5L,1.0017413569863707,TRIM35-29,0.717141154145363,IFI30,0.6750350381231051,RPL39,0.7196682445811988,TCF7L1A,0.7285068197672093,ZGC:158463,0.6541004932180078,BAALC,0.8417423625200794,SI:CH211-113A14.18,0.7452006267047135,IGF2A,0.6734726681992073,SI:DKEY-261J4.3,0.5409213796142092,MAL,0.5749695629690887,BX640584.2,0.8182385829616939
20,BAMBIA,0.7895000493307166,CPE,1.299386118548699,ZGC:193505,1.1713104655432978,SZL,0.986137935245456,CLDNG,0.7056298750457488,SI:CH211-147G21.5,0.6691154688776749,GTF2H5,0.7138105779078584,LRIG3,0.7180823824079042,H2AFX,0.652078775658877,SCOCB,0.8411306711235856,SI:DKEYP-14F10.3,0.7351463909885139,PLEKHN1,0.6635446867955989,HSP70L,0.5383074177410331,KIF18A,0.5719758611545114,BX901907.2,0.8067795431057329
21,PRKAR1AA,0.7804733342575396,DDC,1.2750651327041034,FTR83,1.1625952211921355,HER1,0.9792082114706289,CHD6,0.678216051041853,OTUD4,0.6647453173531258,U1,0.713270668250744,AMOTL2A,0.7143703347889045,SI:CH73-110P20.1,0.6500833292125964,JAKMIP2,0.8391664254703376,BX511215.1,0.7271305684807392,BCL3,0.6621207676564015,CLDND,0.5262623496451306,METTL22,0.5718496333706632,FAM78BB,0.8065092702815764
22,ULK1B,0.7766622650683833,SI:CH211-168H21.2,1.2691748866574724,PLEKHF1,1.1561986411036762,HES6,0.9743837896284762,CNOT4B,0.6774203494343175,SI:DKEY-97L11.1,0.6638769156554173,SI:DKEY-151G10.6,0.7131380829485878,SP5L,0.713754991168286,CABZ01111915.1,0.6491684332531262,KCTD5,0.8212080656273086,CA9,0.7228420088944459,E2F7,0.6539929736709756,ERCC8,0.5234866933902403,CECR1A,0.5603714777140009,SI:DKEY-1D7.3,0.806014727984134
23,KRCP,0.7699769633573608,ZNF1068,1.2622780310607926,SI:DKEYP-67A8.4,1.149200590933488,ARL4AB,0.9694668318148526,FHDC3,0.6657525332281565,CR812792.1,0.6635217339121805,RPL27,0.7092429498101323,TIAM1B,0.7116548853420177,FP236812.1,0.6474564144559538,UPK1A,0.8089103371402199,RAB35,0.7203247249023145,ISG15,0.6488864725764792,NPLOC4,0.5232291314007651,CABZ01002768.2,0.5601557507485176,ZGC:91910,0.8043676752807781
24,KLF2B,0.765787798840374,SI:DKEYP-79B7.4,1.2359870699682698,FUT9B,1.1474711083685172,MSX3,0.967541185092865,MID1IP1L,0.6608018181918948,SI:DKEY-211G8.5,0.6558161292706101,FTL,0.7087956516758223,TCF3B,0.675674896342096,PRDX6,0.6448696128521935,CABZ01009880.1,0.8087494650201819,SI:CH73-36P18.5,0.7130540815703574,LNX1,0.6464435306525563,TULP3,0.5205198604820612,DUSP4,0.5579115211449626,WEE2,0.803657604757616
25,POLR2A,0.7580078727315475,HUWE1,1.235459741928983,PERP,1.1294058677008507,PRICKLE1B,0.956363068687719,VAT1,0.6490885612288328,TMED9,0.655465172518133,FAM133B,0.7082763403472111,ARID1AB,0.670566374340958,PFKFB4B,0.6444605330847196,FTR36,0.7854966571306664,SI:CH211-113A14.26,0.7032898378149556,RASL11B,0.6114636642830659,BTG4,0.5194014664694035,SPAW,0.5572749575839568,ZGC:173702,0.7922313558332217
26,DPP3,0.7478679854056941,CYR61L2,1.2059958055671334,ELOVL1A,1.1191406527918308,LEF1,0.9561928137594844,PGK1,0.6441730050530727,SI:CH211-105D18.7,0.6543143640588447,LYRM2,0.705143872316878,DACT2,0.6683462504324483,RPS2,0.6366076699657773,SI:DKEY-58J15.10,0.7823752692386742,FP236812.2,0.6922458566581285,RGS20,0.602579600454829,CTH1,0.5173754809124362,SI:DKEYP-117H8.4,0.5562167048998035,RBM4.3,0.7760372977141794
27,HER7,0.7473240670283346,CR318603.2,1.2045098697003958,FTR82,1.105661686637789,VENT,0.9186892804592297,MYCLB,0.6405085534223691,CDKN1BB,0.6542801950697148,RPL35,0.703195681865675,ABCA5,0.664424496358393,RPS15A,0.6342343781461303,NCOA7,0.7657456390223423,SI:CH211-113A14.16,0.6889985863542142,GADD45AA,0.587774066410513,PCXA,0.5108260808816502,SI:CH1073-205C8.3,0.549780544233565,TSR2,0.768796505969185
28,PALLD,0.7467684365616426,PCNT,1.1944230453823101,ZGC:153911,1.0952220312445298,SI:DKEY-261J4.5,0.8951601473803031,SI:RP71-45K5.2,0.6358992116871836,ZNF1125,0.6456392105884795,RPL12,0.7025379610909515,SI:DKEY-188C14.4,0.6629142504231278,SI:DKEY-122C11.4,0.6303636823727404,LAMC1,0.765486734167672,SI:DKEY-261M9.12,0.6563747978932947,RPS27.2,0.5816131933972188,FHDC3,0.5104074024931958,FTR82,0.5469689744537288,ZNF986,0.7675694643102662
29,LFNG,0.7394467004958717,SETD2,1.1722485579140183,KLF17,1.094507347755411,DRL,0.8915565601959924,ANKRD12,0.6315187302022359,ZGC:173742,0.6447497027333001,RPL23,0.6994429047438621,SI:CH211-139K8.4,0.6546461624073661,ZGC:113984,0.6298420429255269,HCK,0.7647987922439256,ENSDART00000172356,0.6465414238561069,ZGC:92360,0.5566253344788871,BX511215.1,0.509111798733132,CR361561.2,0.5449617752561355,SI:DKEY-16M19.4,0.7656452270408652
