,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12
16,UBR5,0.8793766611767049,KLHL22,1.4128339128820946,SI:CH211-125O16.4,1.2169011380198356,NHSL1B,1.09817163749017,RGS14A,0.7848716458864953,TNFAIP8L2A,0.9180541100825688,CDKN1BB,0.6967796702340239,SI:CH211-139K8.4,0.8097624702123463,PSMA4,0.8366612736876802,SNX11,0.6984268729426197,SI:DKEYP-14F10.3,0.7437516563081658,BIRC5B,0.9794412602347823,CABZ01117575.1,0.6237848581398618
17,ZNF995,0.8780503841885451,CABZ01001464.1,1.3781497064916326,CEBPB,1.1958230160794927,SP5L,1.0582413840748954,MID1IP1L,0.7791135354184245,NFKBIL1,0.9003488450667912,IFI30,0.6894253282581765,EFNB2A,0.8015211639669033,U1,0.8309466336486963,SI:DKEY-204L11.1,0.6905932452955483,BX324216.1,0.7277083620264977,ADGRE10,0.9754121713331708,TSG101A,0.6192489974945431
18,LFNG,0.8771105043899091,SI:CH211-241E1.5,1.353507461622481,FUT9B,1.1881041882786636,VED,1.0353586083426234,CHD6,0.7691183691692253,RHD,0.8687020466870031,EMC6,0.6870358176313354,SI:DKEY-188C14.4,0.7957805103532778,RPS17,0.8294203509904163,IGF2A,0.6741471918819073,SI:DKEY-146C18.5,0.7176620955497426,SI:DKEY-16M19.4,0.9721350033521143,MAL,0.6114033918993624
19,CLUHA,0.8742951611862471,NRXN1B,1.346119984328729,FTR83,1.182374624275161,ATP1B3A,1.0102896806422854,OTX1B,0.766402194417119,SCOCB,0.867156978383854,FXYD6,0.6853847529477957,ZEB1A,0.7930499528924139,ZGC:113984,0.8263952458734023,E2F7,0.6738992077255226,TRIM105,0.7144156730791945,PRMT1,0.9720200302173901,CABZ01002768.2,0.6032888079135351
20,BMP2B,0.8592191884669869,SI:CH211-168H21.2,1.2923985392846866,SI:DKEYP-67A8.4,1.1691167378976406,HES6,0.9881661362188136,ZGC:158852,0.755154861841376,CABZ01009880.1,0.8611957017749846,GSTO2,0.6799119529800857,KIF26AB,0.7889727598313324,RPL35,0.8201762311025691,SI:CH211-239D6.2,0.6708207169940441,SI:CH211-113A14.18,0.7139638826104919,RAC1A,0.9706732125431666,SOX32,0.5973450321411802
21,KAZALD2,0.8539514196345384,DDC,1.288276954045333,ZGC:193505,1.156431513767625,HER1,0.9785867964578456,ANKRD12,0.7537821196813689,KCTD5,0.8587402510386494,DUT,0.6781044967607145,CERS2B,0.7887271754226405,UBA52,0.8193469330273794,BCL3,0.6593909340356481,SI:CH73-36P18.5,0.712568224687906,CR450785.2,0.9695850553196318,TELO2,0.5916432343356229
22,MAP3K1,0.8503735893458929,CYR61L2,1.281442230385192,CYT1L,1.1517555340280894,PRICKLE1B,0.9757258994646559,SI:RP71-45K5.2,0.7531635969843474,SI:DKEY-58J15.10,0.8579591217417915,FTL,0.672601905534497,MCM6,0.7866583383465455,RPL27,0.8190668861902278,PLEKHN1,0.6591621248644555,SI:CH211-113A14.26,0.6712650637478782,SI:DKEY-199M13.4,0.9694889425167157,LYE,0.5811680730742423
23,LRRC8C,0.8451388332923434,CPE,1.2708614299218934,CLDNB,1.1389081253582478,ARL4AB,0.9738925462657364,SI:DKEY-163F14.5,0.7366232383083401,ARID3A,0.8516133875733989,SI:DKEY-5I16.2,0.6618206842427593,EPHA2A,0.784409036968072,RPS13,0.8131523574488008,ISG15,0.6558997205223928,BX511215.1,0.6562318922166359,TSR2,0.9691929653462812,FTR82,0.5704130298842811
24,EMC1,0.8438064182762366,ZNF1068,1.2694822379815933,CYT1,1.1322364205622524,MSX3,0.9691155698778042,MAP7,0.7362327407640527,JAKMIP2,0.8419481879032334,OTUD4,0.6597627070092156,SESN3,0.7835492258314248,ZGC:92066,0.8092040376031724,LNX1,0.6484281091813975,SI:DKEY-108K21.12,0.6536158742798047,SI:DKEY-95P16.2,0.9231823072993823,SI:DKEY-206L1.2,0.5640203197512538
25,CAPRIN2,0.8347914647145706,HUWE1,1.257821944584799,PERP,1.1296816417949704,SZL,0.9578915927362048,LPCAT4,0.7313689636911421,GBP3,0.8417393853847448,TSR2,0.6575889506867028,TCF7L1A,0.7716123729989389,SI:DKEY-261M9.15,0.8078141233075469,RASL11B,0.604131179683139,SI:CH211-113A14.16,0.6395492770707593,SI:DKEY-156K2.3,0.9223159810625882,ELOVL7B,0.5503077651577266
26,IPO9,0.8312132943165607,CR318603.2,1.2205549003160785,PLEKHF1,1.1207219952587093,LEF1,0.9559709310775162,RRBP1B,0.7235286184680516,RNF213,0.8388363289519392,CR388042.3,0.6543456168408011,FSCN1A,0.7655947430174282,SI:DKEY-151G10.6,0.806963761314746,RGS20,0.6040555724491053,FP236812.2,0.6386191534495854,SI:CH73-1A9.3,0.9220769829936658,SI:DKEY-206L1.3,0.5465241341192564
27,FGFR4,0.8119159438111911,SI:CH73-46J18.5,1.2045429639641092,GRHL3,1.1194306599825536,SPRY2,0.9222570543682445,BCL2L10,0.7212551088735304,BAALC,0.8293424755714381,RPL12,0.6530451591130474,ARID1AB,0.7583292020279275,SI:CH211-222L21.1,0.8068747755626482,GADD45AA,0.5866489916744069,CA9,0.6372858490869503,SI:DKEYP-114G9.1,0.9203842066152567,MID1IP1A,0.5422813626251145
28,INSM1B,0.8064026318140972,SI:DKEYP-79B7.4,1.1905916929063756,STYK1,1.1138763341982203,VENT,0.9160558388682,RPAIN,0.7153292138221831,RNF220B,0.8241658163556531,NUDT4A,0.6518511941046552,LHX5,0.7460171903005787,SI:CH211-272F15.5,0.8066021881556517,RPS27.2,0.5825428106651097,SI:CH1073-190K2.1,0.6362110287389866,SI:DKEY-54J5.2,0.9183384578222776,CR361561.2,0.5288910973895808
29,SI:CH73-266F23.1,0.8010929806874664,SETD2,1.1830593974366246,KLF17,1.105731733321661,DRL,0.915045778829467,LASP1,0.705823980318194,PARP6A,0.8117393540491463,UQCRFS1,0.6490979567640076,FGFR4,0.7423447666842403,CCDC86,0.8012961093049829,SI:DKEY-117J14.6,0.560761475881827,RAB35,0.6301866041603204,ZGC:91910,0.9170788461931771,SI:DKEY-1D7.3,0.5224849951710202
