,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14
10,UBR5,0.931767845425773,FNIP1,1.8380713274145932,CEBPB,1.2554338806344496,GBX1,1.3020924620666252,ICE1,0.7716408308631594,PPIB,0.7277238135102068,SI:CH211-113A14.16,0.7521641182266291,NOTO,0.824286146454506,SI:DKEYP-3B12.12,0.6845587444429562,SI:DKEY-186O21.1,0.9258366425647094,ENSDART00000129497,1.0445101896863915,CASP8,0.8573695092503882,TMEM205,0.607555461930604,WDTC1,0.6205234971435538,SI:DKEY-156K2.3,0.900574644869215
11,PCM1,0.9214983938977573,NME2A,1.7671136606060314,KRT97,1.2548341962456067,ZNF503,1.2290337588783649,SI:DKEY-11O15.10,0.7638711796906817,SI:DKEY-122C11.4,0.7095380692712239,STM,0.7496153398184626,FOXD5,0.8236551033851957,SI:CH211-113A14.16,0.6798258087820191,CPE,0.9145712218054826,SI:DKEY-261M9.15,0.9894976406637749,SESN1,0.808310839402627,KAZALD2,0.6000594888386178,SI:CH211-235I11.3,0.6150547580167349,SI:DKEY-30F3.2,0.8990592440212878
12,IPO9,0.8856491999586373,HNRNPA0B,1.7353313110399917,KRT8,1.2543571557893012,APOC1,1.1447431039787348,NEK2,0.7562785571089564,SI:DKEY-5I16.2,0.7082089582778194,CLIP4,0.7463671993151,PRDM14,0.8151849486067468,SI:CH211-130H14.6,0.6781995672157639,GBP3,0.8967425057186577,SI:DKEY-108K21.21,0.9143916815516285,CDKN1A,0.7830062258535486,TAOK3A,0.5968078893356109,HNF4A,0.6124277173634163,CR391944.1,0.8877542746767745
13,KIF20A,0.8423059148237829,GPRC5BB,1.724827403850878,SI:CH211-125O16.4,1.2478101965121349,DLD,1.1233406202333263,OTX1B,0.7556635071937132,CR388042.3,0.706921443059318,SI:CH211-117M22.2,0.7426821968256045,FOXB1A,0.784022106840472,UBA52,0.6766806685789761,SLC7A8A,0.8885250295592833,SI:DKEY-261M9.11,0.9085830677140481,ZGC:64022,0.7565337731881322,SI:DKEY-221L21.2,0.5870964578434476,ZGC:113425,0.5992155607218196,BX324155.1,0.8859197342886136
14,CAPRIN2,0.8363541894392108,ZGC:173587,1.5856475826369116,CLDNB,1.2315577718061756,ZIC2A,1.1152668955462308,BOKB,0.7523535004942202,FXYD6,0.6892363717033317,TMEM258,0.7394690113735711,NET1,0.7771518030012176,KRT97,0.6619522213312047,NFKBIL1,0.8862990785882408,HIST1H4D,0.8187128702878163,EXO5,0.7294936751078812,ZGC:56231,0.5866226466600221,SI:DKEY-93M18.3,0.594853004083217,CR450785.2,0.8653357253979628
15,VED,0.8305198989955389,PON1,1.5194104459399471,FA2H,1.2253252822177958,VED,1.1113567908868551,KLF2B,0.7428446070476401,EPCAM,0.6887721726700301,SI:DKEY-23A13.4,0.7368052145693896,LFNG,0.7600693415423442,SI:DKEY-23A13.4,0.6615033380769525,SI:CH211-171H4.5,0.8729327252832743,GBGT1L4,0.7889358463331282,SLC4A2A,0.7217999933908366,SI:RP71-45K5.2,0.5667184789761447,FBXO30A,0.5907857139082104,SKP2,0.8588442038772979
16,ABCA5,0.8178826608872259,KLHL22,1.3852581935177999,ZNF185,1.2091924219555665,IM:7138239,1.1073681565656506,BMI1B,0.7367209829083984,SI:DKEY-193H7.5,0.6858808003996267,SI:CH211-194E1.8,0.7310638300165123,SOX2,0.7432311430181924,CNIH4,0.6610717448624932,KCNK4,0.871512519335045,BX324216.1,0.7616379881131101,SNX11,0.6968282635013053,UGCG,0.5597527476698879,SLC9A8,0.5872940617140069,SI:DKEYP-114G9.1,0.8501843110694958
17,KAZALD2,0.8117302750586884,NRXN1B,1.367858102908042,MGLL,1.2084725363432234,NHSL1B,1.030280247542571,ZGC:158852,0.7345988229864396,SI:DKEY-19C16.12,0.6852398470870517,PSMA4,0.7293175416459696,GSC,0.7415215239825371,RPL6,0.6591877492529187,GRB7,0.857357033274729,TRIM105,0.7613463045736706,SI:DKEY-204L11.1,0.6834538506888113,ZNF1060,0.5577466304106958,ANXA1A,0.5865798443306588,PRMT1,0.8469321011056219
18,VENT,0.798902290476363,CABZ01001464.1,1.3329322595454136,EVPLA,1.198705167561726,ATP1B3A,1.0163768248724812,WDR62,0.7218482516406619,DUT,0.6847245289679458,SI:CH211-272F15.5,0.7273210202198739,TDGF1,0.7354837223824421,FAUA,0.6555593736581524,TNFAIP8L2A,0.8472568292403432,SI:DKEY-146C18.5,0.7537237558811286,SI:CH211-239D6.2,0.6751698633545357,SI:DKEY-11O15.10,0.5477196195244876,SI:DKEY-1D7.3,0.5800578651512676,RAC1A,0.824832332596502
19,HIST1H2BA,0.7945451121952071,SI:CH211-241E1.5,1.3189799733192378,GRHL3,1.1781141284096484,SP5L,1.0017413398334114,TRIM35-29,0.717141198172958,IFI30,0.6750350728638013,RPL39,0.7196682158264224,TCF7L1A,0.7285066709994649,ZGC:158463,0.6541001810908624,BAALC,0.8417423704377374,SI:CH211-113A14.18,0.7452007572236586,IGF2A,0.6734726521314571,SI:DKEY-261J4.3,0.5409213248281146,MAL,0.5749695473617906,BX640584.2,0.8182384889361319
20,BAMBIA,0.7894998842547586,CPE,1.299386045845786,ZGC:193505,1.1713104954684537,SZL,0.9861379848073937,CLDNG,0.7056298925293573,SI:CH211-147G21.5,0.669115519401581,GTF2H5,0.7138104813114622,LRIG3,0.7180823588949553,H2AFX,0.6520787494581661,SCOCB,0.841130666180679,SI:DKEYP-14F10.3,0.7351466233536161,PLEKHN1,0.6635446480028063,HSP70L,0.5383074113608206,KIF18A,0.5719759103245822,BX901907.2,0.8067794566045828
21,PRKAR1AA,0.7804734199596459,DDC,1.2750650685961038,FTR83,1.1625952677185756,HER1,0.9792082193603142,CHD6,0.6782160689675942,OTUD4,0.6647452616839572,U1,0.7132705679528815,AMOTL2A,0.7143703136055499,SI:CH73-110P20.1,0.6500833239346434,JAKMIP2,0.8391664522814991,BX511215.1,0.7271306736383888,BCL3,0.6621207633522341,CLDND,0.5262622572413694,METTL22,0.5718496456403203,FAM78BB,0.8065091703179085
22,ULK1B,0.7766622517513446,SI:CH211-168H21.2,1.26917482445698,PLEKHF1,1.1561986524074297,HES6,0.974383860113318,CNOT4B,0.6774203094285242,SI:DKEY-97L11.1,0.6638767542238933,SI:DKEY-151G10.6,0.7131380549352376,SP5L,0.7137548598686225,CABZ01111915.1,0.6491683766533363,KCTD5,0.8212080691690763,CA9,0.7228421543412111,E2F7,0.6539929621271483,ERCC8,0.5234866819794712,CECR1A,0.5603714900470035,SI:DKEY-1D7.3,0.8060147756791233
23,KRCP,0.7699768670823756,ZNF1068,1.262277983613547,SI:DKEYP-67A8.4,1.1492006038661677,ARL4AB,0.969466825985419,FHDC3,0.6657525393766377,CR812792.1,0.6635216165723196,RPL27,0.7092429074603778,TIAM1B,0.7116548396406485,FP236812.1,0.6474563227717411,UPK1A,0.8089103795456956,RAB35,0.7203247437634578,ISG15,0.6488864756422972,NPLOC4,0.5232291257021754,CABZ01002768.2,0.5601557057483667,ZGC:91910,0.8043676694138666
24,KLF2B,0.7657876155589718,SI:DKEYP-79B7.4,1.2359870871711536,FUT9B,1.1474711303033853,MSX3,0.9675411992917533,MID1IP1L,0.6608018276814999,SI:DKEY-211G8.5,0.6558160585282664,FTL,0.7087955567218337,TCF3B,0.6756748041340652,PRDX6,0.6448696133455095,CABZ01009880.1,0.8087494403894103,SI:CH73-36P18.5,0.7130542638524396,LNX1,0.646443524775402,TULP3,0.5205198901866752,DUSP4,0.5579115158040433,WEE2,0.8036576062756045
25,POLR2A,0.7580077836088436,HUWE1,1.235459857865433,PERP,1.129405881090497,PRICKLE1B,0.9563630326375581,VAT1,0.6490885429519839,TMED9,0.655465100794102,FAM133B,0.7082763056862783,ARID1AB,0.6705661077138015,PFKFB4B,0.6444605969048189,FTR36,0.7854965974286466,SI:CH211-113A14.26,0.7032899722466364,RASL11B,0.6114636763213663,BTG4,0.5194014164699907,SPAW,0.5572748512797779,ZGC:173702,0.792231250601191
26,DPP3,0.7478678380817808,CYR61L2,1.2059957992484154,ELOVL1A,1.1191406730708902,LEF1,0.9561928135857225,PGK1,0.6441729917591007,SI:CH211-105D18.7,0.6543143743073596,LYRM2,0.7051438861082335,DACT2,0.6683464148604974,RPS2,0.6366077467489385,SI:DKEY-58J15.10,0.7823752567672279,FP236812.2,0.6922460873122209,RGS20,0.6025795961549608,CTH1,0.5173754194464555,SI:DKEYP-117H8.4,0.5562167300413362,RBM4.3,0.7760372577944603
27,HER7,0.7473238181857688,CR318603.2,1.204509799242871,FTR82,1.1056617243461806,VENT,0.9186892199899773,MYCLB,0.6405086000543084,CDKN1BB,0.6542803234653921,RPL35,0.7031956331542618,ABCA5,0.6644242810211948,RPS15A,0.6342345091982672,NCOA7,0.76574563337056,SI:CH211-113A14.16,0.6889987930261894,GADD45AA,0.5877740625809976,PCXA,0.5108260788498248,SI:CH1073-205C8.3,0.5497805282336137,TSR2,0.768796418357682
28,PALLD,0.7467684571427375,PCNT,1.1944230569440448,ZGC:153911,1.0952220402457216,SI:DKEY-261J4.5,0.8951601173392835,SI:RP71-45K5.2,0.6358991991725186,ZNF1125,0.6456390671619557,RPL12,0.7025379176098145,SI:DKEY-188C14.4,0.6629140187495488,SI:DKEY-122C11.4,0.6303635327022127,LAMC1,0.765486714016432,SI:DKEY-261M9.12,0.6563749941925171,RPS27.2,0.5816132032383077,FHDC3,0.5104073915205928,FTR82,0.5469689956462077,ZNF986,0.7675693204462176
29,LFNG,0.7394465267917844,SETD2,1.1722486314528184,KLF17,1.0945073803886005,DRL,0.8915565464685513,ANKRD12,0.6315187594504222,ZGC:173742,0.6447497871907636,RPL23,0.6994428820411478,SI:CH211-139K8.4,0.6546459245623005,ZGC:113984,0.6298418592270111,HCK,0.7647987944002423,ENSDART00000172356,0.6465417105110449,ZGC:92360,0.5566253349482312,BX511215.1,0.5091118050456225,CR361561.2,0.5449617538142465,SI:DKEY-16M19.4,0.765645108427207
