,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16
10,HSD17B2,0.5775301100579536,CYR61L2,0.4969225455905876,SI:CH211-241E1.5,0.6406711274208169,FTR36,0.5136800230964677,CU655961.2,0.6072116989527077,GBP3,0.5216391932664555,TOP1,0.5586397915379091,KLHL22,0.6075198936912991,SI:CH211-269I23.2,0.5814762945730948,CCDC186,0.5905953943123537,FTR36,0.6606215462595941,SI:CH211-217K17.9,0.5737051539712272,ZGC:173587,0.6046998362753916,LSM14B,0.5989650185757555,DCTN4,0.5869275080689204,UTP20,0.607721047077301,PLEKHM1,0.6168075801334723
11,MCHR2,0.562365861828857,HS3ST3B1B,0.48843847509733024,GBP3,0.6240603494322582,DDIT4,0.5056729534881633,GMDS,0.603262170146784,BMP7A,0.5175059065085008,ZBTB33,0.5344069104074581,POLA1,0.6039961585815182,APOC1,0.5789799554555319,PHYHIP,0.5877216562219403,MAL,0.6359506510809527,ZGC:174888,0.5679587290071618,BDP1,0.6030734362921719,SI:DKEY-261M9.17,0.5935362953672048,CABZ01066717.2,0.5835823457038986,ZGC:173856,0.6031963740466395,DDX4,0.5951548489844859
12,FOXI1,0.5616145699311234,VENT,0.4849087137510129,AKAP17A,0.6080409564247108,BX649497.2,0.5039979258253472,SI:DKEY-43F9.4,0.5988150453090498,SI:CH211-196H16.12,0.5011051654488329,PCDH1B,0.5171940940544505,ELOVL1A,0.5957037741254979,SI:DKEY-11O15.10,0.5748254723939632,TTNA,0.5874482797253198,LPCAT4,0.5967580240703588,HUWE1,0.550404619303852,LAMA1,0.5896305484745131,SOX2,0.5885339314317387,ZNF1031,0.575580549814181,RRAGA,0.5971300620909543,MAP3K4,0.59304315255104
13,PARP6A,0.560828592190327,TRIM45,0.4805503724197003,SI:CH211-113A14.26,0.5826834892337424,DEGS2,0.49981944794965033,BMP2B,0.5971530478706739,MMP17B,0.49871811597599014,BX324155.1,0.5143614781330572,PLECA,0.5947506524377753,APLNRA,0.5746146616796672,VLDLR,0.5609701796751876,FOXD5,0.5915700954826867,SI:DKEYP-3B12.6,0.550179186097271,RAB3IL1,0.5743263089078998,RN7SK,0.5838153028418483,ZGC:173587,0.5743707539136035,PKP4,0.593080339798595,SI:CH211-241E1.5,0.5835122375329629
14,SPRY2,0.5484578031944964,CERS2B,0.4802575850005423,MLXIP,0.5715683067675399,PALLD,0.49337766588637316,CDX4,0.5821042921535424,MAP3K1,0.4936691847855705,ACTL7A,0.5030358728872234,MYO3A,0.5941613229989072,LRP5,0.5682029443172074,CAMSAP2A,0.5576468328469618,SLC44A1B,0.5841430250403332,SI:DKEY-254E13.13,0.5493885441558888,ZNF1074,0.5703885327729386,NFKBIL1,0.5793363729980643,CABZ01093075.1,0.5691528382311953,LRP6,0.5672386079456795,PERP,0.580652750805097
15,DZIP1,0.5481344318186795,ZIC3,0.4688315953889038,LAMB1A,0.5608988878985112,MDM2,0.4925182450726624,SKA2,0.5785391280118162,WWP2,0.4910842682590859,UTP20,0.5005425419306658,FTH1B,0.593106409449827,SNAI2,0.5680002169347376,SI:DKEY-27I16.2,0.5522692448222709,BX901907.2,0.5780050379240688,ZGC:163030,0.5437694159462755,SLC44A1B,0.569663080018212,SI:DKEYP-115E12.6,0.5756955540811844,GBGT1L4,0.565518642447955,MAL,0.5614663668051184,ZGC:193505,0.5781810691966403
16,NME2A,0.542741607866798,CABZ01084942.1,0.4633881582707184,PRR12A,0.5581025946635422,EXD3,0.48406820303593057,CLDN11B,0.5681679598230415,WNT11,0.4905433431471006,CDC42SE1,0.49474267519059517,ITSN2B,0.5842552553042573,SP5L,0.5639128625650959,ATG2A,0.5406198916472045,PPL,0.5707184935676327,SKA2,0.539781009092267,NME2A,0.5665825473175219,LLGL1,0.5752713185247483,KIF18A,0.5631405142148548,CAPN9,0.5527336073779571,ATP6V1D,0.5554074334842192
17,SI:DKEY-261J4.3,0.5378535637825909,PRICKLE1B,0.45776181318205716,CLIC3,0.5558649012931439,SZL,0.4821039309434101,ELOVL1A,0.5613494396219906,TP53INP1,0.48766842101471725,CPE,0.4942351868864696,ALOX5B.3,0.5730233915306154,RAB35,0.5542348559137833,EML2,0.528751196017188,CNOT4B,0.5707031962876337,NDRG1B,0.5309729770086248,SI:DKEY-108K21.12,0.5618255665771285,ZGC:153911,0.5690575821926822,ZNF319,0.5598641702730862,CSF1RB,0.5514155008998664,PPL,0.5477209837371401
18,GDF3,0.5248258062642874,ZGC:91890,0.454184030547431,EFEMP2B,0.5526398501573805,GRHL3,0.47842168013777814,MMP17B,0.5567886530427285,UHRF1,0.48742110820795026,ATXN7L2A,0.4923564846759297,ZNF1065,0.5652950224892386,KLHL8,0.5517663758192786,PGPEP1,0.5276690932282553,OTUD4,0.5631508512858481,RBM27,0.530336190379617,KCNK4,0.5565825336220345,FZD8A,0.5663088807370553,TMEM131,0.5422466182405298,RBBP8NL,0.5453047409996312,TRIM105,0.5391205828851685
19,TRIM35,0.5026076946667043,CLINT1A,0.4487732545443027,SI:DKEY-149I7.2,0.5490708894464135,SESN3,0.4747328845412671,CABZ01009880.1,0.5543507859592486,ZGC:101000,0.48245226068475766,MKNK2A,0.4919860126196506,SNX11,0.5647792944811072,SI:CH211-157C3.4,0.549700204642527,BX511215.1,0.5263660905443522,KDM2AB,0.5606815265424345,SRCAP,0.5292615410163082,CAMSAP2A,0.5540893497395103,SI:DKEY-108K21.17,0.5638105160673221,BMP7A,0.5411627418922782,PRRC2A,0.545229016947168,ZNF644B,0.5345550316132772
20,RHD,0.49678767493093107,CABZ01001464.1,0.4466581954184903,NFKBIL1,0.5490483909848545,MID1IP1A,0.4739968945956414,SI:DKEY-154B15.1,0.5507928952488734,MAP7,0.4790815484020389,CAMSAP3,0.4907367986242257,FAM13A,0.5606503457283678,WASH1,0.5463231158633086,SI:DKEY-261J4.3,0.512074260726768,CLINT1A,0.5582919090508945,CHD7,0.521693593267748,TNKS1BP1,0.5493338199045105,CLUHA,0.5633903081457406,SI:DKEYP-79B7.4,0.5406120093932076,SETD2,0.5396078070161404,ZGC:171775,0.5289068738339769
21,BTG4,0.4940528725849055,POLE2,0.4456649344283181,SI:DKEY-261M9.17,0.5358919210895327,SI:CH211-276A17.5,0.47299632397888103,RASSF3,0.5451222772163004,FTR90,0.47778299645257116,TBX16,0.48670765800538185,TRIM45,0.5605189311866019,MLXIP,0.5339499752588892,SIN3AB,0.51170098561864,CC2D2A,0.5540127021764091,WDR62,0.5182325116863165,SEPSECS,0.5492368592247621,NEURL1AB,0.5618275147066557,ZGC:152652,0.5351314019400883,GDF3,0.5356697926177098,SUCO,0.5258559535390697
22,SI:CH211-69B7.6,0.4836020940184831,SI:DKEY-199K11.6,0.43704872481041596,LSM8,0.528803249950757,HIRIP3,0.4725814196805135,ADGRD1,0.5442517114546365,CNR1,0.46273074443414325,SI:CH211-113A14.10,0.4850070410235741,MUL1A,0.5535437072575523,NDUFA6,0.5330829918605086,PRRG3,0.5071382480229383,CRABP2B,0.5538975565339312,CPE,0.5120143140171678,CPE,0.5439222451376154,PCM1,0.5616809907445381,CHD8,0.5277433189245605,MAP3K1,0.5314089175097615,ZNF1125,0.5172954161927987
23,SI:DKEY-11O15.10,0.48209516079181464,GADD45BB,0.43501061890016246,NCOR2,0.5251042844670584,WRN,0.4673670814903562,FUT9B,0.5395488906014725,ENSDART00000172356,0.4608301834022504,PDCL3,0.4799779433329663,KRT18,0.5426580213445336,UBN2A,0.5221709476116646,HUWE1,0.5067080220900573,SI:DKEYP-14F10.3,0.550781476913521,FTR76,0.5103848866255217,SI:DKEYP-3B12.7,0.5314613489375604,NCOA7,0.5610685981520281,ATP6V1G1,0.5169393511980309,WDR62,0.5304115624585182,CR391944.1,0.5124931998280169
24,PTTG1IPB,0.4805675003082001,SI:CH211-217K17.9,0.43496036647008307,ITSN2B,0.5184694604236436,TADA1,0.46673184035013804,RAB34B,0.5377250280443377,AGAP1,0.4587303045532721,SI:CH211-197H24.9,0.478350991101504,CEP350,0.5370341681497504,RASGEF1BA,0.5174263548190468,RNF213,0.5058441238405915,DEGS2,0.5492867239173773,CRABP2B,0.5090466899210964,PPP1CBL,0.5229630905220419,HS3ST3B1B,0.544979564738902,WEE2,0.5161938939255458,ZNF1057,0.5287337767702042,SI:DKEY-48G21.5,0.5117452793024122
25,HCK,0.4797187847504586,PRPF8,0.4303959748993406,FGF17,0.5125444632091481,CPE,0.46208992544251215,TNFAIP8L2A,0.5275434430852279,ZGC:173705,0.4587232598213241,HIST2H3C,0.4672488136346599,ARHGEF10LB,0.5270150671066556,VPS72,0.5163279961394618,FTR76,0.5051217757841928,CASP6,0.5418252945313359,SI:DKEY-152P16.6,0.5078544906953407,ZNF1080,0.5223462309217901,CLEC3B,0.5432445785826242,ITSN2B,0.5136325364561048,RBMS2B,0.5257637236957687,ACVR1L,0.5028975241006132
26,SI:CH211-212K5.1,0.4784700374934159,GADD45GB.1,0.4294750077698586,SLC38A5B,0.5113203380952569,SUPT4H1,0.46047983943535853,ZNF1082,0.5257838840792686,PEX1,0.45470221538217714,SI:DKEY-108K21.27,0.46502331144883247,JAG1B,0.5181843174293705,ATP1B3A,0.5146533979421636,PIK3R2,0.5022332435790383,SI:DKEY-247I3.6,0.540228457749153,LASP1,0.501876310390959,SESN3,0.5218599065891922,SLC11A2,0.5376144371195799,PLEKHF1,0.513293928686366,MKNK2A,0.5252170361982303,EPS8L1,0.5022864244354146
27,ANKRD22,0.477698417374728,SI:DKEYP-75B4.7,0.4273582613652705,SLC44A1B,0.5100882504064039,KCNK4,0.45288981318296345,SFT2D1,0.5199249595658489,DDC,0.44879063060944785,ADGRE10,0.4546510001706873,ADIPOR2,0.5143022710968691,ABCA5,0.5123968842502272,ID3,0.5021222685355907,AK4,0.5324832082926394,SI:DKEY-23A13.10,0.5000702501364289,SI:CH73-266F23.1,0.5066719637425763,DUSP6,0.5367671770007068,SI:DKEY-58J15.10,0.5102241908150954,CDC34A,0.5239192520474768,SCOCB,0.4996869518232582
28,SI:CH211-113A14.15,0.47658516270233203,SOX2,0.42609241112417817,ZNF1035,0.5090933895584681,SNAI2,0.45025787895770286,RBBP8NL,0.5084241489176331,FOXI1,0.4483484764304347,BX511215.1,0.45364383928557794,MAP7,0.509116121530167,BMP4,0.5102808051433951,SLC25A51B,0.4964235282354887,SLC38A5B,0.5282842550608329,SI:DKEY-54J5.2,0.4964053395640537,SI:DKEY-108K21.14,0.5040320247067828,SCPEP1,0.536171787731697,MYO9AB,0.5035329406047337,BAALC,0.523778791325257,MED13A,0.4847610257131252
29,SI:DKEY-157L19.2,0.4740038842521992,MAP2,0.4225757926338587,ZNF609,0.5076738128426743,CR388042.3,0.4478766568524986,CAX1,0.5069498334214324,NDUFB8,0.44329762606561357,CR450785.2,0.44761329395976895,BX323023.2,0.5027460892589292,SI:DKEY-14O1.14,0.5085840036964702,ZGC:173702,0.4958159119265717,RNF157,0.520539185385055,KRT5,0.4958438593722034,SI:CH211-113A14.24,0.4983968290252944,CLDN11B,0.5239006970275342,MCM2,0.5024011514798757,ZGC:162969,0.517949494485927,KIF13BB,0.48159453027646426
