,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
10,VENT,0.9060978973204877,FNIP1,1.8438316147840057,FA2H,1.2427515020554611,GBX1,1.3372827802190588,SI:DKEY-11O15.10,0.7882930489515598,SI:CH211-171H4.5,0.9766005096970011,PRKRIP1,0.7557105632312175,SLC38A5B,0.9022113479631811,PRKRIP1,0.8863028774504829,CASP8,0.857793535352966,SI:DKEY-261M9.15,0.9578507549035078,SI:DKEY-15H14.4,0.9828177550174855,SERPINH1B,0.6135333140219434,NR0B2A,0.7353304691281901
11,KLF2B,0.9047268811744212,NME2A,1.8031591437857821,LYE,1.2324363353696242,ZNF503,1.2715748224222445,NEK2,0.7812300180595247,TNFAIP8L2A,0.9652577940504563,CLDND,0.7417319997539662,CHD,0.8966084684412067,SI:CH211-113A14.10,0.8797236395454762,SESN1,0.8155031720010384,SI:CH211-113A14.15,0.9251634735456984,MKRN4,0.9803717534908765,KAZALD2,0.6053314831540207,FGF17,0.7267845937886258
12,PCM1,0.8839670710966356,GPRC5BB,1.7514170215672658,ZGC:101000,1.2247590231297412,IM:7138239,1.155392797850861,BMI1B,0.7720351701482681,FTR36,0.9538682793900236,CPN1,0.7271606080109613,OTX1A,0.893032442477485,CLIP4,0.8790037785040457,CDKN1A,0.7940562629604416,SI:DKEY-108K21.21,0.8370295342120087,FAM78BB,0.9725089295197982,TAOK3A,0.6049821511458874,CST3,0.7020036811073839
13,CLUHA,0.8783836977923443,HNRNPA0B,1.690347085036608,CLDN23,1.2206235513207766,ZIC2A,1.145821278139932,ICE1,0.7440956457201504,CPE,0.9526093480398509,SI:DKEY-13I19.8,0.7215663255393554,SP5L,0.8901957534992918,HSP90AB1,0.8619213301284129,ZGC:64022,0.7677607137795834,SI:DKEY-261M9.11,0.8288854532362597,BX640584.2,0.9606711142563842,ADGRE10,0.5977497747500943,SI:DKEY-85K7.7,0.6882077455923422
14,BAMBIA,0.8752326152018833,ZGC:173587,1.5839071563758391,SI:CH211-125O16.4,1.218205017701312,NHSL1B,1.125754973826384,OTX1B,0.7421874222342523,CAMSAP2A,0.9317211412453077,ZGC:173742,0.7132363593772815,SI:DKEY-188C14.4,0.8845157518506418,RPL39,0.8582057597322644,SLC4A2A,0.7316873864524491,HIST1H4D,0.7808595165698395,RBM4.3,0.9560805667857454,ZGC:56231,0.5900041302286395,MTP,0.6670576930701366
15,UBR5,0.8564534904262932,PON1,1.4682053602481,MGLL,1.2143529968121158,DLD,1.1132369276867529,BOKB,0.7386714899868765,KCNK4,0.9255396753255503,GTF2H5,0.712536852441558,EFNB2A,0.8802866596703909,ZGC:113984,0.8577353001120691,EXO5,0.7294981411472996,GBGT1L4,0.774844289723538,RAC1A,0.9497446716220121,UGCG,0.5669022515440321,MAL,0.6307542390585363
16,VED,0.8533793027615165,KLHL22,1.4096534136191985,KRT8,1.2112463132162803,SP5L,1.082242660436287,WDR62,0.7275318271140789,GRB7,0.910297794216718,CDKN1BB,0.6945990906360182,PKDCCB,0.8786150246724201,RPS17,0.848584911332916,SNX11,0.7010184714651847,TRIM105,0.7571800519355064,SI:DKEY-30F3.2,0.9470358650643271,SI:DKEY-221L21.2,0.5653306998454475,CABZ01002768.2,0.6254094059607292
17,SFRP1A,0.85005545536601,CABZ01001464.1,1.360765357943184,CEBPB,1.1928605064210862,APOC1,1.056591559559675,ZGC:158852,0.7252768162401052,NFKBIL1,0.9094206117809263,IFI30,0.687720556520987,CERS2B,0.8362933230298429,U1,0.840773133106343,SI:DKEY-204L11.1,0.6963057417234342,SI:DKEY-146C18.5,0.755951541049926,SI:DKEY-156K2.3,0.9463462519971927,PCXA,0.5597888983918854,CHD,0.6247809085357151
18,ZNF995,0.8428008547759325,SI:CH211-241E1.5,1.3580659064874145,FUT9B,1.1731119940585897,VED,1.0243282524541344,TRIM35-29,0.7093797456212518,SCOCB,0.8732601135330746,GSTO2,0.6845574089697137,CDH2,0.8298546815950699,PSMA4,0.8371027554820629,IGF2A,0.6894615847955068,SI:DKEYP-14F10.3,0.7286846632456452,PRMT1,0.9438492894916903,ZNF1060,0.5577127753063823,CABZ01117575.1,0.6152652897343178
19,CAPRIN2,0.839778089031053,NRXN1B,1.3360646174495614,SI:DKEYP-67A8.4,1.17246547678092,ATP1B3A,1.001760112131797,CNOT4B,0.6985646607211902,RNF220B,0.8695726221318382,FXYD6,0.6829614976306755,KIF26AB,0.8148778650907025,SI:DKEYP-3B12.7,0.8352839279608357,E2F7,0.6753894328030373,BX324216.1,0.7053676914532205,ZNF986,0.9386128909134123,HSP70L,0.5497602108533554,LYE,0.6067899415094643
20,LFNG,0.8363578568798626,SI:CH211-168H21.2,1.29685612781759,FTR83,1.1672599987752186,PRICKLE1B,0.9881288844169064,CLDNG,0.6951620147052947,PARP6A,0.8550450372569084,DUT,0.6805588198268427,FZD8A,0.7998992024585682,UBA52,0.8350933521893438,SI:CH211-239D6.2,0.6751641946752909,BX511215.1,0.7002742616818504,CR450785.2,0.9336982665096282,MYCN,0.5484244066763926,FTR82,0.6018328214156698
21,BMP2B,0.8306976251381188,DDC,1.2883358806861414,ZGC:193505,1.1448946975818912,ARL4AB,0.9862912476109362,CHD6,0.6928543275399965,KCTD5,0.8479047488350383,EMC6,0.6752437630834816,FGFR4,0.7921954181767933,RPL27,0.8334040136908644,BCL3,0.6657858170420314,SI:CH73-36P18.5,0.6978976534001237,BIRC5B,0.9228402516927057,SI:RP71-45K5.2,0.5412479590840693,SI:DKEY-206L1.2,0.5908833456450047
22,KAZALD2,0.8149053331055279,CPE,1.2643876645380898,CLDNB,1.1405054372927972,HER1,0.9764127131181847,FHDC3,0.6885740537149687,RHD,0.8393104405206913,FTL,0.6742003982998505,SESN3,0.7869710155892689,RPL35,0.8264136417933962,PLEKHN1,0.6579576856222319,SI:CH211-113A14.18,0.6911069650654759,SI:DKEY-95P16.2,0.921952540925433,NPLOC4,0.5357079459454518,TELO2,0.5894607130885651
23,EMC1,0.8080255841388404,ZNF1068,1.262470864715121,CYT1L,1.138185637735017,SZL,0.9649341319287651,SLC25A25A,0.677388209524123,BAALC,0.8361742298523904,OTUD4,0.6713332754486806,ARID1AB,0.7859649984070598,SI:CH211-272F15.5,0.8244402152031931,ISG15,0.6544341080003259,CA9,0.6489629829580511,TBC1D13,0.9204171839681863,CDC42SE1,0.5279959788061803,SOX32,0.5804028283910468
24,MAP3K1,0.800698510715579,HUWE1,1.2551332805136797,PERP,1.1321266026268617,HES6,0.95893692021098,LPCAT4,0.665126403255433,RYR1A,0.8320794174880333,SI:DKEY-5I16.2,0.6681604267373902,EPHA2A,0.785171196613377,RPS13,0.8227326564141085,LNX1,0.651136429752254,RAB35,0.6448012413970498,SI:CH211-195B11.4,0.9189971255357597,TULP3,0.5254393893454424,TSG101A,0.5798528141450514
25,IPO9,0.7988108352589326,CYR61L2,1.2512327120946212,GRHL3,1.1286113145425598,LEF1,0.9585179022171068,MID1IP1L,0.6595033442861501,SI:DKEY-58J15.10,0.8304169484469257,CR388042.3,0.6636627189063994,LHX5,0.7784912053586827,SI:DKEY-261M9.15,0.8225721208506882,RGS20,0.6083097333879101,SI:DKEY-108K21.12,0.6439220770649442,TSR2,0.9164664095815785,CLDND,0.5229269744363971,SI:DKEY-206L1.3,0.5711605195641145
26,LRRC8C,0.784580605256676,SI:CH73-46J18.5,1.2189352330510494,CYT1,1.1214856724088673,MSX3,0.9584956315975467,VAT1,0.655998928165594,CABZ01009880.1,0.8302535969206465,RPL12,0.6610333805506153,MCM6,0.7724040317389068,ZGC:92066,0.8212765726297253,GADD45AA,0.5931828971071165,SI:CH211-113A14.26,0.6423659895813482,SI:DKEY-6D5.4,0.9079761447859419,CLDNG,0.5222855400114573,MID1IP1A,0.5682696925938685
27,AP2A1,0.7727930675141782,CR318603.2,1.2114050285417783,STYK1,1.1078790528019051,SPRY2,0.9120119333147261,DAZL,0.6541311573790999,NCOA7,0.8213811099355087,TSR2,0.6556233817918813,TCF7L1A,0.7721878037366687,SI:DKEY-108K21.12,0.818284945725407,RASL11B,0.5874895419931611,SI:CH211-113A14.16,0.6228146664288382,ZGC:91910,0.9061328889491294,SLC25A25A,0.5187158687735001,CAMSAP2A,0.5601779641768463
28,SI:DKEY-261J4.5,0.7726505539352507,SI:DKEYP-79B7.4,1.2068792342421166,ESRP1,1.1003061047456548,DRL,0.9062366635279165,GSC,0.6513658779216117,JAKMIP2,0.8109836823166712,SI:CH211-147G21.5,0.6540539051339891,ZEB1A,0.7684201334951736,SI:DKEY-16M19.4,0.8164533989645301,SI:DKEY-117J14.6,0.5654731351556829,SI:CH1073-190K2.1,0.615622856540262,WEE2,0.9026076052245848,BX511215.1,0.5158350604616232,ELOVL7B,0.5318549076711581
29,DPP3,0.7659176400738846,SETD2,1.1922826067825776,PLEKHF1,1.0955364872414326,ADGRL2A,0.9029683798875333,PGK1,0.6511193839148269,SI:CH211-178N15.1,0.8066368930603919,UQCRFS1,0.6481631565702907,SI:CH73-311H14.2,0.7264735325722886,SI:CH211-222L21.1,0.8150697313785016,RPS27.2,0.5633015786402213,FP236812.2,0.6090433064029693,SI:CH73-1A9.3,0.8871347142541621,KIF18A,0.5146612139147199,FZD7A,0.53052108863762
