,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14,Module 15,Weights 15,Module 16,Weights 16,Module 17,Weights 17
19,POLR2A,0.7946016436521445,DDC,1.249799924426961,MGLL,1.1579929966591347,ARL4AB,0.989569814497987,ZGC:173702,0.7020383617914141,HS3ST3B1B,0.6711468438160751,RPL39,0.6779606283917741,FOXB1A,0.7149327077858353,NNR,0.6580913723469983,TRIM45,0.7600457031109525,BX324216.1,0.6549286792065778,IGF2A,0.6685328453685584,UBE2V2,0.7560006277332952,SI:DKEYP-117H8.4,0.5553231563579941,BTG4,0.5417796486888151,PPL,0.549511367502913,ZGC:158852,0.6600534812015674,ANO9A,0.5731531688426773
20,DPP3,0.7778829656756762,SI:CH211-168H21.2,1.2495624143156117,GRHL3,1.1456964129861213,PRICKLE1B,0.9872042699766471,BIRC5B,0.6941949115389932,TMED9,0.6703416680143754,RPL11,0.6771473298510309,IPO9,0.7129501856752654,CABZ01111915.1,0.6554226834501601,JAG1B,0.7572502285911167,SI:DKEYP-14F10.3,0.6505988153586034,E2F7,0.6684676590342872,SI:DKEY-6D5.4,0.745500250724761,SI:DKEY-1D7.3,0.5540197245705825,CLDNG,0.5340514427615557,ALDH9A1A.2,0.547166782730666,CHD6,0.6579856409850148,DIABLOA,0.567410390676765
21,MAP3K1,0.7720269817095556,ZNF1068,1.247389255604312,ZGC:153911,1.128391489736239,SP5L,0.9807972826490617,BX640584.2,0.6941476803835783,SI:DKEYP-14F10.3,0.6700481723654648,PSMA4,0.6759336879873036,ALCAMB,0.7117467563930325,KRT97,0.6547507289180494,AFP4,0.7565445081712215,SI:CH211-113A14.18,0.6433329250094552,BCL3,0.6645075587135528,RPS18,0.7284381852665913,TARS2,0.5463967478045516,CTH1,0.5276906737125441,GBP3,0.5462695067636307,ANKRD12,0.6512188922612918,EPPK1,0.5522689632163941
22,CRABP2B,0.7717534731390421,NRXN1B,1.24339519038546,FTR83,1.1168684253230465,HES6,0.9784614759809764,ASB11,0.692136883340108,PGAM1A,0.6686584708929965,RPS17,0.6721309173234143,GSC,0.6846651758195023,SOX2,0.6514373487437953,NCOA7,0.7399212780977046,SI:DKEY-108K21.12,0.6361707460784121,SNX11,0.6573330292920462,ZGC:91910,0.7263596012452147,MAL,0.5391293188929686,FHDC3,0.5270398889262558,SI:CH211-269I23.2,0.5446710981266933,CLDNG,0.6484635638269295,CLINT1A,0.5512378509966056
23,SI:CH73-368J24.14,0.758564133892276,SI:DKEYP-79B7.4,1.209455807888964,ZNF185,1.1094172093038728,HER1,0.9755877881171847,ZNF1063,0.6832849117332772,CR361561.2,0.6680312772579461,TMEM258,0.6707007617165022,LRIG3,0.6776682386327552,SI:DKEY-23A13.4,0.6493131165719994,NRXN1B,0.7382970706853726,BX511215.1,0.6219902948609535,ISG15,0.6543077253843014,SI:DKEY-16M19.4,0.7219625781949235,ZNRF2,0.5379975509826946,SI:DKEY-221L21.2,0.5250262021842764,RNF220B,0.5389033836186422,COIL,0.6437639397218939,CABZ01064859.1,0.5476179365101435
24,KLF2B,0.758169624697293,CPE,1.153744374761702,FTR82,1.1085003835143548,MSX3,0.9654796368076323,WDR21,0.6796803948628893,EIF5,0.660736867792993,NNR,0.6627826951723301,PCDH1B,0.673871704413033,PRDX6,0.6433369249540855,NFKBIL1,0.7332893380910255,SI:CH73-275M14.1,0.6219061503593364,LNX1,0.65220029483539,SRSF1A,0.7209020754366253,SLC7A8A,0.5364293400804134,TAOK3A,0.5203255415570508,ESRP1,0.5375288964444719,DAZL,0.6419285003591374,PON1,0.5444019759797316
25,BMP2B,0.7575574169789479,CR318603.2,1.1476293140256728,PLEKHF1,1.1022099984420748,LEF1,0.9353702964564605,SPAW,0.6795103205008963,SFRP1A,0.6549539907185224,GTF2H5,0.6619190803151253,CABZ01070258.1,0.6636708357233113,RPL6,0.6430575522519352,SCOCB,0.7233061064729196,SI:DKEY-13M3.1,0.6053150467882005,RASL11B,0.6045290496721191,RAC1A,0.7192233534392989,DUSP4,0.5333176610445001,MYCN,0.5170551563323565,CCDC186,0.5348504462839145,VAT1,0.6391760995621095,SI:DKEY-234L24.10,0.5439208810639018
26,CAPRIN2,0.7528683901475246,ESF1,1.1160695827661258,ELOVL1A,1.101542905950035,SZL,0.912426120098037,ALDOAA,0.6791659812907691,SI:DKEYP-55H4.2,0.6538686832486271,SI:CH211-272F15.5,0.654512387658475,AMOTL2A,0.6593345080136723,ZGC:113984,0.640747421905478,GRB7,0.7213578614444648,SI:CH211-113A14.16,0.6022451142257947,RGS20,0.6014761918017175,ELAVL1,0.7183383655424364,CABZ01002768.2,0.5322223219019407,ZNF1060,0.5139654192059464,RAB35,0.5333803578910374,MID1IP1L,0.6371891142313811,FNIP1,0.5415276356904629
27,HER7,0.7521405985396649,HUWE1,1.1158143170051995,PERP,1.0833120908992648,SI:DKEY-261J4.5,0.9014186316943076,SI:RP71-45K5.2,0.6774185173633334,ZNF1136,0.6495438748539129,EGFRA,0.6524340107671772,SLC38A5B,0.6532232683926968,SI:CH73-110P20.1,0.6394980110086408,CABZ01009880.1,0.7180632237429287,SI:CH211-117M22.2,0.5962863257190202,GADD45AA,0.5903413300693295,SOD2,0.7132838065362124,ELP4,0.5310737812675753,HSP70L,0.5126731865915186,CABZ01064859.1,0.5297930572479341,FHDC3,0.6257437596932705,KCTD5,0.5408893946326719
28,CITED4B,0.7508432782055067,ZNF1057,1.1009456548963579,CLDNF,1.072908797718146,SPRY2,0.8975729491624541,SI:DKEYP-114G9.1,0.6758145704298248,MAP7,0.6460773767292316,RPL23,0.6510319912513132,SEPT12,0.6500053273943952,ZNF981,0.6360853950611228,CNNM1,0.7131103382188144,SI:CH73-36P18.5,0.5817764821436352,RPS27.2,0.5846212306488319,PRMT1,0.7124249293920638,KLF17,0.5309074150844355,UGCG,0.5123531425156389,DNAI2,0.5295723437376234,SLC25A25A,0.6202605427650685,JAG1B,0.54062632050086
29,HIST1H2BA,0.7456120542486533,ZNF1080,1.100902665807574,GATA3,1.070664856412588,VENT,0.8960468164673566,SI:CH211-195B11.4,0.6741193313197001,SI:DKEYP-3B12.10,0.6386656322644741,UQCRH,0.6465656406239102,ATP2A2B,0.6476766056550852,RPS15A,0.6359085977682754,LAMA1,0.7023151952392358,P4HB,0.5789985181400613,ZGC:92360,0.5514054031399991,CFL1,0.7027183336285523,TDRD7A,0.5252201916526801,RNF7,0.5014462255763188,ZNF1031,0.5202003720367342,RRBP1B,0.6169640315747423,NFKBIL1,0.5348258424733879
