,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13,Module 14,Weights 14
10,UBR5,0.9317662699192205,FNIP1,1.8380709690606123,CEBPB,1.2554338779335859,GBX1,1.3020923725218578,ICE1,0.7716406090231734,PPIB,0.7277227710608983,SI:CH211-113A14.16,0.7521645674250682,NOTO,0.8242860637739158,SI:DKEYP-3B12.12,0.6845590266663091,SI:DKEY-186O21.1,0.9258367188697186,ENSDART00000129497,1.0445102785896978,CASP8,0.857369595528376,SI:DKEY-156K2.3,0.9005761131365658,WDTC1,0.6205240503288857,TMEM205,0.6075554727051725
11,PCM1,0.921498187189026,NME2A,1.767113134546947,KRT97,1.2548340281399124,ZNF503,1.2290334827493743,SI:DKEY-11O15.10,0.7638711036144799,SI:DKEY-122C11.4,0.709538888466966,STM,0.749615886518578,FOXD5,0.823655132103881,SI:CH211-113A14.16,0.6798258827906462,CPE,0.9145716758186029,SI:DKEY-261M9.15,0.9894973244083399,SESN1,0.8083108253749857,SI:DKEY-30F3.2,0.8990602163713185,SI:CH211-235I11.3,0.615055336988222,KAZALD2,0.6000596527299312
12,IPO9,0.8856474818061565,HNRNPA0B,1.735331262730789,KRT8,1.2543570964139303,APOC1,1.1447425090335328,NEK2,0.7562785954464469,SI:DKEY-5I16.2,0.708208932889066,CLIP4,0.7463674415908287,PRDM14,0.8151842188896776,SI:CH211-130H14.6,0.6781989188604519,GBP3,0.8967428643984171,SI:DKEY-108K21.21,0.9143904354260043,CDKN1A,0.783006168487825,CR391944.1,0.8877553951907023,HNF4A,0.6124284952392683,TAOK3A,0.5968080466050821
13,KIF20A,0.8423037771441968,GPRC5BB,1.7248270094299163,SI:CH211-125O16.4,1.2478101128022143,DLD,1.1233405445149092,OTX1B,0.7556634982396803,CR388042.3,0.7069219637566078,SI:CH211-117M22.2,0.7426826105289057,FOXB1A,0.7840221540294282,UBA52,0.6766799021194465,SLC7A8A,0.8885243794648806,SI:DKEY-261M9.11,0.9085821092930638,ZGC:64022,0.7565336414983613,BX324155.1,0.8859210196164227,ZGC:113425,0.5992162090796489,SI:DKEY-221L21.2,0.5870972098379783
14,CAPRIN2,0.8363527603600579,ZGC:173587,1.5856472502718229,CLDNB,1.231557823018622,ZIC2A,1.1152664664659693,BOKB,0.7523535884638809,FXYD6,0.6892359518653524,TMEM258,0.7394692900513672,NET1,0.7771519381415578,KRT97,0.6619513794537921,NFKBIL1,0.8862991075612151,HIST1H4D,0.8187125226158027,EXO5,0.7294936624786256,CR450785.2,0.8653364312042707,SI:DKEY-93M18.3,0.5948535043692481,ZGC:56231,0.5866225251213756
15,VED,0.8305195456302215,PON1,1.519410107302599,FA2H,1.2253252050271897,VED,1.11135649300404,KLF2B,0.7428445473141376,EPCAM,0.6887723240153917,SI:DKEY-23A13.4,0.7368057116503998,LFNG,0.7600679907937574,SI:DKEY-23A13.4,0.6615030559577346,SI:CH211-171H4.5,0.8729330126239218,GBGT1L4,0.7889366196508452,SLC4A2A,0.7217999746482443,SKP2,0.8588458879672962,FBXO30A,0.5907862093677421,SI:RP71-45K5.2,0.5667187362328062
16,ABCA5,0.8178815214229987,KLHL22,1.3852579034870898,ZNF185,1.2091925021879226,IM:7138239,1.1073681293869244,BMI1B,0.7367206908890122,SI:DKEY-193H7.5,0.6858807866470149,SI:CH211-194E1.8,0.7310642987709287,SOX2,0.7432305994089865,CNIH4,0.6610717868824948,KCNK4,0.8715128767082826,BX324216.1,0.7616374687952016,SNX11,0.6968282268709715,SI:DKEYP-114G9.1,0.8501849480777781,SLC9A8,0.5872947061187409,UGCG,0.5597529566596529
17,KAZALD2,0.8117298675699361,NRXN1B,1.3678575889257065,MGLL,1.2084723485413014,NHSL1B,1.0302802288430528,ZGC:158852,0.7345992503080245,SI:DKEY-19C16.12,0.6852402601834348,PSMA4,0.7293183592858287,GSC,0.7415214132328461,RPL6,0.6591867467019981,GRB7,0.8573573829871785,TRIM105,0.7613468043733559,SI:DKEY-204L11.1,0.6834538802916017,PRMT1,0.8469340331749369,ANXA1A,0.5865805253219916,ZNF1060,0.5577474279122621
18,VENT,0.7989016164213827,CABZ01001464.1,1.3329318972004822,EVPLA,1.1987050404090394,ATP1B3A,1.0163766954549671,WDR62,0.721847991283674,DUT,0.684724481069585,SI:CH211-272F15.5,0.7273213968124864,TDGF1,0.7354829991999171,FAUA,0.6555593554228352,TNFAIP8L2A,0.8472570904840865,SI:DKEY-146C18.5,0.7537233260496868,SI:CH211-239D6.2,0.675169876587948,RAC1A,0.8248333186984325,SI:DKEY-1D7.3,0.5800586698552838,SI:DKEY-11O15.10,0.5477192143212342
19,HIST1H2BA,0.7945438088093743,SI:CH211-241E1.5,1.3189796146481274,GRHL3,1.1781139301662165,SP5L,1.0017409980000425,TRIM35-29,0.7171410315587555,IFI30,0.675035074571235,RPL39,0.7196687982336711,TCF7L1A,0.7285063370163648,ZGC:158463,0.6541003824082299,BAALC,0.8417424458852834,SI:CH211-113A14.18,0.7452001873525496,IGF2A,0.6734726439622721,BX640584.2,0.8182395907161222,MAL,0.5749704073362512,SI:DKEY-261J4.3,0.5409213739014157
20,BAMBIA,0.7894991929696313,CPE,1.2993864508536845,ZGC:193505,1.1713105777737836,SZL,0.9861375126413158,CLDNG,0.7056300158265095,SI:CH211-147G21.5,0.6691152296080469,GTF2H5,0.7138113312709137,LRIG3,0.7180817752376714,H2AFX,0.6520786113124157,SCOCB,0.8411309532244795,SI:DKEYP-14F10.3,0.7351455666597838,PLEKHN1,0.6635446142987235,BX901907.2,0.8067808502082403,KIF18A,0.571976379134977,HSP70L,0.5383071551034764
21,PRKAR1AA,0.7804739042222899,DDC,1.2750646752559391,FTR83,1.1625952342265016,HER1,0.9792080608366713,CHD6,0.6782158837622672,OTUD4,0.6647452697318327,U1,0.7132715553875205,AMOTL2A,0.714369754392895,SI:CH73-110P20.1,0.6500831735770491,JAKMIP2,0.8391664756695604,BX511215.1,0.7271303075156956,BCL3,0.6621207660469658,FAM78BB,0.8065101820389496,METTL22,0.571850048085468,CLDND,0.5262620174979901
22,ULK1B,0.7766617141425588,SI:CH211-168H21.2,1.269174463478743,PLEKHF1,1.1561984742646914,HES6,0.9743836922646566,CNOT4B,0.6774204291324722,SI:DKEY-97L11.1,0.6638773312982771,SI:DKEY-151G10.6,0.7131383848021521,SP5L,0.7137541896705781,CABZ01111915.1,0.6491674113667191,KCTD5,0.8212081488174073,CA9,0.7228421214880657,E2F7,0.653992888929599,SI:DKEY-1D7.3,0.8060156427122317,CECR1A,0.5603719077230515,ERCC8,0.5234867645345992
23,KRCP,0.7699753142431788,ZNF1068,1.262277594110349,SI:DKEYP-67A8.4,1.1492004318903613,ARL4AB,0.9694666201229634,FHDC3,0.6657525443863411,CR812792.1,0.6635219225254724,RPL27,0.7092434481811573,TIAM1B,0.7116542001246967,FP236812.1,0.6474570162674065,UPK1A,0.808910502199293,RAB35,0.7203247941506591,ISG15,0.6488864490640537,ZGC:91910,0.8043692686854778,CABZ01002768.2,0.5601562309205319,NPLOC4,0.5232293991811073
24,KLF2B,0.765786542031609,SI:DKEYP-79B7.4,1.2359869200545743,FUT9B,1.1474709209235217,MSX3,0.9675409525491705,MID1IP1L,0.6608021331355861,SI:DKEY-211G8.5,0.6558165796114156,FTL,0.7087963455598578,TCF3B,0.6756751717087178,PRDX6,0.6448695162929448,CABZ01009880.1,0.8087498029797459,SI:CH73-36P18.5,0.7130536398436609,LNX1,0.6464435474763723,WEE2,0.8036578523054887,DUSP4,0.5579120797003245,TULP3,0.5205199200413776
25,POLR2A,0.7580070264317321,HUWE1,1.2354601939204122,PERP,1.1294058441052979,PRICKLE1B,0.956363087095203,VAT1,0.6490888639766665,TMED9,0.6554651957064571,FAM133B,0.7082767929630134,ARID1AB,0.6705650722766721,PFKFB4B,0.6444606164301174,FTR36,0.7854966811026938,SI:CH211-113A14.26,0.7032894993546842,RASL11B,0.6114636929842603,ZGC:173702,0.7922322790014915,SPAW,0.5572755099234086,BTG4,0.519401228545541
26,DPP3,0.7478669148608973,CYR61L2,1.205996018374993,ELOVL1A,1.1191406744957468,LEF1,0.9561927033615796,PGK1,0.6441732170961244,SI:CH211-105D18.7,0.6543137584485015,LYRM2,0.7051442454611476,DACT2,0.6683466813458061,RPS2,0.6366071184780668,SI:DKEY-58J15.10,0.7823753596954899,FP236812.2,0.692245278211249,RGS20,0.6025795374431233,RBM4.3,0.7760390829357142,SI:DKEYP-117H8.4,0.5562170500795515,CTH1,0.5173749076698625
27,HER7,0.7473238464354159,CR318603.2,1.204509547341776,FTR82,1.10566161689563,VENT,0.9186887969660195,MYCLB,0.6405084651595219,CDKN1BB,0.6542792715962484,RPL35,0.7031961092897783,ABCA5,0.6644234467658948,RPS15A,0.6342340568551431,NCOA7,0.7657457244614182,SI:CH211-113A14.16,0.6889980206471064,GADD45AA,0.5877740291826785,TSR2,0.7687969123654675,SI:CH1073-205C8.3,0.54978095151841,PCXA,0.5108254823245474
28,PALLD,0.7467684994563132,PCNT,1.19442318020308,ZGC:153911,1.0952221593600568,SI:DKEY-261J4.5,0.8951598326432427,SI:RP71-45K5.2,0.6358994362422844,ZNF1125,0.645640148577172,RPL12,0.7025385256743483,SI:DKEY-188C14.4,0.6629133573892225,SI:DKEY-122C11.4,0.6303643516506666,LAMC1,0.7654863905909184,SI:DKEY-261M9.12,0.6563743414319945,RPS27.2,0.5816132073597675,ZNF986,0.7675705698431399,FTR82,0.5469695054834618,FHDC3,0.5104072280456277
29,LFNG,0.7394445057987578,SETD2,1.172249193421531,KLF17,1.094507193208421,DRL,0.891556289630043,ANKRD12,0.6315184576405342,ZGC:173742,0.6447492609265703,RPL23,0.6994431188053932,SI:CH211-139K8.4,0.6546452149222985,ZGC:113984,0.6298418860730611,HCK,0.7647990541565333,ENSDART00000172356,0.6465406003273261,ZGC:92360,0.5566253104936773,SI:DKEY-16M19.4,0.7656462293382805,CR361561.2,0.5449624305784765,BX511215.1,0.5091124395121138
