,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
10,VENT,0.906097880437585,FNIP1,1.843831632974096,FA2H,1.2427514951724243,GBX1,1.337282775684005,SI:DKEY-11O15.10,0.788293054744205,SI:CH211-171H4.5,0.9766005194070084,PRKRIP1,0.7557106091637047,SLC38A5B,0.9022113295362265,PRKRIP1,0.886302844979311,CASP8,0.8577935283877645,SI:DKEY-261M9.15,0.9578507976765968,SI:DKEY-15H14.4,0.9828177503067214,SERPINH1B,0.613533310990771,NR0B2A,0.7353305165843741
11,KLF2B,0.9047268717031742,NME2A,1.8031591547042578,LYE,1.232436322553648,ZNF503,1.2715748181572541,NEK2,0.781230019120915,TNFAIP8L2A,0.9652578073174202,CLDND,0.7417320219990806,CHD,0.8966085301480062,SI:CH211-113A14.10,0.8797235876541674,SESN1,0.8155031733543752,SI:CH211-113A14.15,0.9251635302405824,MKRN4,0.9803717468623987,KAZALD2,0.6053314740260768,FGF17,0.7267845902349647
12,PCM1,0.8839670656682752,GPRC5BB,1.7514170328391245,ZGC:101000,1.224759009323621,IM:7138239,1.1553927911112105,BMI1B,0.7720351706852933,FTR36,0.9538682853727044,CPN1,0.7271605862881937,OTX1A,0.8930324362878751,CLIP4,0.8790037561741504,CDKN1A,0.7940562642920772,SI:DKEY-108K21.21,0.8370296115085681,FAM78BB,0.9725089202077986,TAOK3A,0.604982151030531,CST3,0.7020037154836875
13,CLUHA,0.8783836944693136,HNRNPA0B,1.690347091404823,CLDN23,1.2206235391744398,ZIC2A,1.1458212713661777,ICE1,0.744095640247775,CPE,0.9526093626294111,SI:DKEY-13I19.8,0.721566349876662,SP5L,0.8901957778054522,HSP90AB1,0.8619213046580935,ZGC:64022,0.7677607111294438,SI:DKEY-261M9.11,0.8288854933055491,BX640584.2,0.9606711240741785,ADGRE10,0.5977497843106481,SI:DKEY-85K7.7,0.6882077708397191
14,BAMBIA,0.875232605850358,ZGC:173587,1.5839071667395963,SI:CH211-125O16.4,1.2182050070143202,NHSL1B,1.1257549709102925,OTX1B,0.7421874206599731,CAMSAP2A,0.9317211328282726,ZGC:173742,0.713236371636852,SI:DKEY-188C14.4,0.8845157841580126,RPL39,0.8582057498972092,SLC4A2A,0.7316873841867781,HIST1H4D,0.7808595598216467,RBM4.3,0.9560805495326207,ZGC:56231,0.5900041223179615,MTP,0.6670577252523865
15,UBR5,0.8564534960239563,PON1,1.4682053827787436,MGLL,1.214352987682582,DLD,1.1132369287787238,BOKB,0.7386714950504615,KCNK4,0.9255396844749088,GTF2H5,0.7125368915417231,EFNB2A,0.8802866789952302,ZGC:113984,0.8577352886170417,EXO5,0.7294981373040461,GBGT1L4,0.7748442605773948,RAC1A,0.9497446664198045,UGCG,0.5669022503171414,MAL,0.6307542471964354
16,VED,0.8533792792926458,KLHL22,1.409653416995666,KRT8,1.2112463004595526,SP5L,1.0822426695504508,WDR62,0.7275318417210274,GRB7,0.9102977933665728,CDKN1BB,0.6945991262649409,PKDCCB,0.8786150327092596,RPS17,0.8485848953472573,SNX11,0.7010184721003407,TRIM105,0.7571800597051692,SI:DKEY-30F3.2,0.9470358738007133,SI:DKEY-221L21.2,0.565330704857173,CABZ01002768.2,0.6254093989973718
17,SFRP1A,0.850055490171872,CABZ01001464.1,1.3607653580879673,CEBPB,1.1928604995138543,APOC1,1.0565915734827631,ZGC:158852,0.7252768211877546,NFKBIL1,0.9094206230315004,IFI30,0.6877205489636692,CERS2B,0.8362933258338971,U1,0.8407731195573064,SI:DKEY-204L11.1,0.6963057389738738,SI:DKEY-146C18.5,0.7559515701191442,SI:DKEY-156K2.3,0.9463462630517494,PCXA,0.5597888951163505,CHD,0.6247809268363189
18,ZNF995,0.8428008552754299,SI:CH211-241E1.5,1.3580659161357076,FUT9B,1.1731119833406072,VED,1.0243282616460654,TRIM35-29,0.7093797495032846,SCOCB,0.8732601232806468,GSTO2,0.6845574167035509,CDH2,0.8298546998668446,PSMA4,0.8371027418232045,IGF2A,0.6894615790273083,SI:DKEYP-14F10.3,0.7286847000848534,PRMT1,0.9438492890557619,ZNF1060,0.5577127798001458,CABZ01117575.1,0.6152652885861742
19,CAPRIN2,0.839778074052192,NRXN1B,1.336064617294982,SI:DKEYP-67A8.4,1.1724654652272712,ATP1B3A,1.001760117423838,CNOT4B,0.6985646786022399,RNF220B,0.8695726310002785,FXYD6,0.6829615155721227,KIF26AB,0.8148778674597161,SI:DKEYP-3B12.7,0.8352839107808373,E2F7,0.6753894318828252,BX324216.1,0.7053677445218774,ZNF986,0.9386128967734279,HSP70L,0.5497602140828712,LYE,0.6067899885425909
20,LFNG,0.8363578867153262,SI:CH211-168H21.2,1.2968561364929307,FTR83,1.1672599946521927,PRICKLE1B,0.9881288799099719,CLDNG,0.6951620224786458,PARP6A,0.8550450431301797,DUT,0.6805588390225419,FZD8A,0.7998992094954381,UBA52,0.8350933506606414,SI:CH211-239D6.2,0.6751641941043117,BX511215.1,0.7002742896079394,CR450785.2,0.9336982597567866,MYCN,0.5484243865912244,FTR82,0.6018328378265805
21,BMP2B,0.8306976227588302,DDC,1.2883358878991242,ZGC:193505,1.144894688558845,ARL4AB,0.9862912455516105,CHD6,0.6928543359806532,KCTD5,0.8479047551810429,EMC6,0.6752437884683168,FGFR4,0.7921954223653229,RPL27,0.8334040073517035,BCL3,0.665785816824804,SI:CH73-36P18.5,0.6978977093227184,BIRC5B,0.9228402362693754,SI:RP71-45K5.2,0.5412479653884531,SI:DKEY-206L1.2,0.5908833484810269
22,KAZALD2,0.8149053511575987,CPE,1.2643876676418047,CLDNB,1.1405054254636882,HER1,0.9764127128474449,FHDC3,0.6885740606499342,RHD,0.8393104536565371,FTL,0.6742004423970904,SESN3,0.7869710395055932,RPL35,0.8264136297014079,PLEKHN1,0.6579576820739381,SI:CH211-113A14.18,0.691107022223965,SI:DKEY-95P16.2,0.921952539476351,NPLOC4,0.5357079349351598,TELO2,0.5894606812468334
23,EMC1,0.8080255633055264,ZNF1068,1.2624708684446706,CYT1L,1.1381856280991998,SZL,0.9649341533662773,SLC25A25A,0.677388210431402,BAALC,0.8361742408009185,OTUD4,0.6713333081797108,ARID1AB,0.7859650035351987,SI:CH211-272F15.5,0.8244401889737055,ISG15,0.6544341084521325,CA9,0.648963006134779,TBC1D13,0.9204172002537507,CDC42SE1,0.5279959767297571,SOX32,0.5804028635341985
24,MAP3K1,0.8006985071106251,HUWE1,1.2551332888211373,PERP,1.1321265889369185,HES6,0.9589369164709648,LPCAT4,0.6651264034136899,RYR1A,0.8320794185591038,SI:DKEY-5I16.2,0.6681604259006193,EPHA2A,0.7851712058134194,RPS13,0.822732645803706,LNX1,0.6511364291861327,RAB35,0.6448012598289049,SI:CH211-195B11.4,0.9189971311562263,TULP3,0.5254393898845983,TSG101A,0.5798527773643746
25,IPO9,0.7988108305026039,CYR61L2,1.2512327293213765,GRHL3,1.1286113028540332,LEF1,0.9585179044212433,MID1IP1L,0.6595033541029984,SI:DKEY-58J15.10,0.8304169559559137,CR388042.3,0.6636627031983221,LHX5,0.7784911845241945,SI:DKEY-261M9.15,0.8225720894250713,RGS20,0.6083097341336333,SI:DKEY-108K21.12,0.6439221306474575,TSR2,0.9164663904165172,CLDND,0.5229269671255614,SI:DKEY-206L1.3,0.5711605238411014
26,LRRC8C,0.7845805904444102,SI:CH73-46J18.5,1.2189352277769134,CYT1,1.1214856708242094,MSX3,0.9584956378463164,VAT1,0.6559989280199533,CABZ01009880.1,0.8302535988059945,RPL12,0.6610334152620528,MCM6,0.7724040174259663,ZGC:92066,0.8212765576669512,GADD45AA,0.5931828966553356,SI:CH211-113A14.26,0.6423660250612809,SI:DKEY-6D5.4,0.9079761343296828,CLDNG,0.5222855338921172,MID1IP1A,0.5682697310730072
27,AP2A1,0.7727930624094683,CR318603.2,1.211405038432725,STYK1,1.1078790463686472,SPRY2,0.9120119263765107,DAZL,0.6541311498151585,NCOA7,0.821381109046876,TSR2,0.655623412220359,TCF7L1A,0.7721877939967412,SI:DKEY-108K21.12,0.818284908409786,RASL11B,0.5874895416181365,SI:CH211-113A14.16,0.6228147396942346,ZGC:91910,0.9061328782462794,SLC25A25A,0.5187158667621826,CAMSAP2A,0.560178022396568
28,SI:DKEY-261J4.5,0.7726505390469971,SI:DKEYP-79B7.4,1.2068792450335892,ESRP1,1.1003061003765604,DRL,0.9062366664930892,GSC,0.6513658716084298,JAKMIP2,0.8109836874457252,SI:CH211-147G21.5,0.6540539139614522,ZEB1A,0.7684201511469497,SI:DKEY-16M19.4,0.8164533877580797,SI:DKEY-117J14.6,0.5654731338748277,SI:CH1073-190K2.1,0.6156228540957153,WEE2,0.9026075944663139,BX511215.1,0.5158350612886673,ELOVL7B,0.5318549324336623
29,DPP3,0.7659176379294753,SETD2,1.1922826142568186,PLEKHF1,1.0955364793468818,ADGRL2A,0.9029683832743809,PGK1,0.6511193875766521,SI:CH211-178N15.1,0.8066369019341263,UQCRFS1,0.6481631720504157,SI:CH73-311H14.2,0.7264735056561852,SI:CH211-222L21.1,0.8150697211941146,RPS27.2,0.5633015795254109,FP236812.2,0.6090433753993265,SI:CH73-1A9.3,0.8871346919083771,KIF18A,0.5146612130097019,FZD7A,0.5305211075631989
