,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7
12,BX005448.2,0.9128430950986015,ZGC:173587,1.7752670933416579,EPS8L1,1.3225139218987048,IM:7138239,1.1695268001739456,ZGC:158852,0.9016478798479042,RHD,0.958091769701468,EIF5,0.9820010110075538,LFNG,0.7355195894052626
13,CR391944.1,0.9046201977332808,NME2A,1.6356776479313466,ZNF185,1.2991455427260061,DLD,1.1292517697975621,DDX4,0.8982542136489025,SI:CH211-171H4.5,0.9508967714143113,DUT,0.9664921229160781,RGS3B,0.7340994518143813
14,SI:DKEY-30F3.2,0.9006991148368456,GPRC5BB,1.6224632148084561,CLDN23,1.2800165083222468,ZIC2A,1.070487756396148,SKA2,0.8948334759453596,LAMC1,0.9240974735728499,FTL,0.963962192483453,ZIC2B,0.7248519946068713
15,FAM78BB,0.9002402240211044,HUWE1,1.4778239345166626,ZGC:193505,1.2699903959097985,NHSL1B,1.064327005703919,SI:RP71-45K5.2,0.8880711827176968,HSD17B2,0.9200829256663149,KIAA0101,0.9617948097065483,PFKFB4B,0.7136045673170087
16,BIRC5B,0.8996818672130901,KLHL22,1.367689051788986,FTR83,1.2516704977560955,ATP1B3A,1.054133199204481,FHDC3,0.8722047842438947,SI:CH211-178N15.1,0.9136164113400776,RPL12,0.96056353069489,PKDCCB,0.7134956006049332
17,RAC1A,0.8973774268879356,NRXN1B,1.355731640955139,KLF17,1.25059776873422,PRICKLE1B,1.0143847431787645,NEK2,0.8317763525343326,SI:DKEY-58J15.10,0.9115691580840698,STM,0.9589398627837378,PCDH1B,0.7127540804257576
18,BX324155.1,0.8922733550913894,PON1,1.340077787027971,FA2H,1.2404986311561363,HES6,1.0089700067475655,SI:DKEY-163F14.5,0.8235348928237236,PARP6A,0.8868953296925964,SI:DKEY-234I14.20,0.9554865390040069,OTX1A,0.7092609856612818
19,DDX17,0.8843666880195686,CABZ01001464.1,1.3236265820263293,EVPLA,1.2313919304913359,APOC1,1.0083450534313838,ANKRD12,0.819226622236749,NCOA7,0.8866745090249192,SI:CH211-194E1.8,0.9535983630642472,CX43.4,0.7090138768597907
20,WEE2,0.8788889730546544,CPE,1.3108066414296506,SI:DKEYP-67A8.4,1.2237825533232398,HER1,1.0002075205895435,ZGC:56231,0.812949436159429,BX546500.1,0.880606709821871,SI:CH211-113A14.16,0.9534680189350324,ZGC:163040,0.7041174557915411
21,SI:DKEY-221L21.2,0.8716869979052765,CYR61L2,1.2698006793196517,FUT9B,1.2142184077840097,SP5L,0.9810007613508017,LPCAT4,0.806656237964192,RNF213,0.8777704276086563,SI:DKEY-261M9.17,0.9476644325677285,SI:CH1073-80I24.3,0.7031076436552252
22,ADGRE10,0.8711806878458532,SETD2,1.221826399172851,MGLL,1.2136541544862103,VED,0.9737303406890417,RPAIN,0.8035792891141125,RYR1A,0.8694207390144242,U1,0.9454108946968588,TCF7L1A,0.7029727826582888
23,SI:DKEY-1D7.3,0.8709264528140404,MLXIP,1.2125395181930243,GRHL3,1.2045081206430017,MSX3,0.9500517533405365,BOKB,0.7994953764691689,PDLIM5A,0.8621951423225005,SI:DKEYP-3B12.10,0.9421857377255234,H2AFX,0.6912530878375974
24,ZGC:91910,0.8705783712154553,SI:CH211-241E1.5,1.2100703956841359,CLDNB,1.1939305989165445,LEF1,0.9437499459396478,MAP7,0.7944759768063466,JAKMIP2,0.8556131925293108,CLIP4,0.9316553623490355,KIF26AB,0.6890111160206889
25,SUPT4H1,0.870246513655587,SI:CH73-46J18.5,1.2051659063280484,FTR82,1.1922245209250055,ARL4AB,0.93317340471852,CNOT4B,0.7791077184012826,ZNF644B,0.8553002868825076,CDKN1BB,0.9310242660572114,ADD3B,0.6881086576906738
26,ZNF986,0.8686536982570504,ZNF1068,1.1949453623995956,PLEKHF1,1.1691421427820186,LAMB1A,0.8994787221801325,ZGC:77112,0.7732359031543279,CSF1RB,0.8538891910334254,SI:CH211-113A14.10,0.9188593446119333,ZNF319,0.6870804930197475
27,THY1,0.8671268778139853,ZNF1057,1.1878295971800301,ZGC:153911,1.164058664385014,WNT8A,0.8959027093297798,PGK1,0.7718128328737437,CAMSAP2A,0.8509796551661122,SI:CH1073-190K2.1,0.9139752824311822,CDH2,0.6865197723203788
28,PRMT1,0.8636903424461686,CHD7,1.1795217067618766,CYT1L,1.1583325844508017,SI:CH211-279M15.1,0.8933973779130479,GRA,0.7679756544911679,KLHL22,0.8468345934630098,SI:CH211-7C8.2,0.9075835079752222,FSCN1A,0.6807346717355903
29,SKP2,0.8561002935515349,POLR2A,1.1793939904423545,PERP,1.146201507780631,SZL,0.8919913136310338,MKNK2A,0.7633418339067944,BAALC,0.8447943644105239,SI:CH1073-159D7.7,0.9072143323683043,ALCAMB,0.6778753223956947
