,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9
10,ZNF1060,0.9466775743986712,FNIP1,1.7728916266566068,KRT97,1.313146332033941,GBX1,1.2884375914269715,ANKRD12,0.8870014418677045,CPE,1.0049685410695675,GTF2H5,0.9557179649268649,SI:DKEY-23A13.15,0.8276439325663731,SI:DKEY-108K21.27,0.727672516073762,TP53INP1,0.8168701635416304
11,SI:DKEY-30F3.2,0.9293695777675319,HNRNPA0B,1.7669793383097447,KRT8,1.302681172190587,ZNF503,1.2258556678064154,CLDNG,0.870239534582565,HSD17B2,0.9986696609984239,SI:DKEY-108K21.12,0.9522039443402605,FOXB1A,0.8123174139874726,SLC38A3B,0.7240917626716613,ZGC:64022,0.7973645995429272
12,CR391944.1,0.9133756570952944,ZGC:173587,1.7510775558844702,EPS8L1,1.2986815609072595,IM:7138239,1.1584055535502427,BMI1B,0.8575883101083682,SYNGAP1A,0.9676413020435045,SI:DKEY-234I14.20,0.9392093475908183,SI:CH211-113A14.10,0.8060781472449524,SI:CH211-222L21.1,0.7196384516614642,SESN1,0.7737838550029201
13,BX324155.1,0.9130337000946559,NME2A,1.6453367792085893,CLDN23,1.2668314534518337,DLD,1.0995285871065148,BOKB,0.8497434385364137,RHD,0.9608666107885632,RPL12,0.9247606171079585,SI:CH211-113A14.24,0.8016732198009794,LHX5,0.7154124778844084,CDKN1A,0.7455944198276748
14,CR450785.2,0.9107725286559176,GPRC5BB,1.6370995260050691,ZNF185,1.2614033801508506,ZIC2A,1.0750047715850297,MAP7,0.8188031756776556,SI:CH211-171H4.5,0.9585341166076615,STM,0.9233204627071095,AMOTL2A,0.767261903621083,H2AFX,0.6989040850364381,SLC4A2A,0.7377981988251644
15,ZNF1040,0.9089944575519118,HUWE1,1.4411321758068718,FA2H,1.2575794738372872,NHSL1B,1.0576455250100412,SLC25A25A,0.8123066157107742,RNF213,0.9520653969914005,FTL,0.9110179535105303,ENSDART00000129497,0.75081406686077,ADD3B,0.6945865856975787,EXO5,0.7310949958295777
16,RAC1A,0.8993350085657116,CABZ01001464.1,1.338183503705525,ZGC:193505,1.2484721832756458,ATP1B3A,1.0309725223458137,MID1IP1L,0.8082093255206386,SI:DKEY-58J15.10,0.9453600310423533,SI:CH211-194E1.8,0.9079740592880596,DACT2,0.737140160690253,SLC38A5B,0.6913203742681563,PLEKHN1,0.7268971725333205
17,WEE2,0.8917089499222378,PON1,1.3358105804048932,FTR83,1.2324442791983399,APOC1,1.0270303442366657,OTX1B,0.7967750014668382,BX546500.1,0.9232556102254112,KIAA0101,0.9048371959221123,FSCN1A,0.7280303571942014,FAUA,0.68468679264988,IGF2A,0.7026539744816342
18,FAM78BB,0.8862244801117739,KLHL22,1.3333344470798119,MGLL,1.2309063196253611,HES6,1.0229390602475084,CHD6,0.7887917858261715,SI:CH211-178N15.1,0.9171146711165798,DUT,0.9033156898565087,IER2,0.7082801651523447,POLR3GLA,0.6798319409090992,E2F7,0.6775270664062066
19,ADGRE10,0.8841299390280625,NRXN1B,1.3031943462313864,EVPLA,1.2163774704778891,PRICKLE1B,1.0193893275180337,SI:DKEY-261J4.3,0.7792135522070965,JAKMIP2,0.914380136857131,ZGC:158463,0.902863264552336,TDGF1,0.7063710329357631,SI:DKEY-16M19.4,0.6796075645792328,SI:DKEY-204L11.1,0.6722870789363742
20,ZNF986,0.8806370106906806,CPE,1.271453424263313,SI:DKEYP-67A8.4,1.208428074415252,HER1,1.0045500260081204,RGS14A,0.7750046446217882,CAMSAP2A,0.9073712020416835,U1,0.8837851182706751,SI:CH211-113A14.15,0.6786184290612755,MCM6,0.6790587041069753,RASL11B,0.6696687384414997
21,SKP2,0.8788580083589033,CYR61L2,1.2532101813850764,KLF17,1.2081706450748542,VED,0.9920290173060448,KLF2B,0.7739372939940604,LAMC1,0.886741323009109,CLIP4,0.8788120396030282,ZGC:163077,0.6755768073120095,ZGC:163040,0.6720954775130391,FOXI1,0.6692441021626486
22,PRMT1,0.8751391868717364,SI:CH211-241E1.5,1.2337241828503047,CLDNB,1.1975851532695427,SP5L,0.9708745796674552,ZGC:56231,0.7709226377081405,ZNF644B,0.8792104329662787,CDKN1BB,0.8766759945263831,ZEB1A,0.6654607976155,SI:ZFOS-44A5.1,0.6690116667574234,SI:CH211-239D6.2,0.6544686023322362
23,ZGC:91910,0.8748196784681778,SETD2,1.2088059816757295,FUT9B,1.176552941546905,MSX3,0.9685095436507786,ZGC:158852,0.7641069734550759,NCOA7,0.8787322133607914,SI:DKEY-48G21.5,0.8746070184544216,SI:CH1073-159D7.7,0.6620248244942343,PFKFB4B,0.6675099731441337,BCL3,0.638024576024506
24,SUPT4H1,0.8734513472568634,SI:CH73-46J18.5,1.2037425892182145,FTR82,1.1750424861504731,LEF1,0.9336329882394612,DRL,0.7508522499347988,CABZ01009880.1,0.8728713239063862,SI:CH211-7C8.2,0.8740661425668284,GSC,0.6571072340744193,RPS15A,0.6667720182829079,ISG15,0.630647795303587
25,DDX17,0.8678068572595931,ZNF1057,1.1988612706017683,GRHL3,1.1685077343674535,LAMB1A,0.9167476177453734,PCM1,0.7479699382300955,GRNAS,0.8716686038950275,TOP1L,0.8663406337130295,RASGEF1BA,0.6377678428137673,RPS2,0.6656240343284109,RPS27.2,0.6289713527069054
26,FKBP7,0.8660409406299007,ZNF1068,1.1982361646673358,PLEKHF1,1.1556402424170533,ARL4AB,0.9150667633299698,DDX4,0.7411752525257557,CSF1RB,0.8644293190987685,SI:CH211-113A14.16,0.8656549538036263,DDIT4,0.6147905528011833,PKDCCB,0.6593429373231048,RGS20,0.6248430190826771
27,BIRC5B,0.863217466890724,MLXIP,1.1977825389621484,ZGC:153911,1.1492760785112706,SZL,0.9130514262174605,TAOK3A,0.7283595611155468,PARP6A,0.8625594950724828,SI:CH1073-190K2.1,0.8651718111247625,SI:DKEYP-114G9.1,0.6126513476748245,SI:CH211-113A14.25,0.6575499031945596,LNX1,0.6183475080756876
28,THY1,0.858221752800178,CHD7,1.1534627433860152,PERP,1.1389214685696876,WNT8A,0.894988193899773,BDP1,0.7275246114220589,PHYHIP,0.856666796995051,C1QB,0.8627891027446415,ZGC:165555,0.6113191995535421,LFNG,0.6575097242149718,SNX11,0.6141036210076362
29,ASB11,0.8557393830077058,DDC,1.1522639874727614,CYT1L,1.1280948832743627,VENT,0.8948804500454636,NCOR2,0.7252683745795071,BAALC,0.8527471699001666,EPCAM,0.8542783925276048,SI:CH211-113A14.18,0.6095461125126602,ZNF319,0.6574921083764178,GADD45AA,0.5766312114332541
