,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7
13,CR391944.1,0.9046203620173944,NME2A,1.6356777880412159,ZNF185,1.2991455556745506,DLD,1.1292517949727336,DDX4,0.8982541760084773,SI:CH211-171H4.5,0.9508967706299216,DUT,0.9664922516097181,RGS3B,0.7340992823216936
14,SI:DKEY-30F3.2,0.9006992664593293,GPRC5BB,1.6224633452078536,CLDN23,1.2800165249587332,ZIC2A,1.0704877845447807,SKA2,0.8948334868996061,LAMC1,0.9240974913121938,FTL,0.9639623030474747,ZIC2B,0.7248518054149486
15,FAM78BB,0.9002403424074262,HUWE1,1.477823963808893,ZGC:193505,1.2699903980867215,NHSL1B,1.0643270579382116,SI:RP71-45K5.2,0.8880711498521451,HSD17B2,0.9200829373457258,KIAA0101,0.9617949092487441,PFKFB4B,0.7136043601965756
16,BIRC5B,0.899681904471927,KLHL22,1.3676891320695435,FTR83,1.2516705048954717,ATP1B3A,1.0541331774032512,FHDC3,0.8722047837566809,SI:CH211-178N15.1,0.9136164233777918,RPL12,0.9605636443172625,PKDCCB,0.7134956790339129
17,RAC1A,0.8973775669726443,NRXN1B,1.3557317120563168,KLF17,1.2505977793761012,PRICKLE1B,1.014384734651766,NEK2,0.8317763489888242,SI:DKEY-58J15.10,0.9115691769388962,STM,0.958939938241124,PCDH1B,0.7127541111532928
18,BX324155.1,0.8922734943609977,PON1,1.3400778775867432,FA2H,1.2404986325448684,HES6,1.0089699632011229,SI:DKEY-163F14.5,0.8235348533805378,PARP6A,0.8868953371603497,SI:DKEY-234I14.20,0.9554866332426449,OTX1A,0.7092611852721348
19,DDX17,0.8843668097277116,CABZ01001464.1,1.3236266748703385,EVPLA,1.2313919340406765,APOC1,1.0083449788247187,ANKRD12,0.8192266240811985,NCOA7,0.8866745156135589,SI:CH211-194E1.8,0.9535984810233495,CX43.4,0.7090136864504218
20,WEE2,0.8788890746308687,CPE,1.3108066875084021,SI:DKEYP-67A8.4,1.2237825760738796,HER1,1.0002075320136465,ZGC:56231,0.8129494565482809,BX546500.1,0.8806066393982769,SI:CH211-113A14.16,0.9534681703223601,ZGC:163040,0.7041173056467359
21,SI:DKEY-221L21.2,0.8716869921640741,CYR61L2,1.2698007673712801,FUT9B,1.2142184172110027,SP5L,0.9810008320127536,LPCAT4,0.806656248656608,RNF213,0.8777704475104653,SI:DKEY-261M9.17,0.9476646632536777,SI:CH1073-80I24.3,0.7031075389742981
22,ADGRE10,0.871180824714725,SETD2,1.2218264797839982,MGLL,1.2136541843977973,VED,0.9737302936048465,RPAIN,0.8035792575952074,RYR1A,0.8694207443297919,U1,0.9454109623212154,TCF7L1A,0.702972755150797
23,SI:DKEY-1D7.3,0.8709265446095692,MLXIP,1.212539587429679,GRHL3,1.2045081291215969,MSX3,0.9500517585473461,BOKB,0.79949538189359,PDLIM5A,0.8621951481561624,SI:DKEYP-3B12.10,0.9421859172565896,H2AFX,0.6912528835276297
24,ZGC:91910,0.8705785178860915,SI:CH211-241E1.5,1.2100704954811319,CLDNB,1.193930608046203,LEF1,0.9437499476856798,MAP7,0.7944759613907544,JAKMIP2,0.8556131820871331,CLIP4,0.9316554607967639,KIF26AB,0.6890111607906653
25,SUPT4H1,0.8702466111852561,SI:CH73-46J18.5,1.2051659653569713,FTR82,1.1922245386996748,ARL4AB,0.9331733833274545,CNOT4B,0.7791077466187445,ZNF644B,0.855300267248555,CDKN1BB,0.9310243806065798,ADD3B,0.6881084902454597
26,ZNF986,0.8686538098767537,ZNF1068,1.1949454219481697,PLEKHF1,1.1691421561320445,LAMB1A,0.8994787502189123,ZGC:77112,0.7732358727888338,CSF1RB,0.8538892145229593,SI:CH211-113A14.10,0.9188595267846358,ZNF319,0.6870804829901588
27,THY1,0.8671269532258022,ZNF1057,1.1878295918023745,ZGC:153911,1.1640586764896983,WNT8A,0.8959027036506211,PGK1,0.7718128233037344,CAMSAP2A,0.8509796444364269,SI:CH1073-190K2.1,0.913975388818727,CDH2,0.6865198981035252
28,PRMT1,0.8636904589401875,CHD7,1.179521747860281,CYT1L,1.1583325892793754,SI:CH211-279M15.1,0.8933974465979639,GRA,0.7679756420533669,KLHL22,0.8468346009142866,SI:CH211-7C8.2,0.9075836183567707,FSCN1A,0.6807346848375195
29,SKP2,0.8561004501244089,POLR2A,1.179394042543804,PERP,1.1462015192181805,SZL,0.89199133308223,MKNK2A,0.7633418169756823,BAALC,0.8447943581349615,SI:CH1073-159D7.7,0.9072144893678412,ALCAMB,0.6778751340441541
