,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6
13,ITSN2B,0.6685433072460635,CSF1RB,0.5485768691897608,AXIN2,0.5710274580963074,CLDN11B,0.6607504540445763,ABCA5,0.6008443373816547,TFAP2C,0.5976066922210056,ZNF999,0.7541659391671804
14,ZGC:86764,0.6649569663230522,VPS13A,0.5480253530852214,KMT2CA,0.5652785151308933,CSF1RB,0.6588460410054171,SI:CH211-235I11.3,0.5933946082770637,ARID3A,0.5719785050410073,HUWE1,0.7514387742521111
15,DEGS2,0.6501160084709772,SETD2,0.5396239710359696,RIPK4,0.5624557936736997,CR318603.2,0.6559617669322597,GADD45BA,0.5925420923925364,ZC3H18,0.5706554050341398,AKAP17A,0.7491551093055155
16,TCF3B,0.6450100196843074,SI:DKEYP-75B4.7,0.5379470802600425,ZNF1035,0.5572784411940657,AL627305.1,0.6411384150059384,CYR61L2,0.5898490028136067,ZGC:173587,0.5648151251573854,SNAI2,0.7475383689585389
17,CEBPB,0.6441573931232497,SI:DKEY-122C11.4,0.5356735210371393,CERS2B,0.5570566602145758,RBM27,0.6347975630114385,SULT6B1,0.5853224827765102,PON1,0.5598822969074192,MAP3K4,0.7439656669056282
18,CAMSAP2A,0.6426750431003937,NEDD4A,0.5197995217443645,MLXIP,0.5566648328941101,TIFA,0.6236631939787044,NANOS3,0.5824502484983021,SI:CH211-196P9.1,0.5531263021455165,HIRIP3,0.7366203382158671
19,GRB7,0.6418824302670384,ESRP1,0.5189076746042478,LAMC1,0.5511951279517691,ACTL7A,0.6133122409547663,SI:DKEY-269O24.6,0.5780159813648066,CDKN1BB,0.5508836048744095,NME2A,0.7360968622393779
20,KLHL22,0.638730565339392,ZNF1031,0.5172710424800906,CFD,0.548000833125973,NME2A,0.6055254857268458,TOP1,0.5752792289362184,BMP4,0.5508771029301878,SI:DKEYP-115E12.6,0.732449830564036
21,SI:CABZ01016011.2,0.6365833918420419,GBP3,0.5149862854811058,GOLGA4,0.5451389879093945,VPS13A,0.6034279396536846,ZNF1057,0.5693518597346025,SI:CH211-279M15.1,0.549322888261,SLC35A4,0.7319915823344646
22,CERS2B,0.6227312809675134,MAP2,0.5139697664375842,COPZ2,0.541478429475579,ZNF292B,0.6022525359982942,DNAI2,0.5682580195612845,MLXIP,0.5437495764243699,CDK13,0.728772289521953
23,MKI67,0.6210706932100281,ZNF1044,0.5025237925965621,TRIB3,0.541106706173352,WDR62,0.5951031706455601,SI:CH211-185A18.2,0.560442093611369,CHD8,0.5421907528251023,HSD17B12A,0.7272697995711975
24,TNFAIP8L2A,0.6206572095727368,MYLK4B,0.5019488660639008,AP2A1,0.5400778028017309,MCHR2,0.5948268283073294,SI:CH211-170D8.2,0.5600236471099274,EAF2,0.5388207380281712,KMT2CA,0.7271882914801762
25,MLXIP,0.6143455651755311,NEURL1AB,0.49870354700564695,PPIL1,0.5395844388521979,VPS72,0.5923495767377696,CLDNE,0.5569847567118195,SI:CH211-276C2.4,0.5373954798818988,MIDN,0.7235860600806463
26,FAM13A,0.6112087632590183,ZIC3,0.49520350015114434,BIRC5B,0.5304463171771646,NFKBIL1,0.5921622433557349,LYRM1,0.5564278369052371,ZGC:163077,0.5352455397763346,SI:DKEY-206L1.2,0.7096991726688965
27,RAB35,0.6102576199273279,MCHR2,0.4938929499195099,SI:CH211-113A14.15,0.529976369091413,SI:CH73-46J18.5,0.5920953477250056,SI:CH211-190K17.31,0.555797000907065,MAPKBP1,0.5347704872538341,ALCAMB,0.7080844865514891
28,ELOVL7B,0.6092699701028247,KRT18,0.49031732507316095,PKP4,0.5240341452837433,KRCP,0.5877458184626778,HCK,0.5556490182940027,PCDH18B,0.5346721026574278,U1,0.7076647109785891
29,SI:DKEY-23A13.15,0.5954876638572861,SI:DKEY-6D5.4,0.4901132777246233,SIN3AB,0.5205392542225967,FAM78BB,0.5866352431379301,CNOT1,0.553093494357495,CLDNE,0.5325159047297884,UBR5,0.7067435453161736
