,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9
13,SI:DKEY-261M9.17,0.6541854375338985,VPS13A,0.5054785674087375,GADD45BA,0.5996214834885227,MCHR2,0.5908475143147678,SI:CH211-196P9.1,0.546539616107961,CFD,0.5526459565125945,RBM27,0.635439848238849,PRCC,0.6580203783492495,RGCC,0.6296141593846852,RASGEF1BA,0.6386411644929658
14,PPIAB,0.6344963638906049,ESRP1,0.49502097448290017,SI:CH211-235I11.3,0.5928965923685917,SI:DKEY-176F19.6,0.5768789504310212,PON1,0.5461297902183738,AXIN2,0.5437575138992072,CR361561.2,0.6255231948318906,SI:DKEYP-115E12.6,0.6531403576491188,FAM13A,0.6165699209467012,KCTD5,0.6290400750279024
15,KRT4,0.6259979342183027,SI:DKEY-122C11.4,0.49472024186856545,DNAI2,0.581025359935866,SI:DKEYP-75B4.7,0.5760728233037938,CHD6,0.5350216140228273,LAMC1,0.5405409687025036,SI:DKEY-254E13.13,0.6230082930454117,DCTN4,0.6452696088638871,RAB35,0.6094803559313119,WNT11,0.6254132850638363
16,WDR77,0.6222283580226811,CSF1RB,0.4923180521537844,SULT6B1,0.5789491072219723,ASPM,0.5712730923606057,TFAP2C,0.5280482191449096,KMT2CA,0.5379176460960964,SI:DKEY-47K16.4,0.6123889077758686,TA,0.6434339538811671,GRB7,0.6072633320480055,ADPRM,0.6098837499172906
17,GBP3,0.6196832479382132,HUWE1,0.48958620690024945,PKNOX1.1,0.5742530539602517,PGAM1A,0.5675482802337365,MAPKBP1,0.5244106271658766,MLXIP,0.532763688549537,HER7,0.6076599522444212,SCOCB,0.6389411010871342,SI:CH211-267E7.11,0.6046871574352277,ZGC:158852,0.594354599615435
18,PAN2,0.6173006398443491,SETD2,0.4894694374417282,FTR82,0.5691050527318716,SI:CH211-268B13.3,0.5569466939059183,RBBP8NL,0.5207388192465048,COPZ2,0.5327564854711058,MLXIP,0.606885871606565,SNAI2,0.6271573621532944,ITSN2B,0.5931929581056709,PSMD10,0.5934690133546751
19,LAMC1,0.6095676414218021,PPP1CBL,0.48070371495197134,SI:CH211-190K17.31,0.559810441600775,SI:DKEY-13I19.8,0.5561287177312088,ZC3H18,0.5206350218246963,BIRC5B,0.532196212832461,CLUHA,0.6038217932503401,PVRL3B,0.6259911471707263,CAMSAP2A,0.5925149324249585,POLR2A,0.5890009632676477
20,CLDN11B,0.6065529180997477,SI:DKEY-6D5.4,0.4777012547148924,ZNF1057,0.5552694035988216,EPHA2A,0.5545970966360365,ZGC:163077,0.5150808537538287,TRIB3,0.532029342908911,ZGC:163077,0.6006588528133421,KRT5,0.6206764098843274,CERS2B,0.5864945499045023,ZNF1099,0.5848381922885012
21,CIARTA,0.603743978295434,KLHL8,0.4750112939971493,CLDNE,0.5528875215451429,NFKBIL1,0.554185702551861,SI:CH211-279M15.1,0.5070881371936374,GOLGA4,0.528660485061299,PRICKLE1B,0.599451169601799,PON1,0.6196178770192676,TCF3B,0.5850389624906537,DUPD1,0.5585997397318463
22,ZGC:173587,0.6036021988399041,BDP1,0.4741828665028667,NANOS3,0.5396198245965741,RN7SK,0.5537159725695885,PCDH18B,0.5049119159287173,AP2A1,0.5262744478246203,ALOX5B.3,0.597040484251885,ZNF1068,0.6189757803898862,SI:DKEY-261L7.2,0.5834959557116494,SI:DKEYP-115E12.6,0.5545603708337479
23,CAPRIN2,0.6030078551429028,ZNF1044,0.46972609445840163,SI:CH211-113A14.24,0.5393923661713412,SI:ZFOS-44A5.1,0.5450938271816799,SI:CH211-221J21.3,0.5046636196978214,RIPK4,0.5243550677163032,CPE,0.5936972338238554,HUWE1,0.6167513588744411,SI:CH211-196H16.12,0.5719421121635382,AGRP2,0.5522001289175066
24,SUCO,0.6021241618574512,GBP3,0.4685876421234328,SI:DKEY-269O24.6,0.5384808498653717,VWA8,0.5447197780840299,MCM6,0.5025810363508493,SI:CH211-113A14.15,0.5200575991031702,EPPK1,0.5919893953740349,POLR2A,0.6132571502780676,MAP3K1,0.5690540182206372,DAZAP2,0.5469752338279288
25,SI:DKEYP-79B7.4,0.6016284800218193,SI:CH211-14A11.5,0.4652387677459462,SI:CH211-185A18.2,0.5384472345882542,CABZ01064859.1,0.5432406983956477,ATXN7L2A,0.5011731124508627,CERS2B,0.5155424278027353,CRLS1,0.5867531759204337,SLC44A1B,0.609087719346793,MKI67,0.5602386966811272,CDK13,0.5450008189643136
26,ZNF981,0.5972789053565345,MAP2,0.4646773164666977,ZEB1A,0.5333542415060618,ZNF1060,0.5381780638252867,ANKRD30B,0.4996559082683764,PPIL1,0.5141463526776272,SI:DKEY-108K21.14,0.5852019408797366,KMT2CA,0.6064838089646925,IPO9,0.5540212186211921,CBFA2T2,0.5429549519876281
27,ANO9,0.5897394917305158,NEDD4A,0.4646645331695984,PLEKHF1,0.5329064113997233,MSX1B,0.536479085830013,ARID3A,0.4992395344850517,PKP4,0.513721772558561,ACTL7A,0.5801444528153912,MIEF2,0.6062435346938506,TNFAIP8L2A,0.5519339265764924,ZGC:163077,0.5417836311451872
28,FNIP1,0.5869610673121879,BMI1B,0.46266918770015425,SI:CH211-125O16.4,0.5321878958080967,BTG4,0.5332902430794267,BMP4,0.49856684955459607,SIN3AB,0.5131319545879665,TOP1,0.5778558257086525,CLDNG,0.6049588406632771,SI:CABZ01016011.2,0.550786497696112,SFRP1A,0.5415371620180581
29,PDXDC1,0.5821228889624808,APLNRA,0.4626611798989187,SI:DKEY-234L24.10,0.5317688306149414,TCF3B,0.5329551084651402,CDKN1BB,0.49852687156584174,KLF17,0.5082433876458365,MAL,0.5710519772406489,HSP90AA1.2,0.6045758370552369,ZGC:111868,0.5445905757622145,SOX2,0.5404994656733949
