,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12
10,TFAP2C,0.907087526363752,FNIP1,1.8290921073368065,CEBPB,1.2876752419990207,GBX1,1.2797757366473532,DDX4,0.8255403307174584,ZGC:173742,0.7221539063720583,PRKRIP1,0.7634169868724366,SESN3,0.8442954608326688,UBA52,0.7497360482197474,NRXN1B,0.9387896110393428,SI:DKEY-108K21.21,1.051052233114402,CASP8,0.8594187344610394,RHEBL1,0.903352952826915
11,PRKAR1AA,0.8707651335155766,NME2A,1.7658183715080913,SI:CH211-125O16.4,1.2859896163061557,ZNF503,1.2276932751255372,RGS14A,0.8159174806402928,TSR2,0.7206431782115945,SI:CH1073-159D7.7,0.7516953071354399,NOTO,0.8441155569649216,APOEB,0.7271926306063152,HSD17B2,0.936538680160476,SI:DKEY-261M9.15,1.0203610818618547,SESN1,0.8067467678358727,SI:DKEY-30F3.2,0.8730719417558443
12,KIF20A,0.8426376003522575,HNRNPA0B,1.7075212464653915,KRT8,1.2803149483239404,APOC1,1.1608324125856222,FHDC3,0.8106608858714872,EPCAM,0.718427891415302,SI:DKEY-153M14.1,0.751392452000082,CST3,0.8154346476262323,SI:ZFOS-44A5.1,0.7256395384748824,CPE,0.9189286664516678,SI:DKEY-261M9.11,0.9909821205575767,CDKN1A,0.7769901015170005,BZW1A,0.8605924428309567
13,UBR5,0.842623669842439,GPRC5BB,1.6823694530904407,CLDN23,1.2670647233558838,DLD,1.140074048468763,BMI1B,0.7993776085062836,SI:CH211-268B13.3,0.7143990315235523,SI:DKEY-23A13.4,0.7505739445181097,CDH2,0.8059987250519858,ADD3B,0.7162645432721062,GBP3,0.8915778903667975,ENSDART00000129497,0.9826827125072243,ZGC:64022,0.7345141334636462,ADGRE10,0.854289664581806
14,CAPRIN2,0.8177097969112025,ZGC:173587,1.631103982964716,FA2H,1.259266918331109,ZIC2A,1.1074135349002507,ANKRD12,0.7833592016981212,FXYD6,0.7142290481421605,SI:CH211-272F15.5,0.7486076926601157,DACT2,0.7831942657861142,RPS15A,0.7077101110955015,KCNK4,0.8636048668075159,SI:DKEYP-14F10.3,0.9034551750904325,SLC4A2A,0.7177170918341707,SI:RP71-45K5.2,0.8535699298037731
15,IPO9,0.8145142431324524,PON1,1.4593169274663054,CLDNB,1.2440841782576348,IM:7138239,1.1026478460193,CLDNG,0.7815312885835896,IFI30,0.7077725774200784,SI:CH211-117M22.2,0.7450671531905637,IER2,0.765957339758783,ALDOB,0.7061072065212799,GRB7,0.8566105273234484,HIST1H4D,0.8651590136603831,EXO5,0.716120373232251,ZGC:91910,0.8514694975792112
16,ANKRD30B,0.7961375892636008,NRXN1B,1.3680741744605793,MGLL,1.23281504087913,VED,1.10124686030843,CHD6,0.7670420098002835,PRKRIP1,0.6992331263978678,SI:CH211-194E1.8,0.739146305771923,TDGF1,0.7630545130487532,GNL3,0.7015336873247797,BAALC,0.8529774766968247,BX324216.1,0.8519923548550791,SNX11,0.6933599412007969,NCALDA,0.849002272083607
17,ABCA5,0.7851969540342906,KLHL22,1.3544565801858512,FTR83,1.208085778367157,ATP1B3A,1.0651340904940294,OTX1B,0.7586990445645149,CPN1,0.6931280753529994,RPS17,0.7389557290855596,NET1,0.7268674627784596,PFKFB4B,0.6936302651075755,NFKBIL1,0.8434976760449605,ENSDART00000172356,0.8227705067188898,SI:DKEY-204L11.1,0.67324411750416,CR391944.1,0.8315413044261796
18,HIST1H2BA,0.7687505081575539,CABZ01001464.1,1.347722953376533,EVPLA,1.2043304083717061,HES6,1.0288193134145083,ZGC:56231,0.758668946746391,CLDND,0.6926051346966743,LYRM2,0.734940375533425,AMOTL2A,0.718383462283855,PCDH18B,0.6904251905195217,SI:CH211-171H4.5,0.8330572309709835,SI:DKEY-146C18.5,0.8219237422904382,SI:CH211-239D6.2,0.6676196699703999,CR450785.2,0.8220069772043088
19,PALLD,0.7675189439360105,SI:CH211-241E1.5,1.29712696882183,ZGC:193505,1.1961107198642769,NHSL1B,1.0173364508929965,KLF2B,0.7523651035470889,FTL,0.6897132101379647,RPL39,0.7156769487662977,GRA,0.7147542206841895,FAUA,0.6881019921595394,JAKMIP2,0.830544281442538,SI:CH211-113A14.16,0.8115871182623196,IGF2A,0.6602411716346576,SI:DKEY-146C18.5,0.8139203579516812
20,ULK1B,0.7623241849727149,HUWE1,1.2714389818497969,ZNF185,1.1942556142960445,SP5L,1.0144193133073267,GRA,0.7430466327859978,SI:CH211-147G21.5,0.6885930156838164,SI:DKEY-151G10.6,0.7037598221435827,LFNG,0.7115926892035329,RHEBL1,0.6850370231979226,TNFAIP8L2A,0.8299974993362884,SI:DKEY-97L11.1,0.8105376547848699,ISG15,0.6601924490998718,PRMT1,0.8039742587335924
21,LFNG,0.7512260762160323,CPE,1.2669452728114345,SI:DKEYP-67A8.4,1.1888515013623402,SZL,0.9841384515692863,ZGC:158852,0.7334936048720175,SI:DKEY-13I19.8,0.6880707305381488,STM,0.7011775544291415,SP5L,0.7031210292908296,RPS2,0.6847619040769548,SCOCB,0.8165362359500992,SI:CH211-113A14.18,0.8028156964887626,BCL3,0.6569120421921537,WEE2,0.8020996069536676
22,KAZALD2,0.7504371299184958,ZNF1068,1.2609795048673536,GRHL3,1.183319138517822,HER1,0.983166682133537,SLC25A25A,0.7321681543545108,MKRN4,0.6864322510971117,TMEM258,0.7004525228573159,LRIG3,0.6976930925829548,SI:CH211-195B11.4,0.6834168992748049,KCTD5,0.8147034735913021,CA9,0.8016511191416522,E2F7,0.6503363427046055,SKP2,0.7942620349616978
23,VENT,0.7483853108277514,DDC,1.260518044290735,PLEKHF1,1.174445343184977,MSX3,0.9802020559053273,MID1IP1L,0.7046817748330962,SI:DKEY-5I16.2,0.6862880742751905,U1,0.693846233392829,ETS2,0.6751343426676824,FZD7A,0.6817368486017172,RHD,0.8015884519867836,FP236812.2,0.7811689472812879,PLEKHN1,0.6486542126738137,SI:DKEY-199M13.4,0.7877776142230922
24,INSM1B,0.7471228937545138,SI:CH211-168H21.2,1.2562646591226587,FUT9B,1.170248092451789,ARL4AB,0.9530900994972886,SI:RP71-45K5.2,0.7033985924546057,EMC6,0.6698242430782058,EGFRA,0.6913893900793441,TIAM1B,0.6714648735690342,RPL6,0.6796090840861115,CABZ01009880.1,0.8004206659887809,SI:CH73-36P18.5,0.7797511692206068,LNX1,0.6422591258927074,RAC1A,0.7821957393407386
25,ZGC:111868,0.7390121491430294,SI:DKEYP-79B7.4,1.2301855556760706,FTR82,1.1590060781950022,LEF1,0.9494058856028995,RRBP1B,0.6925738128590453,NCALDA,0.6624627640347375,RPL35,0.6913406049150982,FSCN1A,0.670587018886664,RGCC,0.675561428934371,ARID3A,0.7974685892600683,BX511215.1,0.7749052281244903,RASL11B,0.6246564692141103,BX640584.2,0.7780248353052504
26,BAMBIA,0.734852287970342,CYR61L2,1.2280828207985244,CYT1L,1.152100093048185,PRICKLE1B,0.9337682440479079,MAP7,0.686809702071847,WEE2,0.6621429127156621,RPL27,0.6887055175780624,PRDM14,0.6671340017298452,SP5L,0.67485228746669,FTR36,0.7890987304386899,TM4SF19,0.7730135827964538,RGS20,0.603731075592136,SPAW,0.7733661374506557
27,VGLL4L,0.7347398941725306,CR318603.2,1.1859691733938127,KLF17,1.1479444937811007,VENT,0.9112469343528999,BCL2L10,0.683747768710281,SI:DKEY-19C16.12,0.6584517084039925,PSMA4,0.6874726803726676,DDX4,0.6543764322973186,SLC38A3B,0.6748018366772273,UPK1A,0.7869395836364865,ZGC:158463,0.7660563400884053,RPS27.2,0.5918041699787862,FAM78BB,0.7686002866452787
28,KRCP,0.7284773722530035,SETD2,1.1835121857273634,ELOVL1A,1.1330000525615105,DRL,0.8861115890744081,LSM4,0.6811684685798126,SI:CH211-105D18.7,0.657609985179219,PROCA,0.6788771009924943,KIF26AB,0.648381604913832,CRABP2B,0.6719740827985169,SI:DKEY-58J15.10,0.7847901290277635,WDR21,0.7631404338891522,GADD45AA,0.583707667476839,ASB11,0.7625089097737786
29,MAP3K1,0.7280811463250801,ZNF1080,1.1561710607426459,PERP,1.1299122355112532,SPRY2,0.8804181425883798,LASP1,0.6775917301883922,GTF2H5,0.6554169569469643,UQCRH,0.6762748178576944,RASGEF1BA,0.640922234549812,SOX19A,0.6705560553130047,KLHL22,0.7716089635536713,SI:CH211-113A14.26,0.7563804592217344,ZGC:92360,0.5540963650352879,MCL1B,0.761765541007644
