,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5,Module 6,Weights 6,Module 7,Weights 7,Module 8,Weights 8,Module 9,Weights 9,Module 10,Weights 10,Module 11,Weights 11,Module 12,Weights 12,Module 13,Weights 13
10,VENT,0.906097891256979,FNIP1,1.843831618182944,FA2H,1.2427514980408363,GBX1,1.3372827749964527,SI:DKEY-11O15.10,0.7882930484316665,SI:CH211-171H4.5,0.9766005125334717,PRKRIP1,0.7557105825352474,SLC38A5B,0.9022113387952507,PRKRIP1,0.8863028646362728,CASP8,0.857793532674241,SI:DKEY-261M9.15,0.9578507709512987,SI:DKEY-15H14.4,0.9828177592900685,SERPINH1B,0.6135333180830134,NR0B2A,0.7353304878220317
11,KLF2B,0.9047268733997145,NME2A,1.8031591452328761,LYE,1.232436328147832,ZNF503,1.2715748167967706,NEK2,0.7812300182325164,TNFAIP8L2A,0.9652578006008637,CLDND,0.7417320073057974,CHD,0.8966084971873134,SI:CH211-113A14.10,0.8797236246463901,SESN1,0.8155031724203584,SI:CH211-113A14.15,0.9251634893534568,MKRN4,0.9803717568642462,KAZALD2,0.6053314756407838,FGF17,0.7267845940800459
12,PCM1,0.8839670711149524,GPRC5BB,1.7514170233963928,ZGC:101000,1.224759014886653,IM:7138239,1.1553927918271623,BMI1B,0.7720351704544438,FTR36,0.953868282788151,CPN1,0.7271605918252824,OTX1A,0.8930324356626901,CLIP4,0.879003769075144,CDKN1A,0.7940562626458394,SI:DKEY-108K21.21,0.837029554642503,FAM78BB,0.9725089308518547,TAOK3A,0.6049821490903449,CST3,0.7020036934779638
13,CLUHA,0.8783836959412836,HNRNPA0B,1.690347084306887,CLDN23,1.2206235450024663,ZIC2A,1.145821273538271,ICE1,0.7440956405652684,CPE,0.952609351589288,SI:DKEY-13I19.8,0.7215663340449476,SP5L,0.890195756860443,HSP90AB1,0.8619213207505447,ZGC:64022,0.7677607123303836,SI:DKEY-261M9.11,0.8288854655942554,BX640584.2,0.9606711246798306,ADGRE10,0.5977497840950585,SI:DKEY-85K7.7,0.6882077553601874
14,BAMBIA,0.8752326108743648,ZGC:173587,1.5839071551573372,SI:CH211-125O16.4,1.218205011424404,NHSL1B,1.1257549696457354,OTX1B,0.7421874191268727,CAMSAP2A,0.9317211353672402,ZGC:173742,0.7132363638930247,SI:DKEY-188C14.4,0.884515755649164,RPL39,0.8582057568861802,SLC4A2A,0.7316873853067848,HIST1H4D,0.7808595306687564,RBM4.3,0.9560805655376482,ZGC:56231,0.5900041256173639,MTP,0.6670577046527892
15,UBR5,0.8564534907189107,PON1,1.4682053643738167,MGLL,1.2143529912772546,DLD,1.1132369246934422,BOKB,0.7386714895268813,KCNK4,0.9255396785402474,GTF2H5,0.7125368683479536,EFNB2A,0.8802866600119569,ZGC:113984,0.8577353005731531,EXO5,0.729498138800685,GBGT1L4,0.7748442867975229,RAC1A,0.9497446757898361,UGCG,0.5669022493797775,MAL,0.6307542437269023
16,VED,0.8533792922789013,KLHL22,1.4096534147632012,KRT8,1.2112463061471974,SP5L,1.0822426597469856,WDR62,0.7275318304926026,GRB7,0.9102977932733495,CDKN1BB,0.6945991058414284,PKDCCB,0.8786150226042793,RPS17,0.8485849036718753,SNX11,0.7010184713958318,TRIM105,0.7571800610738177,SI:DKEY-30F3.2,0.9470358747384193,SI:DKEY-221L21.2,0.5653307014621707,CABZ01002768.2,0.6254094051937864
17,SFRP1A,0.8500554690882541,CABZ01001464.1,1.360765356449307,CEBPB,1.192860501600269,APOC1,1.0565915624943794,ZGC:158852,0.7252768177080299,NFKBIL1,0.909420612185963,IFI30,0.6877205511359313,CERS2B,0.8362933200587233,U1,0.8407731252523868,SI:DKEY-204L11.1,0.6963057400079705,SI:DKEY-146C18.5,0.7559515498866474,SI:DKEY-156K2.3,0.946346262198603,PCXA,0.5597888942363575,CHD,0.6247809118553785
18,ZNF995,0.8428008529573975,SI:CH211-241E1.5,1.3580659088460516,FUT9B,1.1731119879432883,VED,1.024328254217279,TRIM35-29,0.7093797465804405,SCOCB,0.8732601138154059,GSTO2,0.684557408879667,CDH2,0.8298546817523076,PSMA4,0.8371027518732339,IGF2A,0.6894615823536596,SI:DKEYP-14F10.3,0.7286846706383249,PRMT1,0.9438492955927416,ZNF1060,0.5577127765191269,CABZ01117575.1,0.6152652905176812
19,CAPRIN2,0.8397780888145996,NRXN1B,1.3360646183872391,SI:DKEYP-67A8.4,1.1724654709212057,ATP1B3A,1.0017601105372642,CNOT4B,0.6985646671899591,RNF220B,0.8695726242114732,FXYD6,0.682961504598404,KIF26AB,0.8148778615734235,SI:DKEYP-3B12.7,0.8352839220486806,E2F7,0.6753894323257378,BX324216.1,0.7053677047117427,ZNF986,0.9386128995981645,HSP70L,0.5497602148262178,LYE,0.6067899593744938
20,LFNG,0.8363578722758999,SI:CH211-168H21.2,1.2968561289604066,FTR83,1.1672599943324202,PRICKLE1B,0.9881288794222521,CLDNG,0.695162017614084,PARP6A,0.8550450405996102,DUT,0.6805588309639055,FZD8A,0.7998992056894996,UBA52,0.8350933543514136,SI:CH211-239D6.2,0.6751641940396083,BX511215.1,0.7002742695243216,CR450785.2,0.9336982708182657,MYCN,0.5484243965611177,FTR82,0.6018328284844775
21,BMP2B,0.8306976240527474,DDC,1.2883358820624533,ZGC:193505,1.1448946916971923,ARL4AB,0.9862912438557964,CHD6,0.692854330022193,KCTD5,0.8479047480847078,EMC6,0.6752437721556946,FGFR4,0.7921954192130937,RPL27,0.8334040129060261,BCL3,0.6657858165464992,SI:CH73-36P18.5,0.6978976684821667,BIRC5B,0.9228402492711777,SI:RP71-45K5.2,0.5412479636667715,SI:DKEY-206L1.2,0.5908833501003053
22,KAZALD2,0.8149053357668914,CPE,1.264387664980038,CLDNB,1.1405054311319598,HER1,0.9764127108299993,FHDC3,0.6885740566931794,RHD,0.8393104451976747,FTL,0.6742004169687721,SESN3,0.7869710244967979,RPL35,0.8264136395251473,PLEKHN1,0.6579576844584126,SI:CH211-113A14.18,0.6911069836095907,SI:DKEY-95P16.2,0.9219525474828179,NPLOC4,0.5357079417602868,TELO2,0.5894607027767856
23,EMC1,0.8080255786470697,ZNF1068,1.2624708655301276,CYT1L,1.1381856308261475,SZL,0.9649341365185179,SLC25A25A,0.6773882108838433,BAALC,0.8361742323574053,OTUD4,0.6713332951318552,ARID1AB,0.7859649983441583,SI:CH211-272F15.5,0.8244402040570028,ISG15,0.6544341073694666,CA9,0.6489629868335701,TBC1D13,0.9204171955637127,CDC42SE1,0.5279959772846085,SOX32,0.5804028423476005
24,MAP3K1,0.8006985137275316,HUWE1,1.2551332795152408,PERP,1.1321265957788655,HES6,0.9589369150176932,LPCAT4,0.6651264037312599,RYR1A,0.8320794166670324,SI:DKEY-5I16.2,0.6681604286176779,EPHA2A,0.7851712019494295,RPS13,0.8227326532466418,LNX1,0.6511364290227469,RAB35,0.6448012479544988,SI:CH211-195B11.4,0.9189971350719605,TULP3,0.5254393885819932,TSG101A,0.5798528026449811
25,IPO9,0.7988108405137354,CYR61L2,1.2512327140137787,GRHL3,1.1286113084775709,LEF1,0.9585179006244369,MID1IP1L,0.6595033474733711,SI:DKEY-58J15.10,0.8304169505700779,CR388042.3,0.6636627109994733,LHX5,0.7784911917533419,SI:DKEY-261M9.15,0.8225721079170889,RGS20,0.6083097333792261,SI:DKEY-108K21.12,0.6439220936314386,TSR2,0.9164664082427212,CLDND,0.5229269732085253,SI:DKEY-206L1.3,0.5711605242618829
26,LRRC8C,0.7845806049947923,SI:CH73-46J18.5,1.2189352310041743,CYT1,1.1214856676676845,MSX3,0.9584956315914924,VAT1,0.655998925973432,CABZ01009880.1,0.830253595338159,RPL12,0.661033397417433,MCM6,0.7724040264339916,ZGC:92066,0.8212765685328128,GADD45AA,0.593182896547785,SI:CH211-113A14.26,0.6423660008700603,SI:DKEY-6D5.4,0.9079761459948912,CLDNG,0.522285538458067,MID1IP1A,0.568269708035393
27,AP2A1,0.7727930655135508,CR318603.2,1.211405030655675,STYK1,1.1078790482157985,SPRY2,0.9120119305428485,DAZL,0.6541311525976501,NCOA7,0.8213811112362954,TSR2,0.6556233950438027,TCF7L1A,0.7721878000091403,SI:DKEY-108K21.12,0.8182849312749539,RASL11B,0.5874895412960922,SI:CH211-113A14.16,0.6228146897967771,ZGC:91910,0.9061328895187686,SLC25A25A,0.5187158665927272,CAMSAP2A,0.5601779867350762
28,SI:DKEY-261J4.5,0.7726505522089693,SI:DKEYP-79B7.4,1.206879234598869,ESRP1,1.1003061013019606,DRL,0.9062366626617396,GSC,0.6513658729374263,JAKMIP2,0.8109836829756826,SI:CH211-147G21.5,0.6540539092848676,ZEB1A,0.7684201411488202,SI:DKEY-16M19.4,0.8164533954070564,SI:DKEY-117J14.6,0.5654731342862211,SI:CH1073-190K2.1,0.6156228524037479,WEE2,0.9026076068207443,BX511215.1,0.5158350572268345,ELOVL7B,0.5318549175938726
29,DPP3,0.7659176356810757,SETD2,1.1922826053192348,PLEKHF1,1.0955364822923914,ADGRL2A,0.9029683787551077,PGK1,0.6511193855383518,SI:CH211-178N15.1,0.8066368958871676,UQCRFS1,0.6481631618595318,SI:CH73-311H14.2,0.7264735264823875,SI:CH211-222L21.1,0.8150697294595478,RPS27.2,0.5633015792319834,FP236812.2,0.609043322069188,SI:CH73-1A9.3,0.8871347125599536,KIF18A,0.5146612115480713,FZD7A,0.5305210957924089
