,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5
16,SI:CH211-195B11.4,1.1481610433875493,KLHL22,1.3869715183510678,FA2H,1.2554224508658711,NHSL1B,1.0955764835560746,CIARTA,0.8680175238188927,LAMC1,0.8904606878704595
17,RPS17,1.1439312862048276,NRXN1B,1.3748230531031402,EVPLA,1.2543606767174345,PRICKLE1B,1.049455051696051,CTH1,0.8650439289593914,NCOA7,0.8846328948356045
18,HMGB2A,1.1294093440203599,PON1,1.3659400381978166,ZGC:193505,1.2500191343820377,APOC1,1.0341564388913942,BCL2L10,0.8641115037965323,ZNF644B,0.8708644847271104
19,SI:DKEY-153M14.1,1.1272637849196092,CPE,1.3260284220543104,KLF17,1.2476738444994548,VED,1.0191034412398439,PGK1,0.8624349254690238,HSD17B2,0.8671578206286621
20,RPL21,1.124635714382355,CABZ01001464.1,1.2851520904949016,MGLL,1.246628396636227,HES6,1.0130519601554218,NEK2,0.8491244482269831,PDLIM5A,0.8615545760328933
21,MAGOH,1.1221390713114805,CYR61L2,1.2601547254322123,FTR82,1.219889730174675,MSX3,1.006032305556163,LPCAT4,0.8481680557295523,SI:DKEY-58J15.10,0.8607174387601749
22,HSPB1,1.1175744928067746,SETD2,1.2393576365759993,CLDNB,1.215865046646215,HER1,1.0022019991491529,CA15B,0.8422627663543107,PARP6A,0.8583812685053558
23,RPL12,1.1173371670430896,SI:CH73-46J18.5,1.2254936905694522,SI:DKEYP-67A8.4,1.2062343589814686,SZL,0.9920743954242842,FHDC3,0.8395577975892315,KLHL22,0.8546438261582905
24,RPL28,1.1109811481080374,MLXIP,1.2215325803834327,CYT1L,1.1992823096238119,ARL4AB,0.9747218512739927,SI:DKEYP-114G9.1,0.8394014612553108,HIST2H3C,0.8491048776404949
25,RPL23A,1.109282246324167,ZNF1057,1.2075298726002477,GRHL3,1.19486047844488,LEF1,0.9636764779720423,ACTL7A,0.8256441688669592,SYNGAP1A,0.8456236880730685
26,CDKN1BB,1.1063154265137236,SI:CH211-241E1.5,1.2072113052445625,FUT9B,1.1941338572714624,SP5L,0.9437065442870227,RAD18,0.8223448215852486,RNF213,0.8391085222983863
27,UCP2,1.1011634731582527,CHD7,1.2040752771183363,ZGC:153911,1.1739426159958009,WNT8A,0.9216238199012309,BX511215.1,0.8092515691141309,SI:DKEYP-115E12.6,0.8343006371302317
28,ELAVL1,1.1009830873468323,POLR2A,1.199302339176789,HSD17B14,1.165391984457514,VENT,0.9151836737051506,PATL2,0.8091926802103302,SI:DKEY-261M9.11,0.8329697709137786
29,SI:CH211-130H14.6,1.1003700105554606,PCNT,1.1829124837238625,PERP,1.163276088723004,SI:DKEY-27I16.2,0.8924460514340881,BMI1B,0.7881390798177054,SI:DKEY-13M3.1,0.8209548742810523
