,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5
20,RPL21,1.1246357028383789,CABZ01001464.1,1.2851520926766036,MGLL,1.2466283942955085,HES6,1.0130519575289618,NEK2,0.8491244444785602,PDLIM5A,0.8615545732750836
21,MAGOH,1.1221390594918348,CYR61L2,1.2601547278698402,FTR82,1.2198897278165517,MSX3,1.006032302979595,LPCAT4,0.848168051558445,SI:DKEY-58J15.10,0.8607174359877521
22,HSPB1,1.1175744813502075,SETD2,1.2393576390722254,CLDNB,1.2158650443298242,HER1,1.002201996750302,CA15B,0.8422627603740658,PARP6A,0.8583812656716112
23,RPL12,1.117337155473867,SI:CH73-46J18.5,1.2254936924064936,SI:DKEYP-67A8.4,1.206234356691096,SZL,0.9920743927497765,FHDC3,0.8395577918865452,KLHL22,0.8546438234189161
24,RPL28,1.1109811367686768,MLXIP,1.2215325827836452,CYT1L,1.1992823072829613,ARL4AB,0.9747218485921039,SI:DKEYP-114G9.1,0.8394014601813309,HIST2H3C,0.8491048750769525
25,RPL23A,1.1092822349150202,ZNF1057,1.2075298743722729,GRHL3,1.1948604763955208,LEF1,0.9636764754277112,ACTL7A,0.8256441622723225,SYNGAP1A,0.8456236841757451
26,CDKN1BB,1.1063154150095285,SI:CH211-241E1.5,1.207211307445773,FUT9B,1.1941338548506655,SP5L,0.9437065418558988,RAD18,0.8223448188041402,RNF213,0.8391085194192192
27,UCP2,1.101163461332137,CHD7,1.2040752790753975,ZGC:153911,1.1739426134971187,WNT8A,0.9216238174833326,BX511215.1,0.8092515674624403,SI:DKEYP-115E12.6,0.83430063442122
28,ELAVL1,1.1009830759048798,POLR2A,1.199302341472887,HSD17B14,1.1653919822443575,VENT,0.9151836715373041,PATL2,0.809192676549614,SI:DKEY-261M9.11,0.8329697683633603
29,SI:CH211-130H14.6,1.1003699982565902,PCNT,1.1829124864197573,PERP,1.1632760865071106,SI:DKEY-27I16.2,0.8924460492478993,BMI1B,0.7881390754294805,SI:DKEY-13M3.1,0.820954872159609
