,Module 0,Weights 0,Module 1,Weights 1,Module 2,Weights 2,Module 3,Weights 3,Module 4,Weights 4,Module 5,Weights 5
18,HMGB2A,1.129409333170117,PON1,1.3659400407002757,ZGC:193505,1.2500191321411847,APOC1,1.034156436312877,BCL2L10,0.8641115003695397,ZNF644B,0.8708644821452282
19,SI:DKEY-153M14.1,1.1272637742142333,CPE,1.326028423983052,KLF17,1.2476738420847024,VED,1.0191034387809126,PGK1,0.8624349216830737,HSD17B2,0.8671578177636184
20,RPL21,1.1246357036486379,CABZ01001464.1,1.2851520924077007,MGLL,1.2466283944392074,HES6,1.013051957698791,NEK2,0.8491244447419318,PDLIM5A,0.8615545735661928
21,MAGOH,1.1221390603164902,CYR61L2,1.2601547275629787,FTR82,1.2198897279724954,MSX3,1.0060323031572491,LPCAT4,0.84816805181422,SI:DKEY-58J15.10,0.8607174362976031
22,HSPB1,1.1175744821474856,SETD2,1.2393576387994216,CLDNB,1.215865044483557,HER1,1.0022019969307918,CA15B,0.8422627605897314,PARP6A,0.8583812659655828
23,RPL12,1.11733715631595,SI:CH73-46J18.5,1.2254936921507267,SI:DKEYP-67A8.4,1.2062343568472649,SZL,0.9920743929301497,FHDC3,0.8395577921418662,KLHL22,0.8546438237148163
24,RPL28,1.110981137565294,MLXIP,1.2215325825191083,CYT1L,1.1992823074362793,ARL4AB,0.9747218487781265,SI:DKEYP-114G9.1,0.8394014604824562,HIST2H3C,0.8491048752111686
25,RPL23A,1.1092822357166354,ZNF1057,1.2075298740992004,GRHL3,1.1948604765202913,LEF1,0.963676475599545,ACTL7A,0.8256441624907358,SYNGAP1A,0.8456236845498016
26,CDKN1BB,1.106315415838513,SI:CH211-241E1.5,1.2072113071832562,FUT9B,1.1941338549908733,SP5L,0.9437065420159223,RAD18,0.8223448190617992,RNF213,0.8391085197220153
27,UCP2,1.1011634621204753,CHD7,1.2040752788026514,ZGC:153911,1.1739426136550788,WNT8A,0.9216238176529729,BX511215.1,0.8092515677512571,SI:DKEYP-115E12.6,0.8343006346943419
28,ELAVL1,1.100983076712973,POLR2A,1.1993023411925643,HSD17B14,1.1653919823815397,VENT,0.9151836717143942,PATL2,0.8091926768016792,SI:DKEY-261M9.11,0.8329697685140824
29,SI:CH211-130H14.6,1.1003699990319131,PCNT,1.1829124861593239,PERP,1.1632760866358474,SI:DKEY-27I16.2,0.8924460494034305,BMI1B,0.7881390756611277,SI:DKEY-13M3.1,0.8209548722492067
